"campaignid","sample","longitude","latitude","depth","broad.seagrasses","date","id","method"
"2020-10_south-west_stereo-BRUVs","IO220",114.8438721,-34.05618897,43.7,0,"20201015","2020-10_south-west_stereo-BRUVs.IO220","BRUV"
"2020-10_south-west_stereo-BRUVs","IO222",114.8313721,-34.06618897,45,0,"20201015","2020-10_south-west_stereo-BRUVs.IO222","BRUV"
"2020-10_south-west_stereo-BRUVs","IO223",114.8463721,-34.07118897,42.9,0,"20201015","2020-10_south-west_stereo-BRUVs.IO223","BRUV"
"2020-10_south-west_stereo-BRUVs","IO224",114.8388721,-34.06118897,43.6,1,"20201015","2020-10_south-west_stereo-BRUVs.IO224","BRUV"
"2020-10_south-west_stereo-BRUVs","IO225",114.8338721,-34.07118897,44.9,0,"20201015","2020-10_south-west_stereo-BRUVs.IO225","BRUV"
"2020-10_south-west_stereo-BRUVs","IO226",114.8438721,-34.06368897,42.8,0,"20201015","2020-10_south-west_stereo-BRUVs.IO226","BRUV"
"2020-10_south-west_stereo-BRUVs","IO227",114.7838721,-33.99868897,52.9,0,"20201019","2020-10_south-west_stereo-BRUVs.IO227","BRUV"
"2020-10_south-west_stereo-BRUVs","IO228",114.7938721,-34.00368897,50.4,1,"20201019","2020-10_south-west_stereo-BRUVs.IO228","BRUV"
"2020-10_south-west_stereo-BRUVs","IO229",114.7863721,-33.99368897,53,0,"20201019","2020-10_south-west_stereo-BRUVs.IO229","BRUV"
"2020-10_south-west_stereo-BRUVs","IO235",114.9138721,-34.06618897,46.5,0,"20201016","2020-10_south-west_stereo-BRUVs.IO235","BRUV"
"2020-10_south-west_stereo-BRUVs","IO236",114.9238721,-34.08118897,46.8,0,"20201016","2020-10_south-west_stereo-BRUVs.IO236","BRUV"
"2020-10_south-west_stereo-BRUVs","IO237",114.9363721,-34.08118897,43.2,0,"20201016","2020-10_south-west_stereo-BRUVs.IO237","BRUV"
"2020-10_south-west_stereo-BRUVs","IO239",114.9313721,-34.09118897,45.9,0,"20201016","2020-10_south-west_stereo-BRUVs.IO239","BRUV"
"2020-10_south-west_stereo-BRUVs","IO241",114.7913721,-33.99368897,50.6,0,"20201019","2020-10_south-west_stereo-BRUVs.IO241","BRUV"
"2020-10_south-west_stereo-BRUVs","IO244",114.9063721,-34.00368897,44.7,0,"20201019","2020-10_south-west_stereo-BRUVs.IO244","BRUV"
"2020-10_south-west_stereo-BRUVs","IO245",114.9013721,-34.00868897,42.3,2,"20201019","2020-10_south-west_stereo-BRUVs.IO245","BRUV"
"2020-10_south-west_stereo-BRUVs","IO253",114.7038721,-34.01368897,124,0,"20201123","2020-10_south-west_stereo-BRUVs.IO253","BRUV"
"2020-10_south-west_stereo-BRUVs","IO254",114.6963721,-34.01868897,119,0,"20201123","2020-10_south-west_stereo-BRUVs.IO254","BRUV"
"2020-10_south-west_stereo-BRUVs","IO258",114.9138721,-33.96618897,45.2,0,"20201019","2020-10_south-west_stereo-BRUVs.IO258","BRUV"
"2020-10_south-west_stereo-BRUVs","IO259",114.9213721,-33.96868897,46.8,0,"20201019","2020-10_south-west_stereo-BRUVs.IO259","BRUV"
"2020-10_south-west_stereo-BRUVs","IO260",114.9163721,-33.97118897,46.3,0,"20201019","2020-10_south-west_stereo-BRUVs.IO260","BRUV"
"2020-10_south-west_stereo-BRUVs","IO261",114.9213721,-33.97618897,46.9,0,"20201019","2020-10_south-west_stereo-BRUVs.IO261","BRUV"
"2020-10_south-west_stereo-BRUVs","IO262",114.8738721,-34.01368897,41.9,0,"20201019","2020-10_south-west_stereo-BRUVs.IO262","BRUV"
"2020-10_south-west_stereo-BRUVs","IO263",114.8788721,-34.00868897,42.4,12,"20201019","2020-10_south-west_stereo-BRUVs.IO263","BRUV"
"2020-10_south-west_stereo-BRUVs","IO264",114.8738721,-34.01868897,42,0,"20201019","2020-10_south-west_stereo-BRUVs.IO264","BRUV"
"2020-10_south-west_stereo-BRUVs","IO266",114.7588721,-34.02118897,67.3,0,"20201015","2020-10_south-west_stereo-BRUVs.IO266","BRUV"
"2020-10_south-west_stereo-BRUVs","IO267",114.7638721,-34.02618897,62.5,0,"20201015","2020-10_south-west_stereo-BRUVs.IO267","BRUV"
"2020-10_south-west_stereo-BRUVs","IO269",114.8138721,-33.98868897,47.6,0,"20201019","2020-10_south-west_stereo-BRUVs.IO269","BRUV"
"2020-10_south-west_stereo-BRUVs","IO272",114.8138721,-34.00868897,49.2,0,"20201019","2020-10_south-west_stereo-BRUVs.IO272","BRUV"
"2020-10_south-west_stereo-BRUVs","IO273",114.8213721,-33.99868897,44.9,2,"20201019","2020-10_south-west_stereo-BRUVs.IO273","BRUV"
"2020-10_south-west_stereo-BRUVs","IO275",114.6463721,-34.09868897,140,0,"20201123","2020-10_south-west_stereo-BRUVs.IO275","BRUV"
"2020-10_south-west_stereo-BRUVs","IO276",114.6363721,-34.10118897,140,0,"20201123","2020-10_south-west_stereo-BRUVs.IO276","BRUV"
"2020-10_south-west_stereo-BRUVs","IO277",114.6463721,-34.10618897,139,0,"20201123","2020-10_south-west_stereo-BRUVs.IO277","BRUV"
"2020-10_south-west_stereo-BRUVs","IO278",114.6388721,-34.11118897,140,0,"20201123","2020-10_south-west_stereo-BRUVs.IO278","BRUV"
"2020-10_south-west_stereo-BRUVs","IO280",114.6738721,-34.08868897,139,0,"20201023","2020-10_south-west_stereo-BRUVs.IO280","BRUV"
"2020-10_south-west_stereo-BRUVs","IO290",114.7188721,-34.06868897,124,0,"20201023","2020-10_south-west_stereo-BRUVs.IO290","BRUV"
"2020-10_south-west_stereo-BRUVs","IO291",114.7488721,-34.08368897,109,0,"20201022","2020-10_south-west_stereo-BRUVs.IO291","BRUV"
"2020-10_south-west_stereo-BRUVs","IO293",114.7588721,-34.08868897,111,0,"20201022","2020-10_south-west_stereo-BRUVs.IO293","BRUV"
"2020-10_south-west_stereo-BRUVs","IO294",114.7538721,-34.08368897,114,0,"20201022","2020-10_south-west_stereo-BRUVs.IO294","BRUV"
"2020-10_south-west_stereo-BRUVs","IO295",114.7538721,-34.10368897,109,0,"20201022","2020-10_south-west_stereo-BRUVs.IO295","BRUV"
"2020-10_south-west_stereo-BRUVs","IO297",114.7488721,-34.10618897,114,0,"20201022","2020-10_south-west_stereo-BRUVs.IO297","BRUV"
"2020-10_south-west_stereo-BRUVs","IO298",114.6713721,-34.07618897,138,0,"20201023","2020-10_south-west_stereo-BRUVs.IO298","BRUV"
"2020-10_south-west_stereo-BRUVs","IO299",114.6763721,-34.08118897,139,0,"20201023","2020-10_south-west_stereo-BRUVs.IO299","BRUV"
"2020-10_south-west_stereo-BRUVs","IO3",114.7838721,-34.07618897,62,0,"20201015","2020-10_south-west_stereo-BRUVs.IO3","BRUV"
"2020-10_south-west_stereo-BRUVs","IO300",114.6688721,-34.08618897,138,0,"20201123","2020-10_south-west_stereo-BRUVs.IO300","BRUV"
"2020-10_south-west_stereo-BRUVs","IO302",114.7238721,-34.07118897,122,0,"20201023","2020-10_south-west_stereo-BRUVs.IO302","BRUV"
"2020-10_south-west_stereo-BRUVs","IO306",114.7338721,-34.10118897,124,0,"20201022","2020-10_south-west_stereo-BRUVs.IO306","BRUV"
"2020-10_south-west_stereo-BRUVs","IO307",114.7263721,-34.11868897,128,0,"20201022","2020-10_south-west_stereo-BRUVs.IO307","BRUV"
"2020-10_south-west_stereo-BRUVs","IO308",114.7288721,-34.11118897,126,0,"20201022","2020-10_south-west_stereo-BRUVs.IO308","BRUV"
"2020-10_south-west_stereo-BRUVs","IO310",114.7738721,-34.05868897,64.7,0,"20201015","2020-10_south-west_stereo-BRUVs.IO310","BRUV"
"2020-10_south-west_stereo-BRUVs","IO311",114.7688721,-34.05618897,66.1,0,"20201015","2020-10_south-west_stereo-BRUVs.IO311","BRUV"
"2020-10_south-west_stereo-BRUVs","IO312",114.7788721,-34.05868897,61.2,0,"20201015","2020-10_south-west_stereo-BRUVs.IO312","BRUV"
"2020-10_south-west_stereo-BRUVs","IO313",114.7563721,-34.09618897,108,0,"20201022","2020-10_south-west_stereo-BRUVs.IO313","BRUV"
"2020-10_south-west_stereo-BRUVs","IO319",114.7313721,-34.09368897,124,0,"20201022","2020-10_south-west_stereo-BRUVs.IO319","BRUV"
"2020-10_south-west_stereo-BRUVs","IO323",114.6001,-34.03103333,141,0,"20201123","2020-10_south-west_stereo-BRUVs.IO323","BRUV"
"2020-10_south-west_stereo-BRUVs","IO324",114.639778,-34.00006,141,0,"20201023","2020-10_south-west_stereo-BRUVs.IO324","BRUV"
"2020-10_south-west_stereo-BRUVs","IO325",114.743378,-33.991557,85,0,"20201015","2020-10_south-west_stereo-BRUVs.IO325","BRUV"
"2020-10_south-west_stereo-BRUVs","IO326",114.6892833,-34.00425,121,0,"20201123","2020-10_south-west_stereo-BRUVs.IO326","BRUV"
"2020-10_south-west_stereo-BRUVs","IO327",114.7623833,-34.02946667,65.4,0,"20201015","2020-10_south-west_stereo-BRUVs.IO327","BRUV"
"2020-10_south-west_stereo-BRUVs","IO328",114.8213667,-33.99356667,43.8,3,"20201019","2020-10_south-west_stereo-BRUVs.IO328","BRUV"
"2020-10_south-west_stereo-BRUVs","IO329",114.7266333,-34.06481667,121,0,"20201023","2020-10_south-west_stereo-BRUVs.IO329","BRUV"
"2020-10_south-west_stereo-BRUVs","IO330",114.7545,-34.08833333,116,0,"20201022","2020-10_south-west_stereo-BRUVs.IO330","BRUV"
"2020-10_south-west_stereo-BRUVs","IO331",114.75005,-34.0984,112,0,"20201022","2020-10_south-west_stereo-BRUVs.IO331","BRUV"
"2020-10_south-west_stereo-BRUVs","IO332",114.7344833,-34.09718333,124,0,"20201022","2020-10_south-west_stereo-BRUVs.IO332","BRUV"
"2020-10_south-west_stereo-BRUVs","IO333",114.7251333,-34.11301667,127,0,"20201022","2020-10_south-west_stereo-BRUVs.IO333","BRUV"
"2020-10_south-west_stereo-BRUVs","IO334",114.7753667,-34.06155,64,0,"20201015","2020-10_south-west_stereo-BRUVs.IO334","BRUV"
"2020-10_south-west_stereo-BRUVs","IO335",114.7939833,-34.06686667,58,1,"20201015","2020-10_south-west_stereo-BRUVs.IO335","BRUV"
"2020-10_south-west_stereo-BRUVs","IO336",114.8663667,-34.0924,43.2,1,"20201016","2020-10_south-west_stereo-BRUVs.IO336","BRUV"
"2020-10_south-west_stereo-BRUVs","IO337",114.8202333,-34.00536667,43,0,"20201019","2020-10_south-west_stereo-BRUVs.IO337","BRUV"
"2020-10_south-west_stereo-BRUVs","IO338",114.92245,-33.97231667,46,0,"20201019","2020-10_south-west_stereo-BRUVs.IO338","BRUV"
"2020-10_south-west_stereo-BRUVs","IO339",114.8785,-34.01461667,41.1,1,"20201019","2020-10_south-west_stereo-BRUVs.IO339","BRUV"
"2020-10_south-west_stereo-BRUVs","IO34",114.8713721,-34.06118897,41.3,4,"20201016","2020-10_south-west_stereo-BRUVs.IO34","BRUV"
"2020-10_south-west_stereo-BRUVs","IO343",114.6407167,-34.10261667,140,0,"20201123","2020-10_south-west_stereo-BRUVs.IO343","BRUV"
"2020-10_south-west_stereo-BRUVs","IO344",114.6744,-34.0844,138,0,"20201023","2020-10_south-west_stereo-BRUVs.IO344","BRUV"
"2020-10_south-west_stereo-BRUVs","IO349",114.5963721,-34.02368897,133,0,"20201123","2020-10_south-west_stereo-BRUVs.IO349","BRUV"
"2020-10_south-west_stereo-BRUVs","IO350",114.6038721,-34.02618897,135,0,"20201123","2020-10_south-west_stereo-BRUVs.IO350","BRUV"
"2020-10_south-west_stereo-BRUVs","IO351",114.5963721,-34.03118897,142,0,"20201123","2020-10_south-west_stereo-BRUVs.IO351","BRUV"
"2020-10_south-west_stereo-BRUVs","IO352",114.5988721,-34.03618897,133,0,"20201123","2020-10_south-west_stereo-BRUVs.IO352","BRUV"
"2020-10_south-west_stereo-BRUVs","IO353",114.8390667,-34.05436667,44.1,0,"20201015","2020-10_south-west_stereo-BRUVs.IO353","BRUV"
"2020-10_south-west_stereo-BRUVs","IO354",114.84,-34.06605,45,15,"20201015","2020-10_south-west_stereo-BRUVs.IO354","BRUV"
"2020-10_south-west_stereo-BRUVs","IO355",114.9111,-34.05473333,45,0,"20201029","2020-10_south-west_stereo-BRUVs.IO355","BRUV"
"2020-10_south-west_stereo-BRUVs","IO356",114.9184667,-34.06956667,46.8,0,"20201016","2020-10_south-west_stereo-BRUVs.IO356","BRUV"
"2020-10_south-west_stereo-BRUVs","IO357",114.928,-34.08496667,45.9,0,"20201016","2020-10_south-west_stereo-BRUVs.IO357","BRUV"
"2020-10_south-west_stereo-BRUVs","IO36",114.7188721,-34.10368897,130,0,"20201022","2020-10_south-west_stereo-BRUVs.IO36","BRUV"
"2020-10_south-west_stereo-BRUVs","IO361",114.7413721,-33.98868897,84.7,0,"20201015","2020-10_south-west_stereo-BRUVs.IO361","BRUV"
"2020-10_south-west_stereo-BRUVs","IO363",114.7513721,-33.98618897,66.2,0,"20201015","2020-10_south-west_stereo-BRUVs.IO363","BRUV"
"2020-10_south-west_stereo-BRUVs","IO364",114.6888721,-34.00868897,130,0,"20201123","2020-10_south-west_stereo-BRUVs.IO364","BRUV"
"2020-10_south-west_stereo-BRUVs","IO365",114.7538721,-34.02368897,73.7,0,"20201015","2020-10_south-west_stereo-BRUVs.IO365","BRUV"
"2020-10_south-west_stereo-BRUVs","IO369",114.5913721,-34.02868897,133,0,"20201123","2020-10_south-west_stereo-BRUVs.IO369","BRUV"
"2020-10_south-west_stereo-BRUVs","IO37",114.7188721,-34.10868897,130,0,"20201022","2020-10_south-west_stereo-BRUVs.IO37","BRUV"
"2020-10_south-west_stereo-BRUVs","IO370",114.6463721,-33.99618897,141,0,"20201023","2020-10_south-west_stereo-BRUVs.IO370","BRUV"
"2020-10_south-west_stereo-BRUVs","IO372",114.6438721,-34.00618897,140,0,"20201023","2020-10_south-west_stereo-BRUVs.IO372","BRUV"
"2020-10_south-west_stereo-BRUVs","IO374",114.7463721,-33.98618897,72.9,0,"20201015","2020-10_south-west_stereo-BRUVs.IO374","BRUV"
"2020-10_south-west_stereo-BRUVs","IO377",114.7588721,-34.13868897,113,0,"20201022","2020-10_south-west_stereo-BRUVs.IO377","BRUV"
"2020-10_south-west_stereo-BRUVs","IO378",114.6388721,-33.99368897,141,0,"20201023","2020-10_south-west_stereo-BRUVs.IO378","BRUV"
"2020-10_south-west_stereo-BRUVs","IO379",114.6813721,-34.08368897,138,0,"20201123","2020-10_south-west_stereo-BRUVs.IO379","BRUV"
"2020-10_south-west_stereo-BRUVs","IO4",114.7813721,-34.09118897,65.6,0,"20201015","2020-10_south-west_stereo-BRUVs.IO4","BRUV"
"2020-10_south-west_stereo-BRUVs","IO40",114.7138721,-34.10368897,131,0,"20201022","2020-10_south-west_stereo-BRUVs.IO40","BRUV"
"2020-10_south-west_stereo-BRUVs","IO46",114.7113721,-34.06868897,129,0,"20201023","2020-10_south-west_stereo-BRUVs.IO46","BRUV"
"2020-10_south-west_stereo-BRUVs","IO47",114.7113721,-34.06368897,127,0,"20201023","2020-10_south-west_stereo-BRUVs.IO47","BRUV"
"2020-10_south-west_stereo-BRUVs","IO49",114.7063721,-34.06118897,129,0,"20201023","2020-10_south-west_stereo-BRUVs.IO49","BRUV"
"2020-10_south-west_stereo-BRUVs","IO5",114.7763721,-34.08868897,66.7,0,"20201015","2020-10_south-west_stereo-BRUVs.IO5","BRUV"
"2020-10_south-west_stereo-BRUVs","IO58",114.7738721,-34.13618897,92.7,0,"20201022","2020-10_south-west_stereo-BRUVs.IO58","BRUV"
"2020-10_south-west_stereo-BRUVs","IO59",114.7663721,-34.14118897,109,0,"20201022","2020-10_south-west_stereo-BRUVs.IO59","BRUV"
"2020-10_south-west_stereo-BRUVs","IO62",114.7663721,-34.13368897,105,0,"20201022","2020-10_south-west_stereo-BRUVs.IO62","BRUV"
"2020-10_south-west_stereo-BRUVs","IO64",114.8963721,-34.01368897,43.3,0,"20201019","2020-10_south-west_stereo-BRUVs.IO64","BRUV"
"2020-10_south-west_stereo-BRUVs","IO65",114.8888721,-34.01118897,43,0,"20201019","2020-10_south-west_stereo-BRUVs.IO65","BRUV"
"2020-10_south-west_stereo-BRUVs","IO66",114.8813721,-34.01618897,42.8,6,"20201019","2020-10_south-west_stereo-BRUVs.IO66","BRUV"
"2020-10_south-west_stereo-BRUVs","IO71",114.6988721,-34.00368897,121,0,"20201123","2020-10_south-west_stereo-BRUVs.IO71","BRUV"
"2020-10_south-west_stereo-BRUVs","IO72",114.8463721,-34.03618897,43.6,1,"20201019","2020-10_south-west_stereo-BRUVs.IO72","BRUV"
"2020-10_south-west_stereo-BRUVs","IO73",114.8588721,-34.02868897,40.4,11,"20201019","2020-10_south-west_stereo-BRUVs.IO73","BRUV"
"2020-10_south-west_stereo-BRUVs","IO74",114.8513721,-34.02868897,42.2,15,"20201019","2020-10_south-west_stereo-BRUVs.IO74","BRUV"
"2020-10_south-west_stereo-BRUVs","IO75",114.8538721,-34.03368897,42.2,9,"20201019","2020-10_south-west_stereo-BRUVs.IO75","BRUV"
"2020-10_south-west_stereo-BRUVs","IO80",114.8888721,-34.09368897,41.6,9,"20201016","2020-10_south-west_stereo-BRUVs.IO80","BRUV"
"2020-10_south-west_stereo-BRUVs","IO81",114.8913721,-34.09868897,42,2,"20201016","2020-10_south-west_stereo-BRUVs.IO81","BRUV"
"2020-10_south-west_stereo-BRUVs","IO91",114.8938721,-34.09368897,43.5,0,"20201016","2020-10_south-west_stereo-BRUVs.IO91","BRUV"
"2020-10_south-west_stereo-BRUVs","IO92",114.8863721,-34.09868897,42.3,4,"20201016","2020-10_south-west_stereo-BRUVs.IO92","BRUV"
"2020-10_south-west_stereo-BRUVs","IO95",114.7338721,-34.12618897,124,0,"20201022","2020-10_south-west_stereo-BRUVs.IO95","BRUV"
"2020-10_south-west_stereo-BRUVs","IO96",114.7363721,-34.13618897,127,0,"20201022","2020-10_south-west_stereo-BRUVs.IO96","BRUV"
"2020-10_south-west_stereo-BRUVs","IO98",114.7313721,-34.13368897,128,0,"20201022","2020-10_south-west_stereo-BRUVs.IO98","BRUV"
"2020-10_south-west_stereo-BRUVs","IOC04",114.749265,-34.08755,109,0,"20201022","2020-10_south-west_stereo-BRUVs.IOC04","BRUV"
"2020-10_south-west_stereo-BRUVs","IOC05",114.899843,-34.05394,43.2,0,"20201029","2020-10_south-west_stereo-BRUVs.IOC05","BRUV"
"2020-10_south-west_stereo-BRUVs","IO215",114.9263721,-34.06868897,46.7,0,"20201016","2020-10_south-west_stereo-BRUVs.IO215","BRUV"
"2020-10_south-west_stereo-BRUVs","IOCP11-1",114.696642,-33.992845,124,0,"20201123","2020-10_south-west_stereo-BRUVs.IOCP11-1","BRUV"
"2020-10_south-west_stereo-BRUVs","IOCP11-2",114.692773,-33.974332,124,0,"20201123","2020-10_south-west_stereo-BRUVs.IOCP11-2","BRUV"
"2020-10_south-west_stereo-BRUVs","IOCP2311",114.601465,-34.01858,142,0,"20201123","2020-10_south-west_stereo-BRUVs.IOCP2311","BRUV"
"2020-10_south-west_stereo-BRUVs","IOREDO344",114.6744,-34.0844,138,0,"20201123","2020-10_south-west_stereo-BRUVs.IOREDO344","BRUV"
"2020-10_south-west_BOSS","FH92",114.8714,-33.8437,44.1,8,"20201020","2020-10_south-west_BOSS.FH92","BOSS"
"2020-10_south-west_BOSS","FH61",114.8639,-33.8412,NA,15,"20201020","2020-10_south-west_BOSS.FH61","BOSS"
"2020-10_south-west_BOSS","FH27",114.8714,-33.8362,42.8,3,"20201020","2020-10_south-west_BOSS.FH27","BOSS"
"2020-10_south-west_BOSS","FH17",114.8764,-33.8337,NA,1,"20201020","2020-10_south-west_BOSS.FH17","BOSS"
"2020-10_south-west_BOSS","FH56",114.8664,-33.8312,41.9,11,"20201020","2020-10_south-west_BOSS.FH56","BOSS"
"2020-10_south-west_BOSS","FH96",114.8339,-33.8187,NA,10,"20201020","2020-10_south-west_BOSS.FH96","BOSS"
"2020-10_south-west_BOSS","FH60",114.8214,-33.8162,44.4,0,"20201020","2020-10_south-west_BOSS.FH60","BOSS"
"2020-10_south-west_BOSS","FH26",114.8289,-33.8112,43.9,2,"20201020","2020-10_south-west_BOSS.FH26","BOSS"
"2020-10_south-west_BOSS","FH110",114.8214,-33.8087,44.9,1,"20201020","2020-10_south-west_BOSS.FH110","BOSS"
"2020-10_south-west_BOSS","FH48",114.8139,-33.7962,45,7,"20201020","2020-10_south-west_BOSS.FH48","BOSS"
"2020-10_south-west_BOSS","FH21",114.8089,-33.7937,46.3,17,"20201020","2020-10_south-west_BOSS.FH21","BOSS"
"2020-10_south-west_BOSS","FH18",114.8214,-33.7912,45.1,3,"20201020","2020-10_south-west_BOSS.FH18","BOSS"
"2020-10_south-west_BOSS","FH106",114.8164,-33.7887,46.2,0,"20201020","2020-10_south-west_BOSS.FH106","BOSS"
"2020-10_south-west_BOSS","FH57",114.8114,-33.7887,44.2,7,"20201020","2020-10_south-west_BOSS.FH57","BOSS"
"2020-10_south-west_BOSS","FH34",114.8839,-33.7862,44.6,7,"20201020","2020-10_south-west_BOSS.FH34","BOSS"
"2020-10_south-west_BOSS","FH7",114.8789,-33.7837,45.2,0,"20201020","2020-10_south-west_BOSS.FH7","BOSS"
"2020-10_south-west_BOSS","FH20",114.8739,-33.7862,42.4,9,"20201020","2020-10_south-west_BOSS.FH20","BOSS"
"2020-10_south-west_BOSS","FH93",114.8689,-33.7762,44.3,13,"20201020","2020-10_south-west_BOSS.FH93","BOSS"
"2020-10_south-west_BOSS","FH44",114.8639,-33.7712,44.5,17,"20201020","2020-10_south-west_BOSS.FH44","BOSS"
"2020-10_south-west_BOSS","FH14",114.8714,-33.7662,44.9,0,"20201020","2020-10_south-west_BOSS.FH14","BOSS"
"2020-10_south-west_BOSS","FH95",114.8914,-33.7587,NA,0,"20201020","2020-10_south-west_BOSS.FH95","BOSS"
"2020-10_south-west_BOSS","FH62",114.8814,-33.7562,45.2,2,"20201020","2020-10_south-west_BOSS.FH62","BOSS"
"2020-10_south-west_BOSS","FH30",114.8889,-33.7512,NA,0,"20201020","2020-10_south-west_BOSS.FH30","BOSS"
"2020-10_south-west_BOSS","261",114.9214,-33.9762,46.5,0,"20201030","2020-10_south-west_BOSS.261","BOSS"
"2020-10_south-west_BOSS","338",114.9225,-33.9723,46,0,"20201030","2020-10_south-west_BOSS.338","BOSS"
"2020-10_south-west_BOSS","260",114.9164,-33.9712,46.1,5,"20201030","2020-10_south-west_BOSS.260","BOSS"
"2020-10_south-west_BOSS","259",114.9214,-33.9687,46.3,2,"20201030","2020-10_south-west_BOSS.259","BOSS"
"2020-10_south-west_BOSS","258",114.9139,-33.9662,46.2,8,"20201030","2020-10_south-west_BOSS.258","BOSS"
"2020-10_south-west_BOSS","FH10",114.8864,-33.9862,NA,1,"20201030","2020-10_south-west_BOSS.FH10","BOSS"
"2020-10_south-west_BOSS","FH111",114.8789,-33.9862,NA,4,"20201030","2020-10_south-west_BOSS.FH111","BOSS"
"2020-10_south-west_BOSS","130",114.8764,-33.9812,NA,20,"20201030","2020-10_south-west_BOSS.130","BOSS"
"2020-10_south-west_BOSS","152",114.8689,-33.9812,41.9,4,"20201030","2020-10_south-west_BOSS.152","BOSS"
"2020-10_south-west_BOSS","134",114.8614,-33.9837,41.3,5,"20201030","2020-10_south-west_BOSS.134","BOSS"
"2020-10_south-west_BOSS","133",114.8664,-33.9912,40.5,21,"20201030","2020-10_south-west_BOSS.133","BOSS"
"2020-10_south-west_BOSS","132",114.8714,-33.9912,42.7,21,"20201030","2020-10_south-west_BOSS.132","BOSS"
"2020-10_south-west_BOSS","FH77",114.8764,-33.9962,42,1,"20201030","2020-10_south-west_BOSS.FH77","BOSS"
"2020-10_south-west_BOSS","FH52",114.8889,-33.9912,42.8,14,"20201030","2020-10_south-west_BOSS.FH52","BOSS"
"2020-10_south-west_BOSS","244",114.9064,-34.0037,45.6,0,"20201030","2020-10_south-west_BOSS.244","BOSS"
"2020-10_south-west_BOSS","245",114.9014,-34.0087,45.5,1,"20201030","2020-10_south-west_BOSS.245","BOSS"
"2020-10_south-west_BOSS","64",114.8964,-34.0137,NA,0,"20201030","2020-10_south-west_BOSS.64","BOSS"
"2020-10_south-west_BOSS","C01",114.8891,-34.015,NA,0,"20201030","2020-10_south-west_BOSS.C01","BOSS"
"2020-10_south-west_BOSS","65",114.8889,-34.0112,NA,2,"20201030","2020-10_south-west_BOSS.65","BOSS"
"2020-10_south-west_BOSS","272",114.8139,-34.0087,50.1,0,"20201030","2020-10_south-west_BOSS.272","BOSS"
"2020-10_south-west_BOSS","337",114.8202,-34.0054,43.8,0,"20201030","2020-10_south-west_BOSS.337","BOSS"
"2020-10_south-west_BOSS","273",114.8214,-33.9987,46,1,"20201030","2020-10_south-west_BOSS.273","BOSS"
"2020-10_south-west_BOSS","328",114.8214,-33.9936,44.8,5,"20201030","2020-10_south-west_BOSS.328","BOSS"
"2020-10_south-west_BOSS","269",114.8139,-33.9887,47.7,0,"20201030","2020-10_south-west_BOSS.269","BOSS"
"2020-10_south-west_BOSS","145",114.8239,-33.9862,44.3,1,"20201030","2020-10_south-west_BOSS.145","BOSS"
"2020-10_south-west_BOSS","147",114.8314,-33.9812,43.6,0,"20201030","2020-10_south-west_BOSS.147","BOSS"
"2020-10_south-west_BOSS","158",114.8189,-33.9812,46.1,0,"20201030","2020-10_south-west_BOSS.158","BOSS"
"2020-10_south-west_BOSS","146",114.8214,-33.9762,45.3,8,"20201030","2020-10_south-west_BOSS.146","BOSS"
"2020-10_south-west_BOSS","157",114.8239,-33.9712,44.7,5,"20201030","2020-10_south-west_BOSS.157","BOSS"
"2020-10_south-west_BOSS","OMR1",114.9582,-33.9676,35.6,0,"20201030","2020-10_south-west_BOSS.OMR1","BOSS"
"2020-10_south-west_BOSS","OMR2",114.9551,-33.9679,38,0,"20201030","2020-10_south-west_BOSS.OMR2","BOSS"
"2020-10_south-west_BOSS","OMR3",114.9543,-33.9685,38,0,"20201030","2020-10_south-west_BOSS.OMR3","BOSS"
"2020-10_south-west_BOSS","OMR4",114.9529,-33.9682,38.6,0,"20201030","2020-10_south-west_BOSS.OMR4","BOSS"
"2020-10_south-west_BOSS","216",114.9164,-34.0612,47.5,0,"20201031","2020-10_south-west_BOSS.216","BOSS"
"2020-10_south-west_BOSS","235",114.9364,-34.0912,47,2,"20201031","2020-10_south-west_BOSS.235","BOSS"
"2020-10_south-west_BOSS","217",114.9189,-34.0662,46.3,0,"20201031","2020-10_south-west_BOSS.217","BOSS"
"2020-10_south-west_BOSS","215",114.9264,-34.0687,46.9,0,"20201031","2020-10_south-west_BOSS.215","BOSS"
"2020-10_south-west_BOSS","356",114.9185,-34.0696,47.2,2,"20201031","2020-10_south-west_BOSS.356","BOSS"
"2020-10_south-west_BOSS","218",114.9214,-34.0737,46.5,0,"20201031","2020-10_south-west_BOSS.218","BOSS"
"2020-10_south-west_BOSS","102",114.9114,-34.0712,46.4,0,"20201031","2020-10_south-west_BOSS.102","BOSS"
"2020-10_south-west_BOSS","100",114.9089,-34.0762,44.5,11,"20201031","2020-10_south-west_BOSS.100","BOSS"
"2020-10_south-west_BOSS","119",114.9039,-34.0762,43.5,0,"20201031","2020-10_south-west_BOSS.119","BOSS"
"2020-10_south-west_BOSS","101",114.8964,-34.0787,43.4,0,"20201031","2020-10_south-west_BOSS.101","BOSS"
"2020-10_south-west_BOSS","236",114.9239,-34.0812,46,0,"20201031","2020-10_south-west_BOSS.236","BOSS"
"2020-10_south-west_BOSS","237",114.9364,-34.0812,43.2,0,"20201031","2020-10_south-west_BOSS.237","BOSS"
"2020-10_south-west_BOSS","C02",114.927902,-34.085378,45,0,"C02","2020-10_south-west_BOSS.C02","BOSS"
