"campaignid","sample","longitude","latitude","depth","broad.seagrasses","date","id"
"2021-03_West-Coast_BOSS","106",114.875,-34.1313,43.9,18,"20210308","2021-03_West-Coast_BOSS.106"
"2021-03_West-Coast_BOSS","39",114.877,-34.1301,42.3,7,"20210308","2021-03_West-Coast_BOSS.39"
"2021-03_West-Coast_BOSS","140",114.882,-34.1163,42.4,9,"20210308","2021-03_West-Coast_BOSS.140"
"2021-03_West-Coast_BOSS","10",114.886,-34.1084,41.5,2,"20210308","2021-03_West-Coast_BOSS.10"
"2021-03_West-Coast_BOSS","147",114.895,-34.0908,43.3,2,"20210308","2021-03_West-Coast_BOSS.147"
"2021-03_West-Coast_BOSS","Old Point",114.869122,-34.050194,42.3,6,"20210309","2021-03_West-Coast_BOSS.Old Point"
"2021-03_West-Coast_BOSS","41",114.877,-34.0596,41.4,1,"20210309","2021-03_West-Coast_BOSS.41"
"2021-03_West-Coast_BOSS","33",114.871,-34.0742,46.7,1,"20210309","2021-03_West-Coast_BOSS.33"
"2021-03_West-Coast_BOSS","86",114.865,-34.0774,41.2,7,"20210309","2021-03_West-Coast_BOSS.86"
"2021-03_West-Coast_BOSS","56",114.873,-34.0782,41.6,1,"20210309","2021-03_West-Coast_BOSS.56"
"2021-03_West-Coast_BOSS","65",114.884,-34.0813,41.6,3,"20210309","2021-03_West-Coast_BOSS.65"
"2021-03_West-Coast_BOSS","137",114.877,-34.0854,42.1,9,"20210309","2021-03_West-Coast_BOSS.137"
"2021-03_West-Coast_BOSS","48",114.882,-34.0891,42.1,8,"20210309","2021-03_West-Coast_BOSS.48"
"2021-03_West-Coast_BOSS","67",114.873,-34.0899,42.5,1,"20210309","2021-03_West-Coast_BOSS.67"
"2021-03_West-Coast_BOSS","126",114.87,-34.0912,43.1,10,"20210309","2021-03_West-Coast_BOSS.126"
"2021-03_West-Coast_BOSS","44",114.858,-34.0931,43.8,18,"20210309","2021-03_West-Coast_BOSS.44"
"2021-03_West-Coast_BOSS","35",114.852,-34.0959,43.5,9,"20210309","2021-03_West-Coast_BOSS.35"
"2021-03_West-Coast_BOSS","100",114.847,-34.0961,43.4,9,"20210309","2021-03_West-Coast_BOSS.100"
"2021-03_West-Coast_BOSS","7",114.853,-34.0995,44.2,10,"20210309","2021-03_West-Coast_BOSS.7"
"2021-03_West-Coast_BOSS","108",114.85,-34.1001,44.1,25,"20210309","2021-03_West-Coast_BOSS.108"
"2021-03_West-Coast_BOSS","26",114.844,-34.1003,44.2,2,"20210309","2021-03_West-Coast_BOSS.26"
"2021-03_West-Coast_BOSS","125",114.847,-34.104,45.8,4,"20210309","2021-03_West-Coast_BOSS.125"
"2021-03_West-Coast_BOSS","98",114.856,-34.1139,43.5,12,"20210309","2021-03_West-Coast_BOSS.98"
"2021-03_West-Coast_BOSS","83",114.838,-34.1341,47.9,1,"20210309","2021-03_West-Coast_BOSS.83"
"2021-03_West-Coast_BOSS","88",114.827,-34.1351,50.3,15,"20210309","2021-03_West-Coast_BOSS.88"
"2021-03_West-Coast_BOSS","130",114.83,-34.1213,48.1,17,"20210309","2021-03_West-Coast_BOSS.130"
"2021-03_West-Coast_BOSS","46",114.831,-34.119,48.1,5,"20210309","2021-03_West-Coast_BOSS.46"
"2021-03_West-Coast_BOSS","78",114.841,-34.1182,46.7,14,"20210309","2021-03_West-Coast_BOSS.78"
"2021-03_West-Coast_BOSS","50",114.842,-34.1143,45.7,16,"20210309","2021-03_West-Coast_BOSS.50"
"2021-03_West-Coast_BOSS","80",114.832,-34.1034,46.6,2,"20210309","2021-03_West-Coast_BOSS.80"
"2021-03_West-Coast_BOSS","114",114.834,-34.0969,46.4,24,"20210309","2021-03_West-Coast_BOSS.114"
"2021-03_West-Coast_BOSS","64",114.84,-34.0937,47.7,13,"20210309","2021-03_West-Coast_BOSS.64"
"2021-03_West-Coast_BOSS","136",114.833,-34.0891,46,8,"20210309","2021-03_West-Coast_BOSS.136"
"2021-03_West-Coast_BOSS","97",114.842,-34.0872,44.8,17,"20210309","2021-03_West-Coast_BOSS.97"
"2021-03_West-Coast_BOSS","121",114.853,-34.0836,42.8,4,"20210309","2021-03_West-Coast_BOSS.121"
"2021-03_West-Coast_BOSS","3",114.851,-34.0789,43.5,7,"20210309","2021-03_West-Coast_BOSS.3"
"2021-03_West-Coast_BOSS","118",114.826,-34.0714,47.3,2,"20210309","2021-03_West-Coast_BOSS.118"
"2021-03_West-Coast_BOSS","128",114.823,-34.0694,47.8,2,"20210309","2021-03_West-Coast_BOSS.128"
"2021-03_West-Coast_BOSS","60",114.821,-34.0652,48.7,5,"20210309","2021-03_West-Coast_BOSS.60"
"2021-03_West-Coast_BOSS","134",114.857,-34.0631,41.7,14,"20210309","2021-03_West-Coast_BOSS.134"
"2021-03_West-Coast_BOSS","120",114.861,-34.0617,41.2,7,"20210309","2021-03_West-Coast_BOSS.120"
"2021-03_West-Coast_BOSS","8",114.851,-34.0554,42.5,9,"20210309","2021-03_West-Coast_BOSS.8"
"2021-03_West-Coast_BOSS","68",114.859,-34.05,41.1,15,"20210309","2021-03_West-Coast_BOSS.68"
"2021-03_West-Coast_BOSS","4",114.785,-34.0862,63.5,1,"20210310","2021-03_West-Coast_BOSS.4"
"2021-03_West-Coast_BOSS","27",114.789,-34.0521,54.2,2,"20210311","2021-03_West-Coast_BOSS.27"
"2021-03_West-Coast_BOSS","9",114.813,-34.1175,51.7,12,"20210311","2021-03_West-Coast_BOSS.9"
"2021-03_West-Coast_BOSS","111",114.812,-34.1035,49.9,3,"20210311","2021-03_West-Coast_BOSS.111"
"2021-03_West-Coast_BOSS","142",114.814,-34.0971,49.3,14,"20210311","2021-03_West-Coast_BOSS.142"
"2021-03_West-Coast_BOSS","19",114.806,-34.0802,50.6,11,"20210311","2021-03_West-Coast_BOSS.19"
"2021-03_West-Coast_BOSS","75",114.816,-34.0836,49.6,1,"20210311","2021-03_West-Coast_BOSS.75"
"2021-03_West-Coast_BOSS","51",114.814,-34.0709,49.7,27,"20210311","2021-03_West-Coast_BOSS.51"
"2021-03_West-Coast_BOSS","31",114.806,-34.061,50.5,18,"20210311","2021-03_West-Coast_BOSS.31"
"2021-03_West-Coast_BOSS","13",114.813,-34.051,49.6,2,"20210311","2021-03_West-Coast_BOSS.13"
