"campaignid","sample","latitude","longitude","depth","method","depth.multibeam","slope","aspect","roughness","tpi","flowdir","detrended"
"2021-03_West-Coast_BOSS","71",-34.0923,114.908,43.5,"BOSS",44.6132545471191,0.0219277702271938,1.77831315994263,0.227902889251709,0.0107324868440628,1,1.00930607318878
"2021-03_West-Coast_BOSS","14",-34.0979,114.913,43.6,"BOSS",44.9098358154297,0.0137554341927171,2.04733371734619,0.177218586206436,-0.0658698007464409,1,1.09927141666412
"2021-03_West-Coast_BOSS","150",-34.1,114.917,44.6,"BOSS",45.8956680297852,0.0127182835713029,1.85571944713593,0.289979368448257,0.0360825285315514,1,0.326594054698944
"2021-03_West-Coast_BOSS","92",-34.101,114.918,44.3,"BOSS",47.0936508178711,0.171128436923027,1.64604890346527,1.45343971252441,-0.089261032640934,1,-0.828782618045807
"2021-03_West-Coast_BOSS","28",-34.0995,114.923,47,"BOSS",46.903491973877,0.0354936569929123,2.45535898208618,0.404839485883713,0.0356818661093712,1,-0.477154403924942
"2021-03_West-Coast_BOSS","124",-34.1003,114.929,45,"BOSS",45.7994079589844,0.0118457293137908,3.26066780090332,0.170478984713554,-0.0611724592745304,16,0.664207518100739
"2021-03_West-Coast_BOSS","53",-34.1047,114.92,45.4,"BOSS",46.0529098510742,0.0200216714292765,0.976644396781921,0.232979372143745,0.107336312532425,1,0.225695699453354
"2021-03_West-Coast_BOSS","6",-34.1073,114.918,44.4,"BOSS",45.8915977478027,0.0176032241433859,5.3049635887146,0.178241401910782,-0.0566105172038078,16,0.150844290852547
"2021-03_West-Coast_BOSS","149",-34.1135,114.931,45.1,"BOSS",46.3345680236816,0.0315257087349892,4.70608997344971,0.312505543231964,0.053562305867672,16,-0.317042231559753
"2021-03_West-Coast_BOSS","32",-34.1125,114.921,45.1,"BOSS",46.1661682128906,0.00379090057685971,3.07194018363953,0.0507186651229858,0.00564273959025741,2,-0.376615077257156
"2021-03_West-Coast_BOSS","116",-34.1138,114.919,45.1,"BOSS",45.0311698913574,0.0232140459120274,1.70585000514984,0.219976037740707,0.0609653443098068,1,0.48503702878952
"2021-03_West-Coast_BOSS","69",-34.1187,114.911,43.7,"BOSS",44.7206344604492,0.0199497248977423,5.97480010986328,0.326399862766266,0.0886847674846649,1,-0.440635293722153
"2021-03_West-Coast_BOSS","138",-34.119,114.912,41.8,"BOSS",45.4997367858887,0.00957387406378984,4.37438058853149,0.14840267598629,-0.0066223363392055,16,-1.18609476089478
"2021-03_West-Coast_BOSS","76",-34.1217,114.916,43.3,"BOSS",44.6552047729492,0.00630598003044724,2.11509323120117,0.13215759396553,-0.0183501839637756,2,-0.411493867635727
"2021-03_West-Coast_BOSS","144",-34.1221,114.92,43.2,"BOSS",45.2322044372559,0.0786888226866722,0.791846394538879,0.67667955160141,-0.00190585036762059,1,-0.731265962123871
"2021-03_West-Coast_BOSS","5",-34.125,114.93,45.2,"BOSS",45.1056900024414,0.0544954501092434,1.55559360980988,0.657055974006653,0.176118656992912,1,-0.405630320310593
"2021-03_West-Coast_BOSS","107",-34.1347,114.94,44.4,"BOSS",44.6224670410156,0.0237435735762119,0.903162181377411,0.223300948739052,0.0236080884933472,1,-1.03724205493927
"2021-03_West-Coast_BOSS","37",-34.1303,114.931,46.5,"BOSS",47.9074516296387,0.0328951776027679,2.17163610458374,0.487685322761536,-0.0732079669833183,1,-3.83276629447937
"2021-03_West-Coast_BOSS","102",-34.1305,114.926,35.3,"BOSS",36.239387512207,0.0380495823919773,4.24182033538818,0.424057722091675,0.00185699702706188,16,7.59314012527466
"2021-03_West-Coast_BOSS","57",-34.1341,114.924,44.4,"BOSS",41.6764259338379,0.148503169417381,1.24232363700867,1.51079392433167,0.15855361521244,1,1.67413008213043
"2021-03_West-Coast_BOSS","24",-34.1347,114.923,39.9,"BOSS",41.5058670043945,0.0973735079169273,4.07919502258301,0.986918747425079,0.0292286537587643,16,1.7387707233429
"2021-03_West-Coast_BOSS","70",-34.1321,114.922,38.7,"BOSS",41.1866149902344,0.121241569519043,3.94098305702209,1.07540714740753,0.145177274942398,16,2.23577451705933
"2021-03_West-Coast_BOSS","62",-34.1281,114.919,40.4,"BOSS",41.5070304870605,0.0505945309996605,2.44632363319397,0.5339674949646,-0.068572148680687,1,2.13541769981384
"2021-03_West-Coast_BOSS","104",-34.1255,114.918,41.8,"BOSS",44.1493453979492,0.0567115359008312,0.0986041575670242,0.522055387496948,-0.1032739803195,64,-0.263014495372772
"2021-03_West-Coast_BOSS","30",-34.1256,114.915,41.7,"BOSS",42.4784317016602,0.0175856929272413,0.909786343574524,0.229466751217842,0.0609155222773552,1,1.17122650146484
"2021-03_West-Coast_BOSS","95",-34.1229,114.91,41.2,"BOSS",41.7961921691895,0.162108078598976,0.130092158913612,1.41590261459351,0.273583680391312,1,1.86216330528259
"2021-03_West-Coast_BOSS","106",-34.1313,114.875,43.9,"BOSS",42.8744163513184,0.0766380801796913,3.44277739524841,0.686776340007782,-0.0302339680492878,16,0.65049546957016
"2021-03_West-Coast_BOSS","39",-34.1301,114.877,42.3,"BOSS",42.8600845336914,0.0234726779162884,3.88710570335388,0.32479402422905,0.210998043417931,16,0.47163137793541
"2021-03_West-Coast_BOSS","140",-34.1163,114.882,42.4,"BOSS",42.6109580993652,0.0199597366154194,0.812698185443878,0.202792212367058,-0.00608530314639211,1,0.61208975315094
"2021-03_West-Coast_BOSS","10",-34.1084,114.886,41.5,"BOSS",43.1094017028809,0.0069690216332674,6.21915245056152,0.0799976289272308,0.00619258033111691,1,0.628981709480286
"2021-03_West-Coast_BOSS","147",-34.0908,114.895,43.3,"BOSS",43.7651519775391,0.0123411249369383,4.32491111755371,0.17057229578495,-0.00779732083901763,16,0.963349282741547
"2021-03_West-Coast_BOSS","23",-34.0829,114.899,43.2,"BOSS",44.199878692627,0.00570867862552404,4.97521448135376,0.106609359383583,0.000666619162075222,16,0.570074677467346
"2021-03_West-Coast_BOSS","Old Point",-34.050194,114.869122,42.3,"BOSS",42.2538299560547,0.000934220443014055,3.55721402168274,0.035136628895998,-0.0152075309306383,2,-0.121377475559711
"2021-03_West-Coast_BOSS","41",-34.0596,114.877,41.4,"BOSS",42.4872093200684,0.0113682188093662,4.10443305969238,0.166347146034241,-0.002159777097404,16,0.145336076617241
"2021-03_West-Coast_BOSS","33",-34.0742,114.871,46.7,"BOSS",42.1612586975098,0.0128613654524088,2.1961681842804,0.190799996256828,-0.0365054793655872,1,0.43682125210762
"2021-03_West-Coast_BOSS","86",-34.0774,114.865,41.2,"BOSS",42.971923828125,0.0124492030590773,5.09456968307495,0.154676616191864,0.00459066405892372,16,-0.399560332298279
"2021-03_West-Coast_BOSS","56",-34.0782,114.873,41.6,"BOSS",42.2210388183594,0.00672138575464487,5.6743426322937,0.230741828680038,-0.140047147870064,32,0.534997165203094
"2021-03_West-Coast_BOSS","65",-34.0813,114.884,41.6,"BOSS",42.6401405334473,0.0168535001575947,1.73029339313507,0.265460819005966,0.106059208512306,1,0.961841762065887
"2021-03_West-Coast_BOSS","137",-34.0854,114.877,42.1,"BOSS",42.8940734863281,0.0232314728200436,2.58745932579041,0.280677407979965,0.0403385646641254,1,0.239387348294258
"2021-03_West-Coast_BOSS","48",-34.0891,114.882,42.1,"BOSS",43.4557189941406,0.00759942689910531,5.7483868598938,0.217188835144043,-0.00526133133098483,16,0.15727224946022
"2021-03_West-Coast_BOSS","67",-34.0899,114.873,42.5,"BOSS",43.6187744140625,0.0241149235516787,5.54020595550537,0.220280051231384,-0.0115785887464881,16,-0.716108977794647
"2021-03_West-Coast_BOSS","126",-34.0912,114.87,43.1,"BOSS",43.6654510498047,0.00769385788589716,2.57424378395081,0.207945555448532,0.0576561018824577,1,-0.917499721050262
"2021-03_West-Coast_BOSS","44",-34.0931,114.858,43.8,"BOSS",44.1591339111328,0.0113258063793182,4.8598051071167,0.131061017513275,0.0300254803150892,16,-1.19203472137451
"2021-03_West-Coast_BOSS","35",-34.0959,114.852,43.5,"BOSS",44.6132164001465,0.0160099659115076,3.7785222530365,0.214744701981544,0.0578750520944595,16,-0.840876936912537
"2021-03_West-Coast_BOSS","100",-34.0961,114.847,43.4,"BOSS",45.7032737731934,0.0145493848249316,2.53908157348633,0.233884885907173,-0.123895771801472,2,-0.90490335226059
"2021-03_West-Coast_BOSS","7",-34.0995,114.853,44.2,"BOSS",44.7831192016602,0.0182969775050879,1.61088049411774,0.198661684989929,0.0110609345138073,1,-1.17198383808136
"2021-03_West-Coast_BOSS","108",-34.1001,114.85,44.1,"BOSS",44.9833297729492,0.0223312620073557,3.20591235160828,0.284756898880005,0.0678977593779564,16,-0.838006496429443
"2021-03_West-Coast_BOSS","26",-34.1003,114.844,44.2,"BOSS",45.9962959289551,0.0126890419051051,3.01947355270386,0.139548659324646,-0.00387695408426225,4,-0.512727975845337
"2021-03_West-Coast_BOSS","125",-34.104,114.847,45.8,"BOSS",45.5527458190918,0.0070174066349864,4.92778444290161,0.162325471639633,-0.0338148511946201,16,-0.739721536636353
"2021-03_West-Coast_BOSS","98",-34.1139,114.856,43.5,"BOSS",44.5221099853516,0.0391681008040905,4.21975803375244,0.397436827421188,0.104097053408623,16,-0.701451778411865
"2021-03_West-Coast_BOSS","1",-34.1318,114.853,44.1,"BOSS",45.4906044006348,0.014008866623044,5.06351280212402,0.190255030989647,0.0108233829960227,16,0.762604117393494
"2021-03_West-Coast_BOSS","83",-34.1341,114.838,47.9,"BOSS",48.2241096496582,0.0170307625085115,6.10719871520996,0.216122210025787,0.0294486284255981,16,1.29139757156372
"2021-03_West-Coast_BOSS","88",-34.1351,114.827,50.3,"BOSS",51.2934417724609,0.0096488893032074,0.195122718811035,0.139010146260262,-0.0392822623252869,64,0.906684279441833
"2021-03_West-Coast_BOSS","36",-34.1317,114.822,50.7,"BOSS",52.4571151733398,0.0019758699927479,3.1153666973114,0.0743181928992271,-0.0259541179984808,1,0.263538062572479
"2021-03_West-Coast_BOSS","130",-34.1213,114.83,48.1,"BOSS",49.7320747375488,0.0263314042240381,4.89954423904419,0.30644965171814,-0.0367720983922482,16,-0.370667666196823
"2021-03_West-Coast_BOSS","46",-34.119,114.831,48.1,"BOSS",48.6684494018555,0.00888888631016016,2.73065447807312,0.0948135480284691,0.0158809535205364,1,0.292823374271393
"2021-03_West-Coast_BOSS","93",-34.1196,114.845,45.1,"BOSS",46.2425994873047,0.00588006200268865,4.08988857269287,0.148706167936325,-0.0830830261111259,4,-0.0540593452751637
"2021-03_West-Coast_BOSS","78",-34.1182,114.841,46.7,"BOSS",47.0036849975586,0.00749739492312074,4.85447692871094,0.218094825744629,0.00221708347089589,8,-0.136678889393806
"2021-03_West-Coast_BOSS","50",-34.1143,114.842,45.7,"BOSS",46.3581008911133,0.0679081901907921,1.58507883548737,0.609202444553375,0.0408581532537937,1,-0.00904580764472485
"2021-03_West-Coast_BOSS","80",-34.1034,114.832,46.6,"BOSS",47.5310935974121,0.00487682037055492,1.07356476783752,0.0722649469971657,0.0233965553343296,1,0.9084752202034
"2021-03_West-Coast_BOSS","114",-34.0969,114.834,46.4,"BOSS",47.4376640319824,0.0208147913217545,1.0144464969635,0.285818159580231,-0.0674401968717575,1,0.774425506591797
"2021-03_West-Coast_BOSS","64",-34.0937,114.84,47.7,"BOSS",46.6150894165039,0.0242263674736023,3.5620276927948,0.251345545053482,-0.00478555448353291,16,0.0556627325713634
"2021-03_West-Coast_BOSS","136",-34.0891,114.833,46,"BOSS",47.4192581176758,0.0171562507748604,3.93491101264954,0.181171864271164,0.0170560404658318,16,1.35696256160736
"2021-03_West-Coast_BOSS","97",-34.0872,114.842,44.8,"BOSS",45.8089561462402,0.0203808955848217,3.52872180938721,0.227413177490234,0.00223683123476803,8,0.40691015124321
"2021-03_West-Coast_BOSS","121",-34.0836,114.853,42.8,"BOSS",44.175724029541,0.00533254956826568,0.315266132354736,0.114172913134098,-0.0592687465250492,128,-0.512058556079865
"2021-03_West-Coast_BOSS","3",-34.0789,114.851,43.5,"BOSS",44.0889167785645,0.0232799537479877,0.940798342227936,0.2253487855196,-0.0284976791590452,1,-0.136650934815407
"2021-03_West-Coast_BOSS","73",-34.0802,114.848,43.4,"BOSS",44.7898864746094,0.0206434223800898,5.8286075592041,0.262941271066666,-0.0782506242394447,16,-0.190918207168579
"2021-03_West-Coast_BOSS","118",-34.0714,114.826,47.3,"BOSS",48.0022087097168,0.0310659632086754,1.97265577316284,0.294552981853485,0.00571405841037631,1,1.88610661029816
"2021-03_West-Coast_BOSS","128",-34.0694,114.823,47.8,"BOSS",49.0612869262695,0.0182562042027712,3.48806571960449,0.287646263837814,-0.07754185795784,4,1.28551232814789
"2021-03_West-Coast_BOSS","60",-34.0652,114.821,48.7,"BOSS",49.8592681884766,0.0151545908302069,4.65488815307617,0.207524642348289,-0.0574813447892666,8,0.396746039390564
"2021-03_West-Coast_BOSS","134",-34.0631,114.857,41.7,"BOSS",42.9865684509277,0.0149244470521808,2.29158186912537,0.157021507620811,0.00339753925800323,1,-0.434054434299469
"2021-03_West-Coast_BOSS","120",-34.0617,114.861,41.2,"BOSS",42.4700927734375,0.0098651684820652,1.73160338401794,0.167416706681252,-0.00794877018779516,128,-0.175637677311897
"2021-03_West-Coast_BOSS","8",-34.0554,114.851,42.5,"BOSS",43.1615562438965,0.0141043523326516,1.39078390598297,0.133860975503922,0.00813389290124178,1,-0.357292920351028
"2021-03_West-Coast_BOSS","68",-34.05,114.859,41.1,"BOSS",42.4568901062012,0.0136327231302857,1.25290954113007,0.325215101242065,-0.0105772288516164,1,-0.279894918203354
"2021-03_West-Coast_BOSS","117",-34.0681,114.76,87.6,"BOSS",90.5419616699219,0.00817469041794538,4.51496839523315,0.0795441791415215,-0.0122622381895781,16,-2.98729038238525
"2021-03_West-Coast_BOSS","17",-34.0742,114.757,92.2,"BOSS",94.0916366577148,0.00748163321986794,3.65573692321777,0.111441604793072,0.0454548262059689,16,0.0373405925929546
"2021-03_West-Coast_BOSS","40",-34.0784,114.754,97,"BOSS",99.4485931396484,0.0300920605659485,4.58867835998535,0.291467249393463,-0.0267376024276018,16,0.247832551598549
"2021-03_West-Coast_BOSS","72",-34.0685,114.747,105,"BOSS",107.149070739746,0.0114162750542164,3.81253385543823,0.143616423010826,0.0149191496893764,16,-3.04556798934937
"2021-03_West-Coast_BOSS","109",-34.0839,114.741,114,"BOSS",116.548057556152,0.0244263615459204,4.79109048843384,0.355889946222305,-0.0598899088799953,8,-1.91671109199524
"2021-03_West-Coast_BOSS","145",-34.0891,114.732,121,"BOSS",122.621841430664,0.00817442499101162,3.43795228004456,0.235007554292679,0.0106847239658237,16,-0.750864744186401
"2021-03_West-Coast_BOSS","90",-34.1003,114.731,122,"BOSS",124.884239196777,0.0406382493674755,4.73874521255493,0.382226407527924,0.00293605797924101,16,0.227153047919273
"2021-03_West-Coast_BOSS","22",-34.1033,114.745,116,"BOSS",117.893753051758,0.0165682509541512,3.35839152336121,0.17454107105732,-0.0473706386983395,4,0.237371280789375
"2021-03_West-Coast_BOSS","77",-34.0979,114.75,111,"BOSS",113.697151184082,0.0199381224811077,4.65042352676392,0.211675107479095,0.0411280691623688,16,-1.43988537788391
"2021-03_West-Coast_BOSS","82",-34.0964,114.759,100,"BOSS",100.849411010742,0.0180693436414003,4.5106372833252,0.167988181114197,-0.00599313946440816,16,0.913817167282104
"2021-03_West-Coast_BOSS","49",-34.103,114.762,96.4,"BOSS",97.9748306274414,0.0551957227289677,1.6407687664032,0.724096119403839,0.390921473503113,1,2.77414798736572
"2021-03_West-Coast_BOSS","141",-34.1175,114.762,105,"BOSS",106.65234375,0.0201849229633808,4.47294092178345,0.206212356686592,-0.0262663904577494,16,-1.08902823925018
"2021-03_West-Coast_BOSS","11",-34.1163,114.775,87.5,"BOSS",85.9827651977539,0.005460518412292,3.90858006477356,0.0723969265818596,0.00912212021648884,16,0.642836511135101
"2021-03_West-Coast_BOSS","146",-34.1099,114.79,62.1,"BOSS",63.306568145752,0.0302826408296824,1.28223919868469,0.316311925649643,-0.014948065392673,1,0.933320343494415
"2021-03_West-Coast_BOSS","18",-34.1078,114.787,61.6,"BOSS",62.4261245727539,0.129035338759422,1.48051047325134,1.21555662155151,0.137074992060661,1,4.4378776550293
"2021-03_West-Coast_BOSS","42",-34.106,114.781,70.1,"BOSS",71.3448028564453,0.00508040748536587,2.52485609054565,0.0784170776605606,-0.0421429425477982,8,2.50597047805786
"2021-03_West-Coast_BOSS","84",-34.1034,114.78,69,"BOSS",71.8963775634766,0.0610455833375454,3.97595643997192,0.701150357723236,-0.0893494859337807,16,2.34463763237
"2021-03_West-Coast_BOSS","20",-34.1018,114.784,63.7,"BOSS",65.0119018554688,0.0335269458591938,1.03243207931519,0.340323895215988,0.0425619818270206,1,3.40473413467407
"2021-03_West-Coast_BOSS","55",-34.1011,114.778,71.7,"BOSS",72.293701171875,0.0970535352826118,3.45107412338257,0.895057797431946,-0.00661480007693172,16,3.93879246711731
"2021-03_West-Coast_BOSS","115",-34.1013,114.774,80.2,"BOSS",82.1624069213867,0.109175130724907,3.16175937652588,0.986798167228699,0.134012743830681,1,0.0781208872795105
"2021-03_West-Coast_BOSS","96",-34.0975,114.776,71.4,"BOSS",74.5938720703125,0.0187570303678513,4.12363719940186,0.227096483111382,-0.00484404060989618,8,3.08045363426208
"2021-03_West-Coast_BOSS","89",-34.0945,114.775,72.3,"BOSS",73.7035827636719,0.0864180848002434,4.07587051391602,0.862395167350769,0.0250660888850689,16,4.20113468170166
"2021-03_West-Coast_BOSS","131",-34.0906,114.773,73.4,"BOSS",74.2261428833008,0.0111402506008744,4.33485555648804,0.106604874134064,0.00726977828890085,16,4.93700647354126
"2021-03_West-Coast_BOSS","112",-34.0897,114.779,64.3,"BOSS",66.5414886474609,0.0111190406605601,1.52933287620544,0.147470414638519,0.0443270690739155,1,4.13918972015381
"2021-03_West-Coast_BOSS","101",-34.0917,114.782,65.1,"BOSS",66.2622833251953,0.0180809404700994,1.15772092342377,0.350095510482788,-0.157113447785378,128,1.32632422447205
"2021-03_West-Coast_BOSS","12",-34.0901,114.783,64.1,"BOSS",67.0383377075195,0.00845079310238361,5.14709901809692,0.133937001228333,0.0385167598724365,16,-1.0446263551712
"2021-03_West-Coast_BOSS","54",-34.0925,114.789,61.4,"BOSS",63.6613693237305,0.00993518810719252,1.91082537174225,0.166262537240982,-0.0245936755090952,64,-2.99809598922729
"2021-03_West-Coast_BOSS","94",-34.0889,114.787,62.7,"BOSS",63.909538269043,0.0155819291248918,4.43032073974609,0.161356210708618,0.0456776730716228,16,-2.2240195274353
"2021-03_West-Coast_BOSS","4",-34.0862,114.785,63.5,"BOSS",64.1744689941406,0.0235904417932034,3.80444741249084,0.260524868965149,-0.00659209629520774,16,-1.1915043592453
"2021-03_West-Coast_BOSS","79",-34.0875,114.783,63.5,"BOSS",65.5975646972656,0.0125844217836857,5.16697978973389,0.295182794332504,-0.0290040522813797,64,-0.28935506939888
"2021-03_West-Coast_BOSS","103",-34.0866,114.774,69.1,"BOSS",70.4158401489258,0.0339177027344704,4.0356068611145,0.459978431463242,0.159635528922081,16,5.76161766052246
"2021-03_West-Coast_BOSS","129",-34.0839,114.772,71.8,"BOSS",72.6638488769531,0.0128629086539149,4.39700365066528,0.224554479122162,-0.0262235756963491,16,5.19722604751587
"2021-03_West-Coast_BOSS","45",-34.0816,114.771,74.4,"BOSS",76.4305648803711,0.025899825617671,1.87849068641663,0.272942125797272,0.121829994022846,1,1.8873838186264
"2021-03_West-Coast_BOSS","143",-34.0833,114.776,63.3,"BOSS",65.7057037353516,0.0103972787037492,1.46856081485748,0.10816628485918,-0.0311807096004486,2,6.66722631454468
"2021-03_West-Coast_BOSS","113",-34.0809,114.78,64.4,"BOSS",65.211181640625,0.00512487813830376,5.85888719558716,0.171343222260475,0.0102806072682142,16,1.66805994510651
"2021-03_West-Coast_BOSS","122",-34.0789,114.777,66.4,"BOSS",67.5230407714844,0.0147670274600387,4.74904632568359,0.30413293838501,-0.00520074460655451,16,2.24018359184265
"2021-03_West-Coast_BOSS","27",-34.0521,114.789,54.2,"BOSS",56.9731063842773,0.0192189812660217,4.79635906219482,0.166373535990715,-0.0329655222594738,16,-0.656400978565216
"2021-03_West-Coast_BOSS","135",-34.0516,114.77,64.6,"BOSS",66.9853820800781,0.0145517224445939,5.73146104812622,0.219316437840462,0.0208349749445915,16,2.25137233734131
"2021-03_West-Coast_BOSS","74",-34.0513,114.769,64.9,"BOSS",66.6680679321289,0.0695000439882278,4.30924558639526,0.673842549324036,0.0524715296924114,16,3.48744010925293
"2021-03_West-Coast_BOSS","105",-34.0534,114.76,79.3,"BOSS",82.0001983642578,0.0710693746805191,4.03428030014038,0.731478273868561,-0.126994386315346,16,-0.545427143573761
"2021-03_West-Coast_BOSS","63",-34.056,114.761,79.6,"BOSS",81.2791976928711,0.0220772922039032,3.88728713989258,0.230452686548233,0.0127347325906157,16,-0.00674564344808459
"2021-03_West-Coast_BOSS","25",-34.0626,114.765,75.4,"BOSS",75.4615783691406,0.0593244694173336,4.67280101776123,0.558203816413879,-0.138912737369537,16,3.45320773124695
"2021-03_West-Coast_BOSS","59",-34.062,114.766,70,"BOSS",73.0505905151367,0.0733234956860542,3.28084659576416,0.700290501117706,-0.0926882326602936,16,4.39872550964355
"2021-03_West-Coast_BOSS","123",-34.0614,114.785,60.4,"BOSS",62.0302886962891,0.0161621812731028,3.0457239151001,0.214230760931969,-0.0639192089438438,8,-2.77625703811646
"2021-03_West-Coast_BOSS","119",-34.0634,114.771,64.8,"BOSS",67.8727035522461,0.0125938337296247,3.7742977142334,0.152016401290894,-0.0407602526247501,16,4.13761281967163
"2021-03_West-Coast_BOSS","15",-34.0656,114.769,70.3,"BOSS",72.5359268188477,0.0497219450771809,3.38493347167969,0.583207666873932,0.0705214664340019,16,2.53074908256531
"2021-03_West-Coast_BOSS","85",-34.0701,114.767,76.3,"BOSS",77.7704467773438,0.0824665799736977,4.47673177719116,0.994812905788422,-0.21642030775547,16,1.469846367836
"2021-03_West-Coast_BOSS","81",-34.0726,114.775,67.3,"BOSS",69.0506973266602,0.0322344303131104,4.84693384170532,0.268552392721176,0.040185708552599,16,1.20097625255585
"2021-03_West-Coast_BOSS","29",-34.1266,114.784,74,"BOSS",74.6808166503906,0.113166287541389,4.20828914642334,1.16949307918549,0.0492920428514481,16,2.60385417938232
"2021-03_West-Coast_BOSS","61",-34.1305,114.783,80.9,"BOSS",80.5954895019531,0.0280127059668303,4.95298147201538,0.283887177705765,-0.060261107981205,16,-0.693205595016479
"2021-03_West-Coast_BOSS","21",-34.1285,114.797,62.5,"BOSS",63.4316749572754,0.0107535170391202,0.802316427230835,0.119965575635433,-0.00186188844963908,1,0.536264002323151
"2021-03_West-Coast_BOSS","58",-34.1219,114.794,62.1,"BOSS",63.8747024536133,0.0066304518841207,0.10842103511095,0.0807917639613152,-0.001961765345186,1,0.340447723865509
"2021-03_West-Coast_BOSS","87",-34.1259,114.805,59.2,"BOSS",60.6755828857422,0.025429954752326,4.65212535858154,0.224316865205765,-0.0218190513551235,16,-3.18037891387939
"2021-03_West-Coast_BOSS","132",-34.1162,114.808,54.3,"BOSS",55.3606185913086,0.00982682406902313,5.40266799926758,0.112135954201221,0.0280670393258333,16,-1.5294029712677
"2021-03_West-Coast_BOSS","9",-34.1175,114.813,51.7,"BOSS",52.2497978210449,0.0206488873809576,1.87234687805176,0.203384846448898,-0.0122925657778978,1,0.211076557636261
"2021-03_West-Coast_BOSS","111",-34.1035,114.812,49.9,"BOSS",51.5341148376465,0.0124053172767162,4.46723556518555,0.179283827543259,-0.0463187098503113,4,0.282951354980469
"2021-03_West-Coast_BOSS","142",-34.0971,114.814,49.3,"BOSS",50.942798614502,0.0196352321654558,5.51883411407471,0.282864183187485,0.0488784685730934,16,0.791798710823059
"2021-03_West-Coast_BOSS","66",-34.0855,114.807,51,"BOSS",52.1873245239258,0.0194416809827089,5.51384210586548,0.243842855095863,0.0733848959207535,16,0.682329773902893
"2021-03_West-Coast_BOSS","34",-34.0829,114.798,56.3,"BOSS",57.1176719665527,0.0339741744101048,4.6665997505188,0.309174239635468,0.0152217000722885,16,-2.52404189109802
"2021-03_West-Coast_BOSS","19",-34.0802,114.806,50.6,"BOSS",52.0246124267578,0.0362758450210094,5.86436462402344,0.356976598501205,0.0166043788194656,16,1.01957488059998
"2021-03_West-Coast_BOSS","75",-34.0836,114.816,49.6,"BOSS",51.0206108093262,0.00899989996105433,5.8358793258667,0.161308392882347,-0.10184270888567,64,1.19448232650757
"2021-03_West-Coast_BOSS","51",-34.0709,114.814,49.7,"BOSS",51.2406044006348,0.0107630956918001,6.06318855285645,0.159153878688812,-0.0103050079196692,16,0.75265234708786
"2021-03_West-Coast_BOSS","31",-34.061,114.806,50.5,"BOSS",51.2729415893555,0.00338021735660732,5.45086765289307,0.155835166573524,-0.0226235147565603,32,1.11175227165222
"2021-03_West-Coast_BOSS","13",-34.051,114.813,49.6,"BOSS",50.6689949035645,0.00642262771725655,4.53561305999756,0.127457171678543,-0.0203911513090134,32,-0.143751189112663
