"campaignid","sample","latitude","longitude","depth","depth.multibeam","slope","aspect","roughness","tpi","flowdir","detrended"
"2020-10_south-west_stereo-BRUVs","IO365",-34.02368897,114.7538721,73.7,74.8368835449219,0.044084545224905,3.27218174934387,0.460404813289642,-0.0234606489539146,1,3.36517739295959
"2020-10_south-west_stereo-BRUVs","IO4",-34.09118897,114.7813721,65.6,66.2459106445312,0.0103950127959251,3.76189374923706,0.155126079916954,0.00698157493025064,16,1.96548807621002
"2020-10_south-west_stereo-BRUVs","IO5",-34.08868897,114.7763721,66.7,67.9530410766602,0.0581219382584095,5.25726509094238,0.771015584468842,-0.289277821779251,32,5.7736439704895
"2020-10_south-west_stereo-BRUVs","IO62",-34.13368897,114.7663721,105,107.089500427246,0.0288272947072983,4.55966567993164,0.251429378986359,0.0118069527670741,16,-4.74608469009399
"2020-10_south-west_stereo-BRUVs","IO66",-34.01618897,114.8813721,42.8,43.9862594604492,0.00477563636377454,1.98938608169556,0.0963488444685936,0.0495943836867809,1,-1.2844831943512
"2020-10_south-west_stereo-BRUVs","IO72",-34.03618897,114.8463721,43.6,44.8937377929688,0.00777726480737329,1.96941900253296,0.144326627254486,-0.0370512716472149,4,-1.04367566108704
"2020-10_south-west_stereo-BRUVs","IO73",-34.02868897,114.8588721,40.4,42.7724189758301,0.00659455312415957,4.85594987869263,0.117185570299625,-0.0391493700444698,32,0.329768925905228
"2020-10_south-west_stereo-BRUVs","IO74",-34.02868897,114.8513721,42.2,43.6176948547363,0.0401049293577671,3.93464469909668,0.443297833204269,0.126659348607063,16,0.317104399204254
"2020-10_south-west_stereo-BRUVs","IO75",-34.03368897,114.8538721,42.2,43.3397064208984,0.0105760274454951,3.87344694137573,0.343008130788803,-0.127494648098946,4,-0.124360449612141
"2020-10_south-west_stereo-BRUVs","IO80",-34.09368897,114.8888721,41.6,43.3240814208984,0.00773208681493998,5.75593757629395,0.173669368028641,0.0024007314350456,32,0.949510753154755
"2020-10_south-west_stereo-BRUVs","IO81",-34.09868897,114.8913721,42,43.4842071533203,0.00425382424145937,6.09019327163696,0.0805202722549438,0.0449133813381195,16,0.984733760356903
"2020-10_south-west_stereo-BRUVs","IO91",-34.09368897,114.8938721,43.5,43.9561996459961,0.00301470863632858,2.96203684806824,0.0483486987650394,0.00642768992111087,1,0.726822257041931
"2020-10_south-west_stereo-BRUVs","IO92",-34.09868897,114.8863721,42.3,43.1557731628418,0.00519266398623586,0.651881873607635,0.232062593102455,0.114127837121487,1,0.88773250579834
"2020-10_south-west_stereo-BRUVs","IOC04",-34.08755,114.749265,109,111.827835083008,0.0155314318835735,4.23333549499512,0.174964338541031,0.0258505064994097,16,-3.08182239532471
"2020-10_south-west_stereo-BRUVs","IOC05",-34.05394,114.899843,43.2,44.5112724304199,0.00568532384932041,5.06285905838013,0.0818845257163048,0.0359132997691631,16,1.01801919937134
"2020-10_south-west_stereo-BRUVs","IO215",-34.06868897,114.9263721,46.7,47.6453475952148,0.0114597426727414,4.37252950668335,0.11937602609396,0.000983458943665028,16,-2.01162123680115
"2020-10_south-west_BOSS","C01",-34.015,114.8891,NA,43.6002769470215,0.0934786275029182,6.04647159576416,0.847292721271515,0.043855793774128,16,-0.224335327744484
"2020-10_south-west_BOSS","216",-34.0612,114.9164,47.5,49.230842590332,0.00848374702036381,3.72414040565491,0.161967203021049,-0.0682459026575089,4,-2.75753998756409
