"campaignid","sample","method","distance.to.ramp"
"2020-06_south-west_stereo-BRUVs","01","BRUV",13.6083530192968
"2020-06_south-west_stereo-BRUVs","02","BRUV",14.0063885102948
"2020-06_south-west_stereo-BRUVs","03","BRUV",14.0488406037962
"2020-06_south-west_stereo-BRUVs","04","BRUV",14.7467891542619
"2020-06_south-west_stereo-BRUVs","05","BRUV",14.3321876010289
"2020-06_south-west_stereo-BRUVs","06","BRUV",14.453531004296
"2020-06_south-west_stereo-BRUVs","07","BRUV",14.4573297353596
"2020-06_south-west_stereo-BRUVs","08","BRUV",14.7625482420526
"2020-06_south-west_stereo-BRUVs","09","BRUV",15.2629362078686
"2020-06_south-west_stereo-BRUVs","10","BRUV",15.291500199922
"2020-06_south-west_stereo-BRUVs","11","BRUV",14.9912201342972
"2020-06_south-west_stereo-BRUVs","12","BRUV",13.4477921618731
"2020-06_south-west_stereo-BRUVs","13","BRUV",13.6353446279756
"2020-06_south-west_stereo-BRUVs","14","BRUV",13.9574643643637
"2020-06_south-west_stereo-BRUVs","15","BRUV",15.1931841220986
"2020-06_south-west_stereo-BRUVs","16","BRUV",15.3524955728911
"2020-06_south-west_stereo-BRUVs","17","BRUV",13.9490760496439
"2020-06_south-west_stereo-BRUVs","18","BRUV",14.0191224527545
"2020-06_south-west_stereo-BRUVs","20","BRUV",21.6003700941527
"2020-06_south-west_stereo-BRUVs","21","BRUV",21.9344601030811
"2020-06_south-west_stereo-BRUVs","22","BRUV",21.8639832798859
"2020-06_south-west_stereo-BRUVs","23","BRUV",21.8781464473762
"2020-06_south-west_stereo-BRUVs","24","BRUV",20.8316067517453
"2020-06_south-west_stereo-BRUVs","25","BRUV",20.5502021162824
"2020-06_south-west_stereo-BRUVs","26","BRUV",20.829193858631
"2020-06_south-west_stereo-BRUVs","27","BRUV",20.6411944565664
"2020-06_south-west_stereo-BRUVs","28","BRUV",18.6982983364536
"2020-06_south-west_stereo-BRUVs","29","BRUV",18.3289291614459
"2020-06_south-west_stereo-BRUVs","30","BRUV",18.1751135929063
"2020-06_south-west_stereo-BRUVs","31","BRUV",18.4240525998241
"2020-06_south-west_stereo-BRUVs","32","BRUV",18.3720305640102
"2020-06_south-west_stereo-BRUVs","33","BRUV",18.0664444557564
"2020-06_south-west_stereo-BRUVs","34","BRUV",17.9145167191906
"2020-06_south-west_stereo-BRUVs","35","BRUV",17.4488933334306
"2020-06_south-west_stereo-BRUVs","36","BRUV",17.0488571692215
"2020-06_south-west_stereo-BRUVs","37","BRUV",17.2747031140268
"2020-06_south-west_stereo-BRUVs","38","BRUV",16.8050999051033
"2020-06_south-west_stereo-BRUVs","39","BRUV",16.4462306274357
"2020-06_south-west_stereo-BRUVs","40","BRUV",16.6788478041507
"2020-10_south-west_stereo-BRUVs","FH10","BRUV",9.67144788014268
"2020-10_south-west_stereo-BRUVs","FH102","BRUV",6.57027330641168
"2020-10_south-west_stereo-BRUVs","FH106","BRUV",17.6205862984928
"2020-10_south-west_stereo-BRUVs","FH108","BRUV",12.1374977701669
"2020-10_south-west_stereo-BRUVs","FH109","BRUV",9.65894515587748
"2020-10_south-west_stereo-BRUVs","FH11","BRUV",6.30727675443962
"2020-10_south-west_stereo-BRUVs","FH110","BRUV",16.3201460281137
"2020-10_south-west_stereo-BRUVs","FH111","BRUV",10.3617441487177
"2020-10_south-west_stereo-BRUVs","FH113","BRUV",19.4209319557248
"2020-10_south-west_stereo-BRUVs","FH12","BRUV",10.7228228537215
"2020-10_south-west_stereo-BRUVs","FH14","BRUV",14.867921557948
"2020-10_south-west_stereo-BRUVs","FH15","BRUV",17.6853022543722
"2020-10_south-west_stereo-BRUVs","FH16","BRUV",12.9849411435833
"2020-10_south-west_stereo-BRUVs","FH17","BRUV",10.6348826867966
