"","campaignid","sample","dataset","planned.or.exploratory","latitude","longitude","date","time","location","site","depth","observer","successful.count","successful.length","raw.hdd.number","con.hdd.number","method","commonwealth.zone","state.zone","status","longitude.1","latitude.1","xy","ga.depth","tri","tpi","roughness","slope","aspect","detrended","lineartrend"
"1","2020-06_south-west_stereo-BRUVs","01",NA,"MBH",-34.128599,114.930865,"20200602","09:10","South-west","c1",46.7,"Hayley","Yes","Yes","1",NA,"BRUV","National Park Zone",NA,"No-take",114.930865,-34.128599,TRUE,39.041709419752,3.31722854108256,-1.25865515022695,9.77474932291756,0.0166402425102435,4.49652983897588,27.0204995660041,12.0212101347444
"2","2020-06_south-west_stereo-BRUVs","02",NA,"MBH",-34.125316,114.928838,"20200602","09:18","South-west","c1",44.4,"Hayley","Yes","No","1",NA,"BRUV","National Park Zone",NA,"No-take",114.928838,-34.125316,TRUE,42.3482652631684,1.96867091981396,0.364807496151797,6.62336759991747,0.00927487744298507,3.39934870253128,30.0859632508941,12.2623020173331
"3","2020-06_south-west_stereo-BRUVs","03",NA,"MBH",-34.126906,114.925945,"20200602","09:27","South-west","c1",39.3,"Hayley","Yes","Yes","1",NA,"BRUV","National Park Zone",NA,"No-take",114.925945,-34.126906,TRUE,38.397773840457,3.19431513870528,-0.786232289348185,9.1440352978748,0.0128995478118064,2.94053914224668,26.4361591006009,11.9616145322309
"4","2020-06_south-west_stereo-BRUVs","04",NA,"MBH",-34.122634,114.920337,"20200602","09:44","South-west","c2",44.1,"Hayley","Yes","Yes","1",NA,"BRUV","National Park Zone",NA,"No-take",114.920337,-34.122634,TRUE,43.0264211056341,1.29711286070748,0.246731849743945,4.20651899776406,0.00620515721798351,4.1348334755328,30.6788895126489,12.347531647284
"5","2020-06_south-west_stereo-BRUVs","05",NA,"MBH",-34.131497,114.915753,"20200602","09:57","South-west","c3",44.1,"Hayley","Yes","Yes","1",NA,"BRUV","National Park Zone",NA,"No-take",114.915753,-34.131497,TRUE,42.6839882491358,0.955999775436271,0.763148724671427,2.61126075967803,0.0048247503749813,1.28792076785886,30.7153969276783,11.968591474507
"6","2020-06_south-west_stereo-BRUVs","06",NA,"MBH",-34.132842,114.912405,"20200602","10:06","South-west","c3",43.2,"Hayley","Yes","Yes","1",NA,"BRUV","National Park Zone",NA,"No-take",114.912405,-34.132842,TRUE,42.8730608402652,0.308495427666677,0.175825577838269,1.00437716069053,0.00123687051837855,4.06342473652717,30.3210681656535,12.5519925710336
"7","2020-06_south-west_stereo-BRUVs","07",NA,"MBH",-34.134771,114.910241,"20200602","10:16","South-west","c3",43.9,"Hayley","Yes","No","1",NA,"BRUV","National Park Zone",NA,"No-take",114.910241,-34.134771,TRUE,42.8758915363445,0.300782209900979,0.176673746245482,0.811479256181153,0.00110656338738206,3.96346893715021,30.392209125755,12.4836824395654
"8","2020-06_south-west_stereo-BRUVs","08",NA,"MBH",-34.129352,114.911755,"20200602","13:48","South-west","c3",39.6,"Hayley","Yes","Yes","1",NA,"BRUV","National Park Zone",NA,"No-take",114.911755,-34.129352,TRUE,42.2438469444133,0.690783694392657,-0.0050389194300241,2.26234358406102,0.00312308122266145,2.12882028521352,29.5964976677178,12.6473492708714
"9","2020-06_south-west_stereo-BRUVs","09",NA,"MBH",-34.119541,114.916105,"20200602","11:45","South-west","c2",43.8,"Hayley","Yes","Yes","1",NA,"BRUV","National Park Zone",NA,"No-take",114.916105,-34.119541,TRUE,42.6582158982835,1.13439186748443,0.319835084931275,3.4443277479908,0.00500485827139162,3.49309250825549,29.865873525354,12.7923423953186
"10","2020-06_south-west_stereo-BRUVs","10",NA,"MBH",-34.117294,114.918685,"20200602","11:51","South-west","c2",45.7,"Hayley","Yes","Yes","1",NA,"BRUV","National Park Zone",NA,"No-take",114.918685,-34.117294,TRUE,43.7877801500871,0.475594686771601,0.288900792943832,1.47873081070553,0.00181358107216466,4.52855366323329,30.9010680261721,12.8867124523462
"11","2020-06_south-west_stereo-BRUVs","11",NA,"MBH",-34.117752,114.92306,"20200602","13:55","South-west","c2",45.08,"Hayley","Yes","Yes","1",NA,"BRUV","National Park Zone",NA,"No-take",114.92306,-34.117752,TRUE,44.0475111831294,0.30423795571682,-0.0429328813665466,1.22605736660303,0.00118296199876821,4.8085764948247,31.2372376319516,12.8102735889295
"12","2020-06_south-west_stereo-BRUVs","12",NA,"MBH",-34.132262,114.928545,"20200602","12:03","South-west","c1",40.1,"Hayley","Yes","Yes","1",NA,"BRUV","National Park Zone",NA,"No-take",114.928545,-34.132262,TRUE,36.6712312470424,2.29351526917574,-1.25087571814724,6.83234171976386,0.0100344661226773,5.49134167582984,24.9654530548744,11.7057782032512
"13","2020-06_south-west_stereo-BRUVs","13",NA,"Legacy",-34.128506,114.930547,"20200602","12:09","South-west","c1",45.2,"Hayley","Yes","Yes","1",NA,"BRUV","National Park Zone",NA,"No-take",114.930547,-34.128506,TRUE,39.041709419752,3.31722854108256,-1.25865515022695,9.77474932291756,0.0166402425102435,4.49652983897588,27.0204995660041,12.0212101347444
"14","2020-06_south-west_stereo-BRUVs","14",NA,"Legacy",-34.128381,114.925457,"20200602","12:16","South-west","c1",35,"Hayley","Yes","No","1",NA,"BRUV","National Park Zone",NA,"No-take",114.925457,-34.128381,TRUE,35.3537766454669,2.36160992877447,-1.90001369557189,6.05775545735825,0.00754818916706756,3.31182161633625,23.5699166256691,11.7838603521369
"15","2020-06_south-west_stereo-BRUVs","15",NA,"Legacy",-34.125012,114.91032,"20200602","14:09","South-west","c3",43,"Hayley","Yes","Yes","1",NA,"BRUV","National Park Zone",NA,"No-take",114.91032,-34.125012,TRUE,40.8895417524262,1.13219191456465,-0.551160114519263,3.03332876891186,0.0049383384417814,1.63331446409779,27.9742184503567,12.9153232490175
"16","2020-06_south-west_stereo-BRUVs","16",NA,"Legacy",-34.126181,114.906548,"20200602","14:14","South-west","c3",40.9,"Hayley","Yes","Yes","1",NA,"BRUV","National Park Zone",NA,"No-take",114.906548,-34.126181,TRUE,42.8813698001342,0.387423124588948,0.29817174523477,1.19571934616726,0.00173770408307334,2.71153099495866,29.2931328007356,13.5882370260852
"17","2020-06_south-west_stereo-BRUVs","17",NA,"Legacy",-34.132142,114.92083,"20200602","14:20","South-west","c3",40.2,"Hayley","Yes","Yes","1",NA,"BRUV","National Park Zone",NA,"No-take",114.92083,-34.132142,TRUE,37.9576364359028,1.58025283239392,-0.707047780585435,4.50858291902317,0.0085017424456517,1.48512199180689,26.2946038992169,11.6630327534294
"18","2020-06_south-west_stereo-BRUVs","18",NA,"Legacy",-34.128679,114.924078,"20200602","14:25","South-west","c1",35.8,"Hayley","Yes","No","1",NA,"BRUV","National Park Zone",NA,"No-take",114.924078,-34.128679,TRUE,36.7054112460495,1.80594061544816,-1.09298028325073,5.24703080120171,0.00791889709386052,2.05157294890453,24.9454038508949,11.760007563998
