"campaignid","sample","slope","aspect","roughness","tpi","detrended"
"2020-10_south-west_stereo-BRUVs","FH40",0.0021159490570426,4.0164475440979,1,-0.375,19.9457244873047
"2020-10_south-west_stereo-BRUVs","FH41",0.0027131016831845,1.11022302462516e-15,2,-0.25,25.0260448455811
"2020-10_south-west_stereo-BRUVs","FH42",6.93889390390723e-18,1.57079637050629,0,0,37.9331016540527
"2020-10_south-west_stereo-BRUVs","FH44",0.0021613200660795,1.57079637050629,1,-0.375,22.8077392578125
"2020-10_south-west_stereo-BRUVs","FH45",0.00146002287510782,2.76285338401794,1,0.25,36.490062713623
"2020-10_south-west_stereo-BRUVs","FH46",0.00108059821650386,4.71238899230957,1,-0.875,2.99410128593445
"2020-10_south-west_stereo-BRUVs","FH47",0.00210785400122404,0.539250612258911,1,0.5,31.3763751983643
"2020-10_south-west_stereo-BRUVs","FH48",0.00361746223643422,3.14159274101257,3,0.75,36.0570297241211
"2020-10_south-west_stereo-BRUVs","FH49",0.00234640459530056,1.17512571811676,1,0.5,10.3992490768433
"2020-10_south-west_stereo-BRUVs","FH5",0.00422519166022539,5.4096531867981,3,-0.5,-1.2797315120697
"2020-10_south-west_stereo-BRUVs","FH50",0.00210639648139477,2.60349941253662,1,-0.5,0.118029244244099
"2020-10_south-west_stereo-BRUVs","FH51",0.00146051961928606,0.379593104124069,1,-0.25,29.0160331726074
"2020-10_south-west_stereo-BRUVs","FH52",0.000705647049471736,2.26634740829468,1,0.125,22.6895275115967
"2020-10_south-west_stereo-BRUVs","FH54",0.00273907231166959,4.54654359817505,2,-0.5,1.27341389656067
"2020-10_south-west_stereo-BRUVs","FH55",0.0021159490570426,2.26673769950867,1,0.625,13.5043497085571
"2020-10_south-west_stereo-BRUVs","FH56",6.93889390390723e-18,1.57079637050629,0,0,23.6776142120361
"2020-10_south-west_stereo-BRUVs","FH57",0.00292048207484186,5.90406513214111,3,-0.25,35.5434455871582
"2020-10_south-west_stereo-BRUVs","FH58",0.00234040594659746,1.96753776073456,2,0.125,25.1521167755127
"2020-10_south-west_stereo-BRUVs","FH59",6.93889390390723e-18,1.57079637050629,0,0,30.4028339385986
"2020-10_south-west_stereo-BRUVs","FH6",0.00215968303382397,4.71238899230957,1,0.375,31.691442489624
"2020-10_south-west_stereo-BRUVs","FH60",0.00211438094265759,5.40894985198975,1,-0.375,32.5331954956055
"2020-10_south-west_stereo-BRUVs","FH61",0.0016841571778059,4.98421716690063,1,-0.75,23.6161270141602
"2020-10_south-west_stereo-BRUVs","FH62",6.93889390390723e-18,1.57079637050629,0,0,15.6590242385864
"2020-10_south-west_stereo-BRUVs","FH63",0.00107949727680534,4.71238899230957,1,0.25,32.3413467407227
"2020-10_south-west_stereo-BRUVs","FH64",0.00281694810837507,4.01516771316528,2,0.5,0.594196200370789
"2020-10_south-west_stereo-BRUVs","FH65",0,1.57079637050629,0,0,31.5653705596924
"2020-10_south-west_stereo-BRUVs","FH66",0.014750418253243,4.30251312255859,10,0.25,9.57036209106445
"2020-10_south-west_stereo-BRUVs","FH67",0.00146047852467746,5.90366268157959,1,0.5,7.51912450790405
"2020-10_south-west_stereo-BRUVs","FH68",0.0016861743060872,4.98388385772705,1,0.75,36.9802856445312
"2020-10_south-west_stereo-BRUVs","FH69",0.00281685194931924,2.26804637908936,2,0.25,34.1943054199219
"2020-10_south-west_stereo-BRUVs","FH7",0.000704637146554887,2.26754426956177,1,0.125,18.0496349334717
"2020-10_south-west_stereo-BRUVs","FH70",0.00211231643334031,2.26817512512207,1,0.625,23.0501155853271
"2020-10_south-west_stereo-BRUVs","FH71",3.46944695195361e-18,1.57079637050629,0,0,35.9571685791016
"2020-10_south-west_stereo-BRUVs","FH72",0.00234564300626516,5.10819530487061,2,0.875,7.15878057479858
"2020-10_south-west_stereo-BRUVs","FH74",0.0027131016831845,0,2,0.375,35.418327331543
"2020-10_south-west_stereo-BRUVs","FH77",0.0018087369389832,3.77475828372553e-15,1,0.375,27.2195568084717
"2020-10_south-west_stereo-BRUVs","FH78",0.0018087369389832,3.14159274101257,1,0.625,9.62422466278076
"2020-10_south-west_stereo-BRUVs","FH79",0.00146047258749604,5.90367269515991,1,-0.25,38.7424430847168
"2020-10_south-west_stereo-BRUVs","FH8",3.46944695195361e-18,1.57079637050629,0,0,36.5849151611328
"2020-10_south-west_stereo-BRUVs","FH82",0.0018087369389832,5.77315972805081e-15,1,-0.375,2.2877151966095
"2020-10_south-west_stereo-BRUVs","FH83",3.46944695195361e-18,4.71238899230957,0,0,32.185718536377
"2020-10_south-west_stereo-BRUVs","FH84",0.000904369226191193,6.28318548202515,1,0.125,37.5234260559082
"2020-10_south-west_stereo-BRUVs","FH85",0.00274406676180661,1.7363373041153,2,-0.625,10.2085914611816
"2020-10_south-west_stereo-BRUVs","FH87",0.000904369226191193,6.28318548202515,1,0.375,19.7145500183105
"2020-10_south-west_stereo-BRUVs","FH89",0.00210642884485424,3.67971158027649,1,0.5,36.6161346435547
"2020-10_south-west_stereo-BRUVs","FH9",0,1.57079637050629,0,0,29.5670337677002
"2020-10_south-west_stereo-BRUVs","FH92",0.00211478117853403,2.26719903945923,1,-0.625,21.6401977539062
"2020-10_south-west_stereo-BRUVs","FH93",0.00234301690943539,1.96707093715668,1,-0.5,20.576566696167
"2020-10_south-west_stereo-BRUVs","FH94",0.00938940327614546,3.55689334869385,7,1.5,11.274603843689
"2020-10_south-west_stereo-BRUVs","FH95",0.00140903179999441,0.873904824256897,2,0,12.0029220581055
"2020-10_south-west_stereo-BRUVs","FH96",3.46944695195361e-18,4.71238899230957,1,0.75,32.1969223022461
"2020-10_south-west_stereo-BRUVs","FH99",0,1.57079637050629,0,0,35.0043563842773
"2020-10_south-west_stereo-BRUVs","FHA",0.000704154546838254,0.873474717140198,1,-0.125,-1.85790085792542
"2020-10_south-west_stereo-BRUVs","FHB",0.0035206985194236,5.40972471237183,3,-0.625,-4.68368911743164
"2020-10_south-west_stereo-BRUVs","FHC",0.00918687414377928,4.6631498336792,5,1.25,0.275795638561249
"2020-10_south-west_stereo-BRUVs","FHC01",6.93889390390723e-18,1.57079637050629,0,0,33.1235198974609
"2020-10_south-west_stereo-BRUVs","FHC02",0.001682014670223,4.44020557403564,1,0.25,33.1840553283691
"2020-10_south-west_stereo-BRUVs","FHC03",0.00216581718996167,4.71238899230957,1,-0.375,36.6363868713379
"2020-10_south-west_stereo-BRUVs","FHD",0.0105019863694906,4.9293646812439,7,-1,-3.23469018936157
"2020-10_south-west_stereo-BRUVs","FHE",0.00401468155905604,5.05707025527954,2,-0.25,-3.19417476654053
"2020-10_south-west_stereo-BRUVs","IO1",0.00490142730996013,4.62000274658203,3,0.625,33.877571105957
"2020-10_south-west_stereo-BRUVs","IO100",0.00235005374997854,1.17577421665192,1,0.5,18.4440517425537
"2020-10_south-west_stereo-BRUVs","IO101",0,1.57079637050629,0,0,22.909496307373
"2020-10_south-west_stereo-BRUVs","IO102",0.00403076689690351,1.22754764556885,2,-0.25,15.6347103118896
"2020-10_south-west_stereo-BRUVs","IO105",1.38777878078145e-17,4.71238899230957,0,0,-12.5823793411255
"2020-10_south-west_stereo-BRUVs","IO107",0.00234975828789175,5.10746335983276,2,-0.125,-13.6228952407837
"2020-10_south-west_stereo-BRUVs","IO108",0.00108421745244414,4.71238899230957,1,-0.25,-12.9053058624268
"2020-10_south-west_stereo-BRUVs","IO109",0.00234958110377192,4.31728315353394,2,-0.125,-13.1364793777466
"2020-10_south-west_stereo-BRUVs","IO110",0.00434145797044039,4.71238899230957,2,0,-17.9043598175049
"2020-10_south-west_stereo-BRUVs","IO113",0.0103105353191495,4.75625801086426,5,-0.5,-3.75636100769043
"2020-10_south-west_stereo-BRUVs","IO115",0.00872597191482782,4.34118795394897,5,-0.125,-4.2053599357605
"2020-10_south-west_stereo-BRUVs","IO117",0.0107556525617838,4.27850341796875,7,-0.375,-4.62719058990479
"2020-10_south-west_stereo-BRUVs","IO119",0.00216907216235995,1.57079637050629,1,-0.375,19.8043956756592
"2020-10_south-west_stereo-BRUVs","IO122",0.00168922112789005,4.44139623641968,1,-0.25,36.9230880737305
"2020-10_south-west_stereo-BRUVs","IO123",0.00108492176514119,4.71238899230957,1,-0.5,37.7052612304688
"2020-10_south-west_stereo-BRUVs","IO125",0.00235082255676389,5.10727453231812,1,-0.5,36.7293319702148
"2020-10_south-west_stereo-BRUVs","IO126",0.00282498728483915,4.01754856109619,2,-0.25,37.8990173339844
"2020-10_south-west_stereo-BRUVs","IO130",0.000705598096828908,2.2664053440094,1,0.125,26.8320446014404
"2020-10_south-west_stereo-BRUVs","IO132",0,1.57079637050629,0,0,27.4507293701172
"2020-10_south-west_stereo-BRUVs","IO133",0,1.57079637050629,0,0,28.8110733032227
"2020-10_south-west_stereo-BRUVs","IO134",0.00210836040787399,3.68124461174011,1,0.5,30.9776611328125
"2020-10_south-west_stereo-BRUVs","IO145",0.00274595012888312,4.54696273803711,3,0.25,38.2448234558105
"2020-10_south-west_stereo-BRUVs","IO146",0.0023476961068809,5.10782957077026,1,0.5,38.6666526794434
"2020-10_south-west_stereo-BRUVs","IO147",0.000705598096828908,5.40799808502197,1,0.125,37.075138092041
"2020-10_south-west_stereo-BRUVs","IO148",1.38777878078145e-17,4.71238899230957,0,0,1.78631186485291
"2020-10_south-west_stereo-BRUVs","IO15",0.00211796816438437,4.0172438621521,1,-0.625,31.6194610595703
"2020-10_south-west_stereo-BRUVs","IO152",0,1.57079637050629,0,0,28.8725605010986
"2020-10_south-west_stereo-BRUVs","IO153",0.00234934501349926,1.17564845085144,1,-0.5,23.1104030609131
"2020-10_south-west_stereo-BRUVs","IO155",6.93889390390723e-18,4.71238899230957,0,0,25.4061622619629
"2020-10_south-west_stereo-BRUVs","IO157",0.00211664475500584,5.40805578231812,1,0.625,37.8573112487793
"2020-10_south-west_stereo-BRUVs","IO158",0.00282238540239632,5.40799808502197,2,0.5,39.4759979248047
"2020-10_south-west_stereo-BRUVs","IO16",0.000706051709130406,4.01731634140015,1,0.125,32.2622146606445
"2020-10_south-west_stereo-BRUVs","IO164",0.00168769457377493,1.84204030036926,1,-0.25,17.7064456939697
"2020-10_south-west_stereo-BRUVs","IO165",0.00168787920847535,1.29958271980286,1,0.25,20.3251304626465
"2020-10_south-west_stereo-BRUVs","IO17",0.00211800495162606,0.875665605068207,1,0.375,29.9633598327637
"2020-10_south-west_stereo-BRUVs","IO180",0.00506096985191107,4.44103097915649,3,0.25,-7.84858798980713
"2020-10_south-west_stereo-BRUVs","IO184",0,1.57079637050629,0,0,17.9002017974854
"2020-10_south-west_stereo-BRUVs","IO189",0.00141126895323396,5.40795469284058,2,-0.75,-16.159595489502
"2020-10_south-west_stereo-BRUVs","IO191",0.0032506303396076,4.71238899230957,2,0.25,-12.9417695999146
"2020-10_south-west_stereo-BRUVs","IO192",0.00489613180980086,4.61990261077881,3,0.125,-15.5845241546631
"2020-10_south-west_stereo-BRUVs","IO194",0.00234816665761173,5.10774612426758,1,0.5,-12.9658393859863
"2020-10_south-west_stereo-BRUVs","IO195",3.46944695195361e-18,1.57079637050629,0,0,33.499584197998
"2020-10_south-west_stereo-BRUVs","IO199",0,1.57079637050629,0,0,32.625659942627
"2020-10_south-west_stereo-BRUVs","IO201",0.00216856016777456,4.71238899230957,1,0.375,37.3325233459473
"2020-10_south-west_stereo-BRUVs","IO204",0.00506484694778919,4.98353385925293,3,0.125,34.5141296386719
"2020-10_south-west_stereo-BRUVs","IO206",0.00886134430766106,4.50683403015137,5,-0.875,35.0892028808594
"2020-10_south-west_stereo-BRUVs","IO207",0.00416745292022824,3.8498101234436,3,-0.5,34.3849601745605
"2020-10_south-west_stereo-BRUVs","IO210",0.00146095722448081,3.52193593978882,1,-0.5,29.3539695739746
"2020-10_south-west_stereo-BRUVs","IO211",0.00403013452887535,1.22749149799347,2,1,18.6075420379639
"2020-10_south-west_stereo-BRUVs","IOC06",0.00168797164224088,1.29959797859192,1,-0.25,27.5758476257324
"2020-10_south-west_stereo-BRUVs","IO216",0.00168820272665471,1.841956615448,1,0.25,12.0160255432129
"2020-10_south-west_stereo-BRUVs","IO217",0.000904369226191193,6.28318548202515,1,0.125,11.4650239944458
"2020-10_south-west_stereo-BRUVs","IO218",0.00216900813393295,4.71238899230957,1,-0.375,10.9786081314087
"2020-10_south-west_stereo-BRUVs","IO220",0,1.57079637050629,0,0,35.6118392944336
"2020-10_south-west_stereo-BRUVs","IO222",0.00216881604865193,4.71238899230957,1,0.375,37.2710380554199
"2020-10_south-west_stereo-BRUVs","IO223",0.00168838771060109,4.44125890731812,1,-0.25,35.3191757202148
"2020-10_south-west_stereo-BRUVs","IO224",0.00216868799179792,4.71238899230957,1,-0.375,36.1013526916504
"2020-10_south-west_stereo-BRUVs","IO225",0.00168838771060109,4.44125890731812,1,-0.25,36.7200355529785
"2020-10_south-west_stereo-BRUVs","IO226",0,1.57079637050629,0,0,35.805591583252
"2020-10_south-west_stereo-BRUVs","IO227",0.00337408808991313,4.44103860855103,2,0,39.4505004882812
"2020-10_south-west_stereo-BRUVs","IO228",0.000705708225723356,5.40786743164062,1,0.125,39.8589820861816
"2020-10_south-west_stereo-BRUVs","IO229",0.00216696364805102,4.71238899230957,1,0.375,39.6411552429199
"2020-10_south-west_stereo-BRUVs","IO235",0.00443088449537754,1.36524748802185,2,-0.875,12.8253679275513
"2020-10_south-west_stereo-BRUVs","IO236",0.00211826292797923,5.4074182510376,1,0.375,12.4921922683716
"2020-10_south-west_stereo-BRUVs","IO237",0.00470031751319766,4.31738805770874,3,0.875,15.0913333892822
"2020-10_south-west_stereo-BRUVs","IO239",0.00382336950860918,4.83093452453613,3,-0.625,11.710018157959
"2020-10_south-west_stereo-BRUVs","IO241",0.00381903816014528,4.8310694694519,2,0.125,39.2808113098145
"2020-10_south-west_stereo-BRUVs","IO244",0.00210849149152637,0.539755642414093,1,-0.5,15.2512512207031
"2020-10_south-west_stereo-BRUVs","IO245",0.00168723321985453,1.842116355896,1,0.25,17.7407646179199
"2020-10_south-west_stereo-BRUVs","IO253",0.00581392599269748,5.28809452056885,4,-0.125,-10.3964910507202
"2020-10_south-west_stereo-BRUVs","IO254",0.00506221456453204,4.98367881774902,3,0.25,-11.2268047332764
"2020-10_south-west_stereo-BRUVs","IO258",0.000705524755176157,4.01669311523438,1,-0.125,11.2419557571411
"2020-10_south-west_stereo-BRUVs","IO259",0.00146066688466817,2.76174688339233,1,0.25,9.26602554321289
"2020-10_south-west_stereo-BRUVs","IO260",0,1.57079637050629,0,0,10.690954208374
"2020-10_south-west_stereo-BRUVs","IO261",0,1.57079637050629,0,0,9.45978164672852
"2020-10_south-west_stereo-BRUVs","IO262",0.00146077328827232,0.380028188228607,1,-0.25,27.3518257141113
"2020-10_south-west_stereo-BRUVs","IO263",0.00211719539947808,2.26624608039856,1,0.625,26.8623104095459
"2020-10_south-west_stereo-BRUVs","IO264",0.00070578174199909,0.875404596328735,1,0.125,28.4809970855713
"2020-10_south-west_stereo-BRUVs","IO266",0.0147672044113278,4.30300712585449,11,0.125,28.8334846496582
"2020-10_south-west_stereo-BRUVs","IO267",0.0131116146221757,1.255215883255,16,-11.25,11.6023120880127
"2020-10_south-west_stereo-BRUVs","IO269",0.00302926125004888,4.24806833267212,2,-0.125,38.0300979614258
"2020-10_south-west_stereo-BRUVs","IO272",0.00776290521025658,4.01693916320801,6,-0.5,36.5467796325684
"2020-10_south-west_stereo-BRUVs","IO273",0.00423407787457108,4.01688146591187,4,0.5,40.2479209899902
"2020-10_south-west_stereo-BRUVs","IO275",0.000706174701917917,5.4073166847229,1,-0.125,-7.55663919448853
"2020-10_south-west_stereo-BRUVs","IO276",0.00070618704194203,4.01747608184814,1,-0.125,-5.77136659622192
"2020-10_south-west_stereo-BRUVs","IO277",0.0016890357946977,4.44136571884155,1,-0.25,-7.3628830909729
"2020-10_south-west_stereo-BRUVs","IO278",0.00146100483834743,0.380424678325653,1,0.25,-5.19319725036621
"2020-10_south-west_stereo-BRUVs","IO280",0.000904369226191193,3.14159274101257,1,-0.125,-13.2968702316284
"2020-10_south-west_stereo-BRUVs","IO290",0.00571587029844522,4.39041662216187,4,-0.125,-11.0566453933716
"2020-10_south-west_stereo-BRUVs","IO291",0.0118623459711671,4.19394636154175,8,-1.875,-5.83119535446167
"2020-10_south-west_stereo-BRUVs","IO293",0.0119311101734638,4.71238899230957,7,0.125,4.57728815078735
"2020-10_south-west_stereo-BRUVs","IO294",0.017455980181694,4.34130764007568,10,0,0.80846107006073
"2020-10_south-west_stereo-BRUVs","IO295",0.0105511397123337,4.49643993377686,6,-0.625,-5.67485666275024
"2020-10_south-west_stereo-BRUVs","IO297",0.00824903324246407,4.54719209671021,4,0.25,-8.24992752075195
"2020-10_south-west_stereo-BRUVs","IO298",0.000706063990946859,5.40744733810425,1,-0.125,-12.939624786377
"2020-10_south-west_stereo-BRUVs","IO299",0,1.57079637050629,0,0,-13.1707983016968
"2020-10_south-west_stereo-BRUVs","IO3",0.00382270175032318,4.59382247924805,2,0,34.4526443481445
"2020-10_south-west_stereo-BRUVs","IO300",0.000706113176420331,4.01738882064819,1,-0.125,-12.0011119842529
"2020-10_south-west_stereo-BRUVs","IO302",0.00423621200025082,4.01730155944824,4,0.5,-10.3524036407471
"2020-10_south-west_stereo-BRUVs","IO306",0.00718075269833207,4.52233505249023,4,0.625,-11.2980670928955
"2020-10_south-west_stereo-BRUVs","IO307",0.00403277343139052,4.36931800842285,3,0.5,-14.8054552078247
"2020-10_south-west_stereo-BRUVs","IO308",0.00382426055148244,4.59387111663818,2,0.125,-14.6793823242188
"2020-10_south-west_stereo-BRUVs","IO310",0.00721985893324018,5.31120681762695,5,0.25,33.7212333679199
"2020-10_south-west_stereo-BRUVs","IO311",0.0152861326932907,4.59379482269287,9,-0.625,29.0169925689697
"2020-10_south-west_stereo-BRUVs","IO312",0.00706241279840469,4.77645874023438,5,0.25,35.3608894348145
"2020-10_south-west_stereo-BRUVs","IO313",0.0161259789019823,4.36923360824585,10,0,1.45121574401855
"2020-10_south-west_stereo-BRUVs","IO319",0.00638013333082199,4.35015439987183,4,-0.375,-11.8116512298584
"2020-10_south-west_stereo-BRUVs","IO323",0.00168764835689217,1.84204792976379,1,-0.25,1.62282240390778
"2020-10_south-west_stereo-BRUVs","IO324",0.0018087369389832,6.28318548202515,1,0.375,-8.03495025634766
"2020-10_south-west_stereo-BRUVs","IO325",0.0299603920429945,4.42163324356079,20,-0.375,20.1394920349121
"2020-10_south-west_stereo-BRUVs","IO326",0.0038194814696908,4.83105564117432,2,-0.125,-11.5738010406494
"2020-10_south-west_stereo-BRUVs","IO327",0.0237061399966478,0.787488222122192,21,0,27.3470687866211
"2020-10_south-west_stereo-BRUVs","IO328",0.00371979014016688,5.22017669677734,4,-0.625,39.1187515258789
"2020-10_south-west_stereo-BRUVs","IO329",0.00813879258930683,4.18876504898071,5,-0.625,-8.22633171081543
"2020-10_south-west_stereo-BRUVs","IO330",0.0131406867876649,4.85046339035034,7,-1.625,-2.06236839294434
"2020-10_south-west_stereo-BRUVs","IO331",0.0131217548623681,4.39706087112427,8,-0.375,-7.44368362426758
"2020-10_south-west_stereo-BRUVs","IO332",0.0057175406254828,4.3905143737793,4,-0.125,-11.4272375106812
"2020-10_south-west_stereo-BRUVs","IO333",0.00382437207736075,4.59387445449829,2,0.125,-14.9346256256104
"2020-10_south-west_stereo-BRUVs","IO334",0.00549658248201013,4.54710626602173,4,0.75,35.1056480407715
"2020-10_south-west_stereo-BRUVs","IO335",0.0054219956509769,4.71238899230957,4,0,36.4736137390137
"2020-10_south-west_stereo-BRUVs","IO336",0.000706137798260897,4.01741790771484,1,-0.125,31.3944854736328
"2020-10_south-west_stereo-BRUVs","IO337",0.00211715861223638,4.01692485809326,3,1.125,40.4416770935059
"2020-10_south-west_stereo-BRUVs","IO338",0.00108319637365639,1.57079637050629,1,-0.875,8.33061122894287
"2020-10_south-west_stereo-BRUVs","IO339",6.93889390390723e-18,1.57079637050629,0,0,25.9914817810059
