"campaignid","sample","method","distance.to.ramp"
"2020-10_south-west_BOSS","264","BOSS","114.8589"
"2020-10_south-west_BOSS","66","BOSS","114.8739"
"2020-10_south-west_BOSS","339","BOSS","114.8814"
"2020-10_south-west_BOSS","262","BOSS","114.8785"
"2020-10_south-west_BOSS","263","BOSS","114.8739"
"2020-10_south-west_BOSS","278","BOSS","114.8789"
"2020-10_south-west_BOSS","40","BOSS","114.6389"
"2020-10_south-west_BOSS","36","BOSS","114.7139"
"2020-10_south-west_BOSS","37","BOSS","114.7189"
"2020-10_south-west_BOSS","308","BOSS","114.7189"
"2020-10_south-west_BOSS","333","BOSS","114.7289"
"2020-10_south-west_BOSS","307","BOSS","114.7251"
"2020-10_south-west_BOSS","95","BOSS","114.7264"
"2020-10_south-west_BOSS","98","BOSS","114.7339"
"2020-10_south-west_BOSS","110","BOSS","114.7314"
"2020-10_south-west_BOSS","96","BOSS","114.7289"
"2020-10_south-west_BOSS","377","BOSS","114.7364"
"2020-10_south-west_BOSS","59","BOSS","114.7589"
"2020-10_south-west_BOSS","58","BOSS","114.7664"
"2020-10_south-west_BOSS","62","BOSS","114.7739"
"2020-10_south-west_BOSS","297","BOSS","114.7664"
"2020-10_south-west_BOSS","295","BOSS","114.7489"
"2020-10_south-west_BOSS","331","BOSS","114.7539"
"2020-10_south-west_BOSS","313","BOSS","114.7501"
"2020-10_south-west_BOSS","282","BOSS","114.7339"
"2020-10_south-west_BOSS","265","BOSS","114.5439"
"2020-10_south-west_BOSS","340","BOSS","114.5364"
"2020-10_south-west_BOSS","281","BOSS","114.5378"
"2020-10_south-west_BOSS","283","BOSS","114.5414"
"2020-10_south-west_BOSS","342","BOSS","114.5364"
"2020-10_south-west_BOSS","288","BOSS","114.4752"
"2020-10_south-west_BOSS","274","BOSS","114.4814"
"2020-10_south-west_BOSS","287","BOSS","114.4764"
"2020-10_south-west_BOSS","286","BOSS","114.4739"
"2020-10_south-west_BOSS","285","BOSS","114.4789"
"2020-10_south-west_BOSS","341","BOSS","114.4764"
"2020-10_south-west_BOSS","284","BOSS","114.4776"
"2020-10_south-west_BOSS","321","BOSS","114.4764"
"2020-10_south-west_BOSS","358","BOSS","114.4681"
"2020-10_south-west_BOSS","360","BOSS","114.4764"
"2020-10_south-west_BOSS","248","BOSS","114.4714"
"2020-10_south-west_BOSS","135","BOSS","114.4889"
"2020-10_south-west_BOSS","247","BOSS","114.4839"
"2020-10_south-west_BOSS","136","BOSS","114.4789"
"2020-10_south-west_BOSS","76","BOSS","114.4789"
"2020-10_south-west_BOSS","78","BOSS","114.4689"
"2020-10_south-west_BOSS","63","BOSS","114.4689"
"2020-10_south-west_BOSS","77","BOSS","114.4739"
"2020-10_south-west_BOSS","347","BOSS","114.4664"
"2020-10_south-west_BOSS","322","BOSS","114.5414"
"2020-10_south-west_BOSS","346","BOSS","114.5439"
"2020-10_south-west_BOSS","345","BOSS","114.5464"
"2020-10_south-west_BOSS","49","BOSS","114.5514"
"2020-10_south-west_BOSS","47","BOSS","114.7064"
"2020-10_south-west_BOSS","46","BOSS","114.7114"
"2020-10_south-west_BOSS","290","BOSS","114.7114"
"2020-10_south-west_BOSS","302","BOSS","114.7189"
"2020-10_south-west_BOSS","329","BOSS","114.7239"
"2020-10_south-west_BOSS","117","BOSS","114.7266"
"2020-10_south-west_BOSS","113","BOSS","114.7389"
"2020-10_south-west_BOSS","115","BOSS","114.7389"
"2020-10_south-west_BOSS","4","BOSS","114.7364"
"2020-10_south-west_BOSS","5","BOSS","114.7814"
"2020-10_south-west_BOSS","1","BOSS","114.7764"
"2020-10_south-west_BOSS","3","BOSS","114.7839"
"2020-10_south-west_BOSS","335","BOSS","114.794"
"2020-10_south-west_BOSS","206","BOSS","114.7914"
"2020-10_south-west_BOSS","204","BOSS","114.7864"
"2020-10_south-west_BOSS","207","BOSS","114.7864"
"2020-10_south-west_BOSS","312","BOSS","114.7788721"
"2020-10_south-west_BOSS","334","BOSS","114.7754"
"2020-10_south-west_BOSS","310","BOSS","114.7739"
"2020-10_south-west_BOSS","311","BOSS","114.7689"
"2020-10_south-west_BOSS","327","BOSS","114.7624"
"2020-10_south-west_BOSS","267","BOSS","114.7639"
"2020-10_south-west_BOSS","365","BOSS","114.7539"
"2020-10_south-west_BOSS","266","BOSS","114.7589"
"2020-10_south-west_BOSS","325","BOSS","114.7443"
"2020-10_south-west_BOSS","361","BOSS","114.7414"
"2020-10_south-west_BOSS","374","BOSS","114.7464"
"2020-10_south-west_BOSS","363","BOSS","114.7514"
"2020-10_south-west_BOSS","227","BOSS","114.7839"
"2020-10_south-west_BOSS","229","BOSS","114.7864"
"2020-10_south-west_BOSS","241","BOSS","114.7914"
"2020-10_south-west_BOSS","228","BOSS","114.7939"
"2020-10_south-west_BOSS","278REDO","BOSS","114.8789"
"2020-10_south-west_BOSS","277","BOSS","114.6464"
"2020-10_south-west_BOSS","343","BOSS","114.6407"
"2020-10_south-west_BOSS","276","BOSS","114.6364"
"2020-10_south-west_BOSS","275","BOSS","114.6464"
"2020-10_south-west_BOSS","280","BOSS","114.6739"
"2020-10_south-west_BOSS","344","BOSS","114.6744"
"2020-10_south-west_BOSS","299","BOSS","114.6764"
"2020-10_south-west_BOSS","298","BOSS","114.6714"
"2020-10_south-west_BOSS","352","BOSS","114.5989"
"2020-10_south-west_BOSS","323","BOSS","114.6001"
"2020-10_south-west_BOSS","351","BOSS","114.5964"
"2020-10_south-west_BOSS","369","BOSS","114.5914"
"2020-10_south-west_BOSS","349","BOSS","114.5964"
"2020-10_south-west_BOSS","350","BOSS","114.6039"
"2020-10_south-west_BOSS","372","BOSS","114.6439"
"2020-10_south-west_BOSS","324","BOSS","114.6406"
"2020-10_south-west_BOSS","378","BOSS","114.6389"
"2020-10_south-west_BOSS","370","BOSS","114.6464"
"2020-10_south-west_BOSS","191","BOSS","114.6714"
"2020-10_south-west_BOSS","194","BOSS","114.6639"
"2020-10_south-west_BOSS","189","BOSS","114.6639"
"2020-10_south-west_BOSS","192","BOSS","114.6689"
"2020-10_south-west_BOSS","326","BOSS","114.6893"
"2020-10_south-west_BOSS","364","BOSS","114.6889"
"2020-10_south-west_BOSS","252","BOSS","114.6939"
"2020-10_south-west_BOSS","250","BOSS","114.6939"
"2020-10_south-west_BOSS","254","BOSS","114.6964"
"2020-10_south-west_BOSS","253","BOSS","114.7039"
"2020-10_south-west_BOSS","251","BOSS","114.6989"
"2020-10_south-west_BOSS","71","BOSS","114.6989"
"2020-10_south-west_BOSS","180","BOSS","114.7039"
"2020-10_south-west_BOSS","CP11-1","BOSS","114.6966"
"2020-10_south-west_BOSS","181","BOSS","114.6989"
"2020-10_south-west_BOSS","CP11-2","BOSS","114.6928"
"2020-10_south-west_BOSS","J11","BOSS","114.9231"
"2020-10_south-west_BOSS","J12","BOSS","114.9285"
"2020-10_south-west_BOSS","J9","BOSS","114.9161"
"2020-10_south-west_BOSS","J10","BOSS","114.9187"
"2020-10_south-west_BOSS","J1","BOSS","114.9309"
"2020-10_south-west_BOSS","J2","BOSS","114.9288"
"2020-10_south-west_BOSS","J3","BOSS","114.9259"
"2020-10_south-west_BOSS","J4","BOSS","114.9203"
"2020-10_south-west_BOSS","J8","BOSS","114.9118"
"2020-10_south-west_BOSS","J6","BOSS","114.9124"
"2020-10_south-west_BOSS","J5","BOSS","114.9158"
"2020-10_south-west_BOSS","J7","BOSS","114.9102"
"2020-10_south-west_BOSS","J17","BOSS","114.9208"
"2020-10_south-west_BOSS","J14","BOSS","114.9255"
"2020-10_south-west_BOSS","J16","BOSS","114.9065"
"2020-10_south-west_BOSS","J15","BOSS","114.9103"
"2020-10_south-west_BOSS","J13","BOSS","114.9305"
"2020-10_south-west_BOSS","J18","BOSS","114.9241"
"2020-10_south-west_BOSS","J24","BOSS","114.8264"
"2020-10_south-west_BOSS","J26","BOSS","114.8289"
"2020-10_south-west_BOSS","J25","BOSS","114.8284"
"2020-10_south-west_BOSS","J32","BOSS","114.8611"
"2020-10_south-west_BOSS","J30","BOSS","114.8595"
"2020-10_south-west_BOSS","J28","BOSS","114.8521"
"2020-10_south-west_BOSS","J29","BOSS","114.8556"
"2020-10_south-west_BOSS","J31","BOSS","114.8607"
"2020-10_south-west_BOSS","J27","BOSS","114.8329"
"2020-10_south-west_BOSS","J19","BOSS","114.9278"
"2020-10_south-west_BOSS","J21","BOSS","114.8174"
"2020-10_south-west_BOSS","J22","BOSS","114.8196"
"2020-10_south-west_BOSS","J34","BOSS","114.8661"
"2020-10_south-west_BOSS","J36","BOSS","114.8783"
"2020-10_south-west_BOSS","J35","BOSS","114.8693"
"2020-10_south-west_BOSS","J33","BOSS","114.8627"
"2020-10_south-west_BOSS","J38","BOSS","114.8839"
"2020-10_south-west_BOSS","J37","BOSS","114.8789"
"2020-10_south-west_BOSS","J20","BOSS","114.8202"
"2020-10_south-west_BOSS","122","BOSS","114.8264"
"2020-10_south-west_BOSS","125","BOSS","114.8264"
"2020-10_south-west_BOSS","123","BOSS","114.8189"
"2020-10_south-west_BOSS","126","BOSS","114.8189"
"2020-10_south-west_BOSS","293","BOSS","114.7589"
"2020-10_south-west_BOSS","330","BOSS","114.7545"
"2020-10_south-west_BOSS","C04","BOSS","114.7493"
"2020-10_south-west_BOSS","291","BOSS","114.7489"
"2020-10_south-west_BOSS","294","BOSS","114.7539"
"2021-03_West-Coast_BOSS","148","BOSS","114.925"
"2021-03_West-Coast_BOSS","2","BOSS","114.924"
"2021-03_West-Coast_BOSS","99","BOSS","114.916"
"2021-03_West-Coast_BOSS","127","BOSS","114.91"
"2021-03_West-Coast_BOSS","43","BOSS","114.909"
"2021-03_West-Coast_BOSS","110","BOSS","114.907"
"2021-03_West-Coast_BOSS","139","BOSS","114.898"
"2021-03_West-Coast_BOSS","133","BOSS","114.911"
"2021-03_West-Coast_BOSS","52","BOSS","114.915"
"2021-03_West-Coast_BOSS","91","BOSS","114.928"
"2021-03_West-Coast_BOSS","47","BOSS","114.926"
"2021-03_West-Coast_BOSS","16","BOSS","114.924"
"2021-03_West-Coast_BOSS","38","BOSS","114.917"
"2021-03_West-Coast_BOSS","71","BOSS","114.908"
"2021-03_West-Coast_BOSS","14","BOSS","114.913"
"2021-03_West-Coast_BOSS","150","BOSS","114.917"
"2021-03_West-Coast_BOSS","92","BOSS","114.918"
"2021-03_West-Coast_BOSS","28","BOSS","114.923"
"2021-03_West-Coast_BOSS","124","BOSS","114.929"
"2021-03_West-Coast_BOSS","53","BOSS","114.92"
"2021-03_West-Coast_BOSS","6","BOSS","114.918"
"2021-03_West-Coast_BOSS","149","BOSS","114.931"
"2021-03_West-Coast_BOSS","32","BOSS","114.921"
"2021-03_West-Coast_BOSS","116","BOSS","114.919"
"2021-03_West-Coast_BOSS","69","BOSS","114.911"
"2021-03_West-Coast_BOSS","138","BOSS","114.912"
"2021-03_West-Coast_BOSS","76","BOSS","114.916"
"2021-03_West-Coast_BOSS","144","BOSS","114.92"
"2021-03_West-Coast_BOSS","5","BOSS","114.93"
"2021-03_West-Coast_BOSS","107","BOSS","114.94"
"2021-03_West-Coast_BOSS","37","BOSS","114.931"
"2021-03_West-Coast_BOSS","102","BOSS","114.926"
"2021-03_West-Coast_BOSS","57","BOSS","114.924"
"2021-03_West-Coast_BOSS","24","BOSS","114.923"
"2021-03_West-Coast_BOSS","70","BOSS","114.922"
"2021-03_West-Coast_BOSS","62","BOSS","114.919"
"2021-03_West-Coast_BOSS","104","BOSS","114.918"
"2021-03_West-Coast_BOSS","30","BOSS","114.915"
"2021-03_West-Coast_BOSS","95","BOSS","114.91"
"2021-03_West-Coast_BOSS","106","BOSS","114.875"
"2021-03_West-Coast_BOSS","39","BOSS","114.877"
"2021-03_West-Coast_BOSS","140","BOSS","114.882"
"2021-03_West-Coast_BOSS","10","BOSS","114.886"
"2021-03_West-Coast_BOSS","147","BOSS","114.895"
"2021-03_West-Coast_BOSS","23","BOSS","114.899"
"2021-03_West-Coast_BOSS","Old Point","BOSS","114.869122"
"2021-03_West-Coast_BOSS","41","BOSS","114.877"
"2021-03_West-Coast_BOSS","33","BOSS","114.871"
"2021-03_West-Coast_BOSS","86","BOSS","114.865"
"2021-03_West-Coast_BOSS","56","BOSS","114.873"
"2021-03_West-Coast_BOSS","65","BOSS","114.884"
"2021-03_West-Coast_BOSS","137","BOSS","114.877"
"2021-03_West-Coast_BOSS","48","BOSS","114.882"
"2021-03_West-Coast_BOSS","67","BOSS","114.873"
"2021-03_West-Coast_BOSS","126","BOSS","114.87"
"2021-03_West-Coast_BOSS","44","BOSS","114.858"
"2021-03_West-Coast_BOSS","35","BOSS","114.852"
"2021-03_West-Coast_BOSS","100","BOSS","114.847"
"2021-03_West-Coast_BOSS","7","BOSS","114.853"
"2021-03_West-Coast_BOSS","108","BOSS","114.85"
"2021-03_West-Coast_BOSS","26","BOSS","114.844"
"2021-03_West-Coast_BOSS","125","BOSS","114.847"
"2021-03_West-Coast_BOSS","98","BOSS","114.856"
"2021-03_West-Coast_BOSS","1","BOSS","114.853"
"2021-03_West-Coast_BOSS","83","BOSS","114.838"
"2021-03_West-Coast_BOSS","88","BOSS","114.827"
"2021-03_West-Coast_BOSS","36","BOSS","114.822"
"2021-03_West-Coast_BOSS","130","BOSS","114.83"
"2021-03_West-Coast_BOSS","46","BOSS","114.831"
"2021-03_West-Coast_BOSS","93","BOSS","114.845"
"2021-03_West-Coast_BOSS","78","BOSS","114.841"
"2021-03_West-Coast_BOSS","50","BOSS","114.842"
"2021-03_West-Coast_BOSS","80","BOSS","114.832"
"2021-03_West-Coast_BOSS","114","BOSS","114.834"
"2021-03_West-Coast_BOSS","64","BOSS","114.84"
"2021-03_West-Coast_BOSS","136","BOSS","114.833"
"2021-03_West-Coast_BOSS","97","BOSS","114.842"
"2021-03_West-Coast_BOSS","121","BOSS","114.853"
"2021-03_West-Coast_BOSS","3","BOSS","114.851"
"2021-03_West-Coast_BOSS","73","BOSS","114.848"
"2021-03_West-Coast_BOSS","118","BOSS","114.826"
"2021-03_West-Coast_BOSS","128","BOSS","114.823"
"2021-03_West-Coast_BOSS","60","BOSS","114.821"
"2021-03_West-Coast_BOSS","134","BOSS","114.857"
"2021-03_West-Coast_BOSS","120","BOSS","114.861"
"2021-03_West-Coast_BOSS","8","BOSS","114.851"
"2021-03_West-Coast_BOSS","68","BOSS","114.859"
"2021-03_West-Coast_BOSS","117","BOSS","114.76"
"2021-03_West-Coast_BOSS","17","BOSS","114.757"
"2021-03_West-Coast_BOSS","40","BOSS","114.754"
"2021-03_West-Coast_BOSS","72","BOSS","114.747"
"2021-03_West-Coast_BOSS","109","BOSS","114.741"
"2021-03_West-Coast_BOSS","145","BOSS","114.732"
"2021-03_West-Coast_BOSS","S1","BOSS","114.639918"
"2021-03_West-Coast_BOSS","S2","BOSS","114.640335"
"2021-03_West-Coast_BOSS","S3","BOSS","114.640238"
"2021-03_West-Coast_BOSS","90","BOSS","114.731"
"2021-03_West-Coast_BOSS","22","BOSS","114.745"
"2021-03_West-Coast_BOSS","77","BOSS","114.75"
"2021-03_West-Coast_BOSS","82","BOSS","114.759"
"2021-03_West-Coast_BOSS","49","BOSS","114.762"
"2021-03_West-Coast_BOSS","141","BOSS","114.762"
"2021-03_West-Coast_BOSS","11","BOSS","114.775"
"2021-03_West-Coast_BOSS","146","BOSS","114.79"
"2021-03_West-Coast_BOSS","18","BOSS","114.787"
"2021-03_West-Coast_BOSS","42","BOSS","114.781"
"2021-03_West-Coast_BOSS","84","BOSS","114.78"
"2021-03_West-Coast_BOSS","20","BOSS","114.784"
"2021-03_West-Coast_BOSS","55","BOSS","114.778"
"2021-03_West-Coast_BOSS","115","BOSS","114.774"
"2021-03_West-Coast_BOSS","96","BOSS","114.776"
"2021-03_West-Coast_BOSS","89","BOSS","114.775"
"2021-03_West-Coast_BOSS","131","BOSS","114.773"
"2021-03_West-Coast_BOSS","112","BOSS","114.779"
"2021-03_West-Coast_BOSS","101","BOSS","114.782"
"2021-03_West-Coast_BOSS","12","BOSS","114.783"
"2021-03_West-Coast_BOSS","54","BOSS","114.789"
"2021-03_West-Coast_BOSS","94","BOSS","114.787"
"2021-03_West-Coast_BOSS","4","BOSS","114.785"
"2021-03_West-Coast_BOSS","79","BOSS","114.783"
"2021-03_West-Coast_BOSS","103","BOSS","114.774"
"2021-03_West-Coast_BOSS","129","BOSS","114.772"
"2021-03_West-Coast_BOSS","45","BOSS","114.771"
"2021-03_West-Coast_BOSS","143","BOSS","114.776"
"2021-03_West-Coast_BOSS","113","BOSS","114.78"
"2021-03_West-Coast_BOSS","122","BOSS","114.777"
"2021-03_West-Coast_BOSS","27","BOSS","114.789"
"2021-03_West-Coast_BOSS","135","BOSS","114.77"
"2021-03_West-Coast_BOSS","74","BOSS","114.769"
"2021-03_West-Coast_BOSS","105","BOSS","114.76"
"2021-03_West-Coast_BOSS","63","BOSS","114.761"
"2021-03_West-Coast_BOSS","25","BOSS","114.765"
"2021-03_West-Coast_BOSS","59","BOSS","114.766"
"2021-03_West-Coast_BOSS","123","BOSS","114.785"
"2021-03_West-Coast_BOSS","119","BOSS","114.771"
"2021-03_West-Coast_BOSS","15","BOSS","114.769"
"2021-03_West-Coast_BOSS","85","BOSS","114.767"
"2021-03_West-Coast_BOSS","81","BOSS","114.775"
"2021-03_West-Coast_BOSS","29","BOSS","114.784"
"2021-03_West-Coast_BOSS","61","BOSS","114.783"
"2021-03_West-Coast_BOSS","21","BOSS","114.797"
"2021-03_West-Coast_BOSS","58","BOSS","114.794"
"2021-03_West-Coast_BOSS","87","BOSS","114.805"
"2021-03_West-Coast_BOSS","132","BOSS","114.808"
"2021-03_West-Coast_BOSS","9","BOSS","114.813"
"2021-03_West-Coast_BOSS","111","BOSS","114.812"
"2021-03_West-Coast_BOSS","142","BOSS","114.814"
"2021-03_West-Coast_BOSS","66","BOSS","114.807"
"2021-03_West-Coast_BOSS","34","BOSS","114.798"
"2021-03_West-Coast_BOSS","19","BOSS","114.806"
"2021-03_West-Coast_BOSS","75","BOSS","114.816"
"2021-03_West-Coast_BOSS","51","BOSS","114.814"
"2021-03_West-Coast_BOSS","31","BOSS","114.806"
"2021-03_West-Coast_BOSS","13","BOSS","114.813"
