Easting,Northing,inclusion_,ID,Site,Lat,Lon,ObjectId,GlobalID,x,y
298240,6227824,0.087630009,9857935,SWC-NPZ-BOSS-51,-34.0709,114.814,51,a019f614-980f-48a7-8bde-f554056bf037,114.814,-34.0709
307636,6226728,0.087630009,8389452,SWC-NPZ-BOSS-52,-34.0826,114.915,52,a0e68683-69c0-4c0d-a446-ddb321c20acf,114.915,-34.0826
308136,6224284,0.898707779,5109729,SWC-NPZ-BOSS-53,-34.1047,114.92,53,0510de75-6cc2-4d88-a637-df7bb0330c77,114.92,-34.1047
296060,6225384,0.898707779,6582910,SWC-NPZ-BOSS-54,-34.0925,114.789,54,2c654d72-5523-4e30-9cca-c4f5a6be9b95,114.789,-34.0925
295056,6224408,0.898707779,5272867,SWC-NPZ-BOSS-55,-34.1011,114.778,55,4a2197ab-d60a-4771-8511-9b1c623ccbff,114.778,-34.1011
303776,6227132,0.898707779,8930655,SWC-NPZ-BOSS-56,-34.0782,114.873,56,7b752680-e621-43f2-a3b0-7baab02dfdf1,114.873,-34.0782
308600,6221032,0.898707779,745661,SWC-NPZ-BOSS-57,-34.1341,114.924,57,c02619d7-0e14-401a-8362-db0c2f268407,114.924,-34.1341
296524,6222128,0.087630009,2213474,SWC-NPZ-BOSS-58,-34.1219,114.794,58,abf22640-e172-4abd-861c-73d5de98f031,114.794,-34.1219
293840,6228720,0.898707779,11059267,SWC-NPZ-BOSS-59,-34.062,114.766,59,e600cbbb-3d9c-43d7-8969-dc7c71114ac2,114.766,-34.062
298872,6228476,0.087630009,10733077,SWC-NPZ-BOSS-60,-34.0652,114.821,60,962f4930-d9ee-45be-bff3-704af0df3698,114.821,-34.0652
295516,6221152,0.898707779,903430,SWC-NPZ-BOSS-61,-34.1305,114.783,61,fef2bffb-05c8-4b1b-85e3-b32f47251e30,114.783,-34.1305
308096,6221680,0.087630009,1615151,SWC-NPZ-BOSS-62,-34.1281,114.919,62,fd97f30f-81ba-44b6-94f6-7ddfb5a23afb,114.919,-34.1281
293336,6229372,0.087630009,11934125,SWC-NPZ-BOSS-63,-34.056,114.761,63,e4321d80-9b0e-4524-a81b-214b545cf440,114.761,-34.056
300716,6225344,0.087630009,6530394,SWC-NPZ-BOSS-64,-34.0937,114.84,64,47a8069f-51b6-48ad-b7c0-9c6a63200e04,114.84,-34.0937
304740,6226808,0.898707779,8496088,SWC-NPZ-BOSS-65,-34.0813,114.884,65,0b051fd3-73ae-4ca3-9b95-5896f1b11028,114.884,-34.0813
297696,6226196,0.898707779,7673023,SWC-NPZ-BOSS-66,-34.0855,114.807,66,989e4acc-de27-4182-a82b-3cdb55f03967,114.807,-34.0855
303736,6225832,0.898707779,7186045,SWC-NPZ-BOSS-67,-34.0899,114.873,67,d742280e-9a10-4d4f-9d67-92d2509f07eb,114.873,-34.0899
302392,6230228,0.087630009,13085141,SWC-NPZ-BOSS-68,-34.05,114.859,68,2853553e-15cf-43c6-b313-9915c8953d5b,114.859,-34.05
307340,6222712,0.898707779,2999906,SWC-NPZ-BOSS-69,-34.1187,114.911,69,7abd095d-2363-4f94-8401-3d5c62c8cfc8,114.911,-34.1187
308348,6221248,0.898707779,1035470,SWC-NPZ-BOSS-70,-34.1321,114.922,70,5ddcd469-e1ac-4a1f-b6b8-e250419baf55,114.922,-34.1321
307004,6225640,0.087630009,6929198,SWC-NPZ-BOSS-71,-34.0923,114.908,71,b13e8f51-a52d-4c2f-b12e-ea4ae48767fb,114.908,-34.0923
292080,6227960,0.013662212,10038907,SWC-NPZ-BOSS-72,-34.0685,114.747,72,29fe7e12-67a0-4aa6-a519-53ec8a723195,114.747,-34.0685
301472,6226864,0.087630009,8570423,SWC-NPZ-BOSS-73,-34.0802,114.848,73,77ac74c1-09ee-4d73-9591-de54506dabed,114.848,-34.0802
294092,6229916,0.898707779,12664362,SWC-NPZ-BOSS-74,-34.0513,114.769,74,aefa0e4d-1d46-44c4-a544-2b7f6483c8cf,114.769,-34.0513
298452,6226416,0.087630009,7968452,SWC-NPZ-BOSS-75,-34.0836,114.816,75,f99ba1a5-968e-4eb6-9a96-73b76019805e,114.816,-34.0836
307844,6222388,0.087630009,2565224,SWC-NPZ-BOSS-76,-34.1217,114.916,76,ab61599b-b00b-4850-9412-ac1f0b27a05e,114.916,-34.1217
292476,6224704,0.087630009,5669454,SWC-NPZ-BOSS-77,-34.0979,114.75,77,845f6cb7-743f-4ec9-9032-5d1e0b7e393d,114.75,-34.0979
300864,6222632,0.898707779,2890927,SWC-NPZ-BOSS-78,-34.1182,114.841,78,efc39b1f-1599-4e26-8b7b-8eb8aaa682d5,114.841,-34.1182
295496,6225928,0.087630009,7312817,SWC-NPZ-BOSS-79,-34.0875,114.783,79,b37a2bf0-feab-4f41-b036-62b9a78dcc85,114.783,-34.0875
300024,6224260,0.013662212,5075493,SWC-NPZ-BOSS-80,-34.1034,114.832,80,718dd64f-37e6-4a7e-b13c-8009d55e8688,114.832,-34.1034
294656,6227556,0.898707779,9497383,SWC-NPZ-BOSS-81,-34.0726,114.775,81,c9f67877-d0b1-42de-8480-a19fa1dfe573,114.775,-34.0726
293232,6224888,0.087630009,5916571,SWC-NPZ-BOSS-82,-34.0964,114.759,82,9c103e36-2f65-4fa3-b3f3-14aebcf1fed7,114.759,-34.0964
300612,6220860,0.087630009,512840,SWC-NPZ-BOSS-83,-34.1341,114.838,83,d73a3b60-240a-4de0-9168-d8facbb0e658,114.838,-34.1341
295244,6224156,0.898707779,4934730,SWC-NPZ-BOSS-84,-34.1034,114.78,84,0697f5bd-5be6-4170-bda0-be26416b708e,114.78,-34.1034
293904,6227816,0.898707779,9846115,SWC-NPZ-BOSS-85,-34.0701,114.767,85,5233075e-25db-4e08-aa47-b5c3d2b8e5ec,114.767,-34.0701
302960,6227208,0.013662212,9032443,SWC-NPZ-BOSS-86,-34.0774,114.865,86,c9696edd-30c0-4f9b-a52d-50f7776160e1,114.865,-34.0774
297592,6221712,0.898707779,1655469,SWC-NPZ-BOSS-87,-34.1259,114.805,87,a78a35be-169b-4f31-9643-21c025c74c32,114.805,-34.1259
299604,6220736,0.013662212,346180,SWC-NPZ-BOSS-88,-34.1351,114.827,88,7ff61246-7536-43fc-b5a4-3273de98fe67,114.827,-34.1351
294740,6225132,0.898707779,6244396,SWC-NPZ-BOSS-89,-34.0945,114.775,89,f11648fd-543f-4640-b34e-768ff7c04fdc,114.775,-34.0945
290716,6224400,0.087630009,5261046,SWC-NPZ-BOSS-90,-34.1003,114.731,90,94b3ad3b-db30-4070-91e4-d940f09cdaf7,114.731,-34.1003
308828,6226960,0.087630009,8701094,SWC-NPZ-BOSS-91,-34.0807,114.928,91,ce09c9fd-f5a0-4807-b376-a4ed51493902,114.928,-34.0807
307948,6224684,0.898707779,5646482,SWC-NPZ-BOSS-92,-34.101,114.918,92,9036a336-9b31-4027-ae68-86e85173c6de,114.918,-34.101
301240,6222484,0.087630009,2692405,SWC-NPZ-BOSS-93,-34.1196,114.845,93,ded77830-1c1b-4d62-b5fb-e0b5d454a5a0,114.845,-34.1196
295872,6225780,0.898707779,7114295,SWC-NPZ-BOSS-94,-34.0889,114.787,94,50bdbf8a-5c42-473e-8ee9-3a27a71537f9,114.787,-34.0889
307276,6222240,0.898707779,2366466,SWC-NPZ-BOSS-95,-34.1229,114.91,95,7017f85e-e69a-4250-8fae-876ab4a892fd,114.91,-34.1229
294868,6224804,0.898707779,5804252,SWC-NPZ-BOSS-96,-34.0975,114.776,96,6cd063f0-50bf-436f-9c38-11bae272f6c4,114.776,-34.0975
300904,6226068,0.898707779,7502049,SWC-NPZ-BOSS-97,-34.0872,114.842,97,5e849bfc-920d-47a5-8770-67f575151bbc,114.842,-34.0872
302248,6223136,0.898707779,3567641,SWC-NPZ-BOSS-98,-34.1139,114.856,98,f22b06bd-0006-446c-b1ae-272fb5e82099,114.856,-34.1139
307612,6229728,0.013662212,12415446,SWC-NPZ-BOSS-99,-34.0555,114.916,99,8ebc0033-779d-43a0-99a9-1785653df907,114.916,-34.0555
301408,6225092,0.898707779,6192383,SWC-NPZ-BOSS-100,-34.0961,114.847,100,ab0c2568-1cff-40ce-a311-6b14a6906ebe,114.847,-34.0961
295368,6225456,0.898707779,6679361,SWC-NPZ-BOSS-101,-34.0917,114.782,101,0b150dff-a681-46b2-a0dc-4cacd4a5a11c,114.782,-34.0917
308788,6221428,0.898707779,1277140,SWC-NPZ-BOSS-102,-34.1305,114.926,102,3bb7aab5-a681-433a-88f5-b73dba5b11cd,114.926,-34.1305
294616,6226000,0.898707779,7409221,SWC-NPZ-BOSS-103,-34.0866,114.774,103,eea52f4a-37b7-4905-8b42-1ee355752343,114.774,-34.0866
308032,6221972,0.898707779,2006999,SWC-NPZ-BOSS-104,-34.1255,114.918,104,e01e152e-15fb-4273-9965-186b03522cb0,114.918,-34.1255
293272,6229660,0.898707779,12320605,SWC-NPZ-BOSS-105,-34.0534,114.76,105,578084f9-1750-4ece-8728-9a904321cb0a,114.76,-34.0534
304008,6221240,0.898707779,1023649,SWC-NPZ-BOSS-106,-34.1313,114.875,106,b5204ac5-368e-471b-a98c-f87d1035b350,114.875,-34.1313
310044,6220992,0.087630009,692342,SWC-NPZ-BOSS-107,-34.1347,114.94,107,c457122b-8e8a-4fc3-b951-61376045d6b0,114.94,-34.1347
301660,6224656,0.087630009,5607334,SWC-NPZ-BOSS-108,-34.1001,114.85,108,86e0fd34-ad5f-4530-80e3-34ee09800af6,114.85,-34.1001
291596,6226244,0.087630009,7735914,SWC-NPZ-BOSS-109,-34.0839,114.741,109,aab18e56-dd77-4e8c-afa8-e8a03917f717,114.741,-34.0839
306860,6230272,0.898707779,13145306,SWC-NPZ-BOSS-110,-34.0505,114.907,110,a75ab28d-d167-4787-813a-15c131e8fa89,114.907,-34.0505
298136,6224208,0.087630009,5005237,SWC-NPZ-BOSS-111,-34.1035,114.812,111,80ae3bfa-3f05-4cf3-a897-c9fc29eb783f,114.812,-34.1035
295120,6225672,0.898707779,6969171,SWC-NPZ-BOSS-112,-34.0897,114.779,112,96c42fc5-4ad3-4624-87ba-a5d083807014,114.779,-34.0897
295148,6226652,0.898707779,8284338,SWC-NPZ-BOSS-113,-34.0809,114.78,113,0cdd9833-f37f-4476-9d07-e23fce097fa3,114.78,-34.0809
300180,6224980,0.087630009,6041772,SWC-NPZ-BOSS-114,-34.0969,114.834,114,2808164f-8314-4ad3-b972-39879043f1cc,114.834,-34.0969
294648,6224372,0.898707779,5224453,SWC-NPZ-BOSS-115,-34.1013,114.774,115,ca3427a7-6f37-4355-a6e9-2531554fc6f6,114.774,-34.1013
308064,6223272,0.898707779,3751607,SWC-NPZ-BOSS-116,-34.1138,114.919,116,a615a362-124a-405b-8785-d600a06edfe0,114.919,-34.1138
293304,6228032,0.898707779,10135837,SWC-NPZ-BOSS-117,-34.0681,114.76,117,09680488-5415-4b01-a377-eeec257f284e,114.76,-34.0681
299344,6227788,0.898707779,9809899,SWC-NPZ-BOSS-118,-34.0714,114.826,118,7db0e10f-c526-48a2-8c89-b77c86fa8818,114.826,-34.0714
294312,6228576,0.898707779,10866137,SWC-NPZ-BOSS-119,-34.0634,114.771,119,ea00a044-0a98-4a18-8c1a-0455bc2cfc4f,114.771,-34.0634
302612,6228944,0.087630009,11362068,SWC-NPZ-BOSS-120,-34.0617,114.861,120,8e696a7d-e2d2-45aa-98fc-a86a6766b6b3,114.861,-34.0617
301944,6226500,0.087630009,8082053,SWC-NPZ-BOSS-121,-34.0836,114.853,121,1fe57f33-894d-4936-889a-fe7b998b7f64,114.853,-34.0836
294900,6226868,0.898707779,8574148,SWC-NPZ-BOSS-122,-34.0789,114.777,122,e8032808-fe63-4388-81cf-a5b84928c989,114.777,-34.0789
295568,6228820,0.087630009,11193899,SWC-NPZ-BOSS-123,-34.0614,114.785,123,a03f606d-8aab-4f12-af83-50a4bbae35d2,114.785,-34.0614
308988,6224792,0.087630009,5791678,SWC-NPZ-BOSS-124,-34.1003,114.929,124,8baf2117-4563-4153-834a-a990387bad31,114.929,-34.1003
301440,6224224,0.898707779,5027535,SWC-NPZ-BOSS-125,-34.104,114.847,125,525d55e5-9192-496e-994b-6434d7c36c40,114.847,-34.104
303452,6225688,0.087630009,6992726,SWC-NPZ-BOSS-126,-34.0912,114.87,126,727d2300-d25d-45d4-97bc-ef5ce6c3e349,114.87,-34.0912
307140,6229836,0.898707779,12560264,SWC-NPZ-BOSS-127,-34.0545,114.91,127,0b499cd7-7db5-457d-9b56-d4c73af889cf,114.91,-34.0545
299092,6228008,0.898707779,10105076,SWC-NPZ-BOSS-128,-34.0694,114.823,128,4039a88b-e556-4db6-be77-80f11aae5199,114.823,-34.0694
294396,6226296,0.898707779,7806398,SWC-NPZ-BOSS-129,-34.0839,114.772,129,7d6f0dce-50bb-4bca-ba8a-57304cb53f7f,114.772,-34.0839
299888,6222268,0.898707779,2402195,SWC-NPZ-BOSS-130,-34.1213,114.83,130,70dd85e0-aa1e-4e4d-834f-978c33790d51,114.83,-34.1213
294520,6225564,0.898707779,6824085,SWC-NPZ-BOSS-131,-34.0906,114.773,131,455e9252-d4b6-4240-9f1f-5f9090d71e24,114.773,-34.0906
297876,6222796,0.013662212,3110268,SWC-NPZ-BOSS-132,-34.1162,114.808,132,bd1a5951-bdd0-417a-ad03-66a5c98484fb,114.808,-34.1162
307268,6227560,0.087630009,9505904,SWC-NPZ-BOSS-133,-34.075,114.911,133,6516f526-9445-46bb-88cf-19222bd86f01,114.911,-34.075
302236,6228780,0.087630009,11141886,SWC-NPZ-BOSS-134,-34.0631,114.857,134,baefef80-c523-4ce4-baa9-23924a48e68d,114.857,-34.0631
294184,6229880,0.898707779,12616073,SWC-NPZ-BOSS-135,-34.0516,114.77,135,9aba668f-1cea-4b41-98c0-b0961e6806c4,114.77,-34.0516
300056,6225848,0.898707779,7206597,SWC-NPZ-BOSS-136,-34.0891,114.833,136,681fe066-c922-483d-8061-a1b6fba10a2f,114.833,-34.0891
304080,6226340,0.898707779,7867867,SWC-NPZ-BOSS-137,-34.0854,114.877,137,5c99096c-b3d2-4634-9c96-1a8026cbfca4,114.877,-34.0854
307436,6222676,0.898707779,2951618,SWC-NPZ-BOSS-138,-34.119,114.912,138,11d4eee9-bbcb-45b8-8eba-2c87889c061c,114.912,-34.119
306008,6229024,0.013662212,11470277,SWC-NPZ-BOSS-139,-34.0616,114.898,139,e2cdb6fc-0887-4661-be3a-9ae063b1080c,114.898,-34.0616
304668,6222920,0.087630009,3278374,SWC-NPZ-BOSS-140,-34.1163,114.882,140,6830bc4c-d2d3-485d-9a33-7eee7bb39897,114.882,-34.1163
293600,6222556,0.013662212,2787119,SWC-NPZ-BOSS-141,-34.1175,114.762,141,d4e2d68e-3773-414e-875f-d7f5aabcfd81,114.762,-34.1175
298296,6224916,0.087630009,5955413,SWC-NPZ-BOSS-142,-34.0971,114.814,142,c1f376c6-5e81-4de8-8058-f29b851026fd,114.814,-34.0971
294772,6226380,0.898707779,7919220,SWC-NPZ-BOSS-143,-34.0833,114.776,143,6b64b70c-e0f3-4c35-9ecb-5ab291a15788,114.776,-34.0833
308188,6222352,0.898707779,2516998,SWC-NPZ-BOSS-144,-34.1221,114.92,144,219bb024-7290-4bfb-9b0f-15c312e98aa0,114.92,-34.1221
290748,6225648,0.898707779,6935870,SWC-NPZ-BOSS-145,-34.0891,114.732,145,86834103-cfcc-4b20-a430-d45f67fdd6c7,114.732,-34.0891
296112,6223452,0.087630009,3990179,SWC-NPZ-BOSS-146,-34.1099,114.79,146,a8cb62cc-7f34-4dd0-b42b-491b73bd7eac,114.79,-34.1099
305840,6225772,0.087630009,7106051,SWC-NPZ-BOSS-147,-34.0908,114.895,147,e57934d3-4d89-46be-9164-8ba940897776,114.895,-34.0908
308524,6230164,0.898707779,13000786,SWC-NPZ-BOSS-148,-34.0518,114.925,148,f0d06850-3f56-4020-ab70-af602ef8b3f3,114.925,-34.0518
309196,6223328,0.087630009,3827042,SWC-NPZ-BOSS-149,-34.1135,114.931,149,c2874dea-a061-4e8d-8bed-a40500cacae7,114.931,-34.1135
307856,6224792,0.898707779,5791395,SWC-NPZ-BOSS-150,-34.1,114.917,150,02f7f627-2afb-4169-b51f-f290e5337ca0,114.917,-34.1
