"campaignid","sample","filename","periodtime","family","genus","species","maxn","dataset","planned.or.exploratory","latitude","longitude","date","time","location","status","site","depth","observer","successful.count","successful.length","commonwealth.zone","state.zone","raw.hdd.number","con.hdd.number"
"2021-03_West-Coast_BOSS","12","20210310_0737-1601_TOP_0040.mp4","1.81904","Cheilodactylidae","Nemadactylus","valenciennesi",1,NA,NA,"-34.0901","114.783","20210310",NA,"West Coast","No-take",NA,"64.1","Claude","Yes","No",NA,NA,"RAW3","CON1"
"2021-03_West-Coast_BOSS","12","20210310_0737-1601_TOP_0039.mp4","0.11372","Labridae","Coris","auricularis",1,NA,NA,"-34.0901","114.783","20210310",NA,"West Coast","No-take",NA,"64.1","Claude","Yes","No",NA,NA,"RAW3","CON1"
"2021-03_West-Coast_BOSS","12","20210310_0737-1601_TOP_0040.mp4","1.57741","Labridae","Pseudolabrus","biserialis",1,NA,NA,"-34.0901","114.783","20210310",NA,"West Coast","No-take",NA,"64.1","Claude","Yes","No",NA,NA,"RAW3","CON1"
"2021-03_West-Coast_BOSS","12","20210310_0737-1601_TOP_0040.mp4","2.90234","Pempherididae","Pempheris","klunzingeri",11,NA,NA,"-34.0901","114.783","20210310",NA,"West Coast","No-take",NA,"64.1","Claude","Yes","No",NA,NA,"RAW3","CON1"
"2021-03_West-Coast_BOSS","12","20210310_0737-1601_TOP_0040.mp4","2.90234","Pomacentridae","Chromis","klunzingeri",8,NA,NA,"-34.0901","114.783","20210310",NA,"West Coast","No-take",NA,"64.1","Claude","Yes","No",NA,NA,"RAW3","CON1"
"2021-03_West-Coast_BOSS","12","20210310_0737-1601_TOP_0040.mp4","1.57713","Scorpididae","Neatypus","obliquus",13,NA,NA,"-34.0901","114.783","20210310",NA,"West Coast","No-take",NA,"64.1","Claude","Yes","No",NA,NA,"RAW3","CON1"
"2021-03_West-Coast_BOSS","12","20210310_0737-1601_TOP_0040.mp4","1.81904","Serranidae","Epinephelides","armatus",2,NA,NA,"-34.0901","114.783","20210310",NA,"West Coast","No-take",NA,"64.1","Claude","Yes","No",NA,NA,"RAW3","CON1"
"2021-03_West-Coast_BOSS","12","20210310_0737-1601_TOP_0039.mp4","0.95540","SUS","SUS","SUS",1,NA,NA,"-34.0901","114.783","20210310",NA,"West Coast","No-take",NA,"64.1","Claude","Yes","No",NA,NA,"RAW3","CON1"
"2021-03_West-Coast_BOSS","120","20210309_0735-1530_TOP_0024_0001.mp4","1.32188","Labridae","Eupetrichthys","angustipes",2,NA,NA,"-34.0617","114.861","20210309",NA,"West Coast","No-take",NA,"41.2","Claude","Yes","No",NA,NA,"RAW2","CON1"
"2021-03_West-Coast_BOSS","120","20210309_0735-1530_TOP_0024_0001.mp4","1.24986","Labridae","Ophthalmolepis","lineolatus",3,NA,NA,"-34.0617","114.861","20210309",NA,"West Coast","No-take",NA,"41.2","Claude","Yes","No",NA,NA,"RAW2","CON1"
"2021-03_West-Coast_BOSS","120","20210309_0735-1530_TOP_0024_0001.mp4","0.87504","Labridae","Pseudolabrus","biserialis",2,NA,NA,"-34.0617","114.861","20210309",NA,"West Coast","No-take",NA,"41.2","Claude","Yes","No",NA,NA,"RAW2","CON1"
"2021-03_West-Coast_BOSS","120","20210309_0735-1530_TOP_0024_0001.mp4","0.47381","Mullidae","Upeneichthys","vlamingii",1,NA,NA,"-34.0617","114.861","20210309",NA,"West Coast","No-take",NA,"41.2","Claude","Yes","No",NA,NA,"RAW2","CON1"
"2021-03_West-Coast_BOSS","120","20210309_0735-1530_TOP_0024_0001.mp4","1.54182","Pomacentridae","Chromis","klunzingeri",1,NA,NA,"-34.0617","114.861","20210309",NA,"West Coast","No-take",NA,"41.2","Claude","Yes","No",NA,NA,"RAW2","CON1"
"2021-03_West-Coast_BOSS","121","20210309_0735-1530_TOP_0020_0001.mp4","2.55338","Gerreidae","Parequula","melbournensis",1,NA,NA,"-34.0836","114.853","20210309",NA,"West Coast","No-take",NA,"42.8","Claude","Yes","No",NA,NA,"RAW2","CON1"
"2021-03_West-Coast_BOSS","121","20210309_0735-1530_TOP_0020_0001.mp4","0.55389","Labridae","Ophthalmolepis","lineolatus",3,NA,NA,"-34.0836","114.853","20210309",NA,"West Coast","No-take",NA,"42.8","Claude","Yes","No",NA,NA,"RAW2","CON1"
"2021-03_West-Coast_BOSS","121","20210309_0735-1530_TOP_0020_0001.mp4","1.71727","Labridae","Pseudolabrus","biserialis",8,NA,NA,"-34.0836","114.853","20210309",NA,"West Coast","No-take",NA,"42.8","Claude","Yes","No",NA,NA,"RAW2","CON1"
"2021-03_West-Coast_BOSS","121","20210309_0735-1530_TOP_0020_0001.mp4","2.99188","Pomacentridae","Chromis","klunzingeri",1,NA,NA,"-34.0836","114.853","20210309",NA,"West Coast","No-take",NA,"42.8","Claude","Yes","No",NA,NA,"RAW2","CON1"
"2021-03_West-Coast_BOSS","121","20210309_0735-1530_TOP_0020_0001.mp4","1.96001","Scorpididae","Neatypus","obliquus",2,NA,NA,"-34.0836","114.853","20210309",NA,"West Coast","No-take",NA,"42.8","Claude","Yes","No",NA,NA,"RAW2","CON1"
"2021-03_West-Coast_BOSS","122","20210310_0737-1601_TOP_0049.mp4","0.87671","Serranidae","Caesioperca","spp",11,NA,NA,"-34.0789","114.777","20210310",NA,"West Coast","No-take",NA,"66.4","Claude","Yes","No",NA,NA,"RAW3","CON1"
"2021-03_West-Coast_BOSS","123","20210311_0735-1315_TOP_0010.mp4","1.75036","Labridae","Coris","auricularis",1,NA,NA,"-34.0614","114.785","20210311",NA,"West Coast","No-take",NA,"60.4","Claude","Yes","No",NA,NA,"RAW3","CON1"
"2021-03_West-Coast_BOSS","123","20210311_0735-1315_TOP_0010.mp4","2.07207","Labridae","Suezichthys","bifurcatus",4,NA,NA,"-34.0614","114.785","20210311",NA,"West Coast","No-take",NA,"60.4","Claude","Yes","No",NA,NA,"RAW3","CON1"
"2021-03_West-Coast_BOSS","123","20210311_0735-1315_TOP_0010.mp4","0.64175","Mullidae","Parupeneus","chrysopleuron",1,NA,NA,"-34.0614","114.785","20210311",NA,"West Coast","No-take",NA,"60.4","Claude","Yes","No",NA,NA,"RAW3","CON1"
"2021-03_West-Coast_BOSS","123","20210311_0735-1315_TOP_0010.mp4","1.48370","SUS","SUS","SUS",2,NA,NA,"-34.0614","114.785","20210311",NA,"West Coast","No-take",NA,"60.4","Claude","Yes","No",NA,NA,"RAW3","CON1"
"2021-03_West-Coast_BOSS","124","20210308_0735-1537_TOP_0078.mp4","0.43543","Labridae","Coris","auricularis",11,NA,NA,"-34.1003","114.929","20210308",NA,"West Coast","No-take",NA,"45","Claude","Yes","No",NA,NA,"RAW2","CON1"
"2021-03_West-Coast_BOSS","124","20210308_0735-1537_TOP_0078.mp4","1.05772","Labridae","Ophthalmolepis","lineolatus",3,NA,NA,"-34.1003","114.929","20210308",NA,"West Coast","No-take",NA,"45","Claude","Yes","No",NA,NA,"RAW2","CON1"
"2021-03_West-Coast_BOSS","124","20210308_0735-1537_TOP_0078.mp4","1.14003","Scorpididae","Neatypus","obliquus",3,NA,NA,"-34.1003","114.929","20210308",NA,"West Coast","No-take",NA,"45","Claude","Yes","No",NA,NA,"RAW2","CON1"
"2021-03_West-Coast_BOSS","125","20210309_0735-1530_TOP_0011_0001.mp4","0.81693","Labridae","Pseudolabrus","biserialis",11,NA,NA,"-34.104","114.847","20210309",NA,"West Coast","No-take",NA,"45.8","Claude","Yes","No",NA,NA,"RAW2","CON1"
"2021-03_West-Coast_BOSS","125","20210309_0735-1530_TOP_0011_0001.mp4","0.81693","Odacidae","Siphonognathus","spp",1,NA,NA,"-34.104","114.847","20210309",NA,"West Coast","No-take",NA,"45.8","Claude","Yes","No",NA,NA,"RAW2","CON1"
"2021-03_West-Coast_BOSS","125","20210309_0735-1530_TOP_0011_0001.mp4","2.82643","Pomacentridae","Chromis","klunzingeri",10,NA,NA,"-34.104","114.847","20210309",NA,"West Coast","No-take",NA,"45.8","Claude","Yes","No",NA,NA,"RAW2","CON1"
"2021-03_West-Coast_BOSS","126","20210309_0735-1530_TOP_0007_0001.mp4","1.09804","Labridae","Coris","auricularis",1,NA,NA,"-34.0912","114.87","20210309",NA,"West Coast","No-take",NA,"43.1","Claude","Yes","No",NA,NA,"RAW2","CON1"
"2021-03_West-Coast_BOSS","126","20210309_0735-1530_TOP_0007_0001.mp4","1.13085","Labridae","Ophthalmolepis","lineolatus",3,NA,NA,"-34.0912","114.87","20210309",NA,"West Coast","No-take",NA,"43.1","Claude","Yes","No",NA,NA,"RAW2","CON1"
"2021-03_West-Coast_BOSS","126","20210309_0735-1530_TOP_0007_0001.mp4","1.59660","Labridae","Pseudolabrus","biserialis",4,NA,NA,"-34.0912","114.87","20210309",NA,"West Coast","No-take",NA,"43.1","Claude","Yes","No",NA,NA,"RAW2","CON1"
"2021-03_West-Coast_BOSS","126","20210309_0735-1530_TOP_0007_0001.mp4","0.78078","Scorpididae","Neatypus","obliquus",1,NA,NA,"-34.0912","114.87","20210309",NA,"West Coast","No-take",NA,"43.1","Claude","Yes","No",NA,NA,"RAW2","CON1"
"2021-03_West-Coast_BOSS","127","20210308_0735-1537_TOP_0021.mp4","1.82571","Chaetodontidae","Chelmonops","curiosus",1,NA,NA,"-34.0545","114.91","20210308",NA,"West Coast","No-take",NA,"44","Claude","Yes","No",NA,NA,"RAW2","CON1"
"2021-03_West-Coast_BOSS","127","20210308_0735-1537_TOP_0021.mp4","0.01307","Glaucosomatidae","Glaucosoma","hebraicum",1,NA,NA,"-34.0545","114.91","20210308",NA,"West Coast","No-take",NA,"44","Claude","Yes","No",NA,NA,"RAW2","CON1"
"2021-03_West-Coast_BOSS","127","20210308_0735-1537_TOP_0021.mp4","0.52942","Labridae","Coris","auricularis",1,NA,NA,"-34.0545","114.91","20210308",NA,"West Coast","No-take",NA,"44","Claude","Yes","No",NA,NA,"RAW2","CON1"
"2021-03_West-Coast_BOSS","127","20210308_0735-1537_TOP_0022.mp4","2.17662","Labridae","Ophthalmolepis","lineolatus",2,NA,NA,"-34.0545","114.91","20210308",NA,"West Coast","No-take",NA,"44","Claude","Yes","No",NA,NA,"RAW2","CON1"
"2021-03_West-Coast_BOSS","127","20210308_0735-1537_TOP_0022.mp4","2.46051","Labridae","Pseudolabrus","biserialis",4,NA,NA,"-34.0545","114.91","20210308",NA,"West Coast","No-take",NA,"44","Claude","Yes","No",NA,NA,"RAW2","CON1"
"2021-03_West-Coast_BOSS","127","20210308_0735-1537_TOP_0022.mp4","2.73384","Pomacentridae","Chromis","klunzingeri",11,NA,NA,"-34.0545","114.91","20210308",NA,"West Coast","No-take",NA,"44","Claude","Yes","No",NA,NA,"RAW2","CON1"
"2021-03_West-Coast_BOSS","127","20210308_0735-1537_TOP_0022.mp4","2.59926","Pomacentridae","Parma","bicolor",2,NA,NA,"-34.0545","114.91","20210308",NA,"West Coast","No-take",NA,"44","Claude","Yes","No",NA,NA,"RAW2","CON1"
"2021-03_West-Coast_BOSS","127","20210308_0735-1537_TOP_0021.mp4","0.45267","Scorpididae","Neatypus","obliquus",10,NA,NA,"-34.0545","114.91","20210308",NA,"West Coast","No-take",NA,"44","Claude","Yes","No",NA,NA,"RAW2","CON1"
"2021-03_West-Coast_BOSS","127","20210308_0735-1537_TOP_0021.mp4","0.13486","Scorpididae","Scorpis","aequipinnis",1,NA,NA,"-34.0545","114.91","20210308",NA,"West Coast","No-take",NA,"44","Claude","Yes","No",NA,NA,"RAW2","CON1"
"2021-03_West-Coast_BOSS","127","20210308_0735-1537_TOP_0021.mp4","0.25915","Scorpididae","Scorpis","georgiana",2,NA,NA,"-34.0545","114.91","20210308",NA,"West Coast","No-take",NA,"44","Claude","Yes","No",NA,NA,"RAW2","CON1"
"2021-03_West-Coast_BOSS","127","20210308_0735-1537_TOP_0021.mp4","0.45712","Serranidae","Caesioperca","spp",39,NA,NA,"-34.0545","114.91","20210308",NA,"West Coast","No-take",NA,"44","Claude","Yes","No",NA,NA,"RAW2","CON1"
"2021-03_West-Coast_BOSS","128","20210309_0735-1530_TOP_0022_0001.mp4","1.50456","Labridae","Coris","auricularis",56,NA,NA,"-34.0694","114.823","20210309",NA,"West Coast","No-take",NA,"47.8","Claude","Yes","No",NA,NA,"RAW2","CON1"
"2021-03_West-Coast_BOSS","128","20210309_0735-1530_TOP_0022_0001.mp4","0.29196","Labridae","Ophthalmolepis","lineolatus",1,NA,NA,"-34.0694","114.823","20210309",NA,"West Coast","No-take",NA,"47.8","Claude","Yes","No",NA,NA,"RAW2","CON1"
"2021-03_West-Coast_BOSS","128","20210309_0735-1530_TOP_0022_0001.mp4","0.75742","Labridae","Pseudolabrus","biserialis",6,NA,NA,"-34.0694","114.823","20210309",NA,"West Coast","No-take",NA,"47.8","Claude","Yes","No",NA,NA,"RAW2","CON1"
"2021-03_West-Coast_BOSS","128","20210309_0735-1530_TOP_0022_0001.mp4","2.59037","Pomacentridae","Chromis","klunzingeri",1,NA,NA,"-34.0694","114.823","20210309",NA,"West Coast","No-take",NA,"47.8","Claude","Yes","No",NA,NA,"RAW2","CON1"
"2021-03_West-Coast_BOSS","129","20210310_0737-1601_TOP_0046.mp4","1.14225","Labridae","Suezichthys","bifurcatus",2,NA,NA,"-34.0839","114.772","20210310",NA,"West Coast","No-take",NA,"71.8","Claude","Yes","No",NA,NA,"RAW3","CON1"
"2021-03_West-Coast_BOSS","129","20210310_0737-1601_TOP_0046.mp4","2.13992","Monacanthidae","Meuschenia","scaber",2,NA,NA,"-34.0839","114.772","20210310",NA,"West Coast","No-take",NA,"71.8","Claude","Yes","No",NA,NA,"RAW3","CON1"
"2021-03_West-Coast_BOSS","129","20210310_0737-1601_TOP_0046.mp4","2.19108","Serranidae","Caesioperca","spp",44,NA,NA,"-34.0839","114.772","20210310",NA,"West Coast","No-take",NA,"71.8","Claude","Yes","No",NA,NA,"RAW3","CON1"
"2021-03_West-Coast_BOSS","13","20210311_0735-1315_TOP_0034.mp4","1.91636","Labridae","Coris","auricularis",1,NA,NA,"-34.051","114.813","20210311",NA,"West Coast","No-take",NA,"49.6","Claude","Yes","No",NA,NA,"RAW3","CON1"
"2021-03_West-Coast_BOSS","13","20210311_0735-1315_TOP_0034.mp4","2.03982","Labridae","Ophthalmolepis","lineolatus",1,NA,NA,"-34.051","114.813","20210311",NA,"West Coast","No-take",NA,"49.6","Claude","Yes","No",NA,NA,"RAW3","CON1"
"2021-03_West-Coast_BOSS","13","20210311_0735-1315_TOP_0034.mp4","2.56145","Labridae","Pseudolabrus","biserialis",4,NA,NA,"-34.051","114.813","20210311",NA,"West Coast","No-take",NA,"49.6","Claude","Yes","No",NA,NA,"RAW3","CON1"
"2021-03_West-Coast_BOSS","13","20210311_0735-1315_TOP_0033.mp4","0.21438","Odacidae","Siphonognathus","spp",1,NA,NA,"-34.051","114.813","20210311",NA,"West Coast","No-take",NA,"49.6","Claude","Yes","No",NA,NA,"RAW3","CON1"
"2021-03_West-Coast_BOSS","13","20210311_0735-1315_TOP_0034.mp4","1.39056","Scorpididae","Neatypus","obliquus",2,NA,NA,"-34.051","114.813","20210311",NA,"West Coast","No-take",NA,"49.6","Claude","Yes","No",NA,NA,"RAW3","CON1"
"2021-03_West-Coast_BOSS","130","20210309_0735-1530_TOP_0014_0001.mp4","2.67573","Callanthiidae","Callanthias","australis",1,NA,NA,"-34.1213","114.83","20210309",NA,"West Coast","No-take",NA,"48.1","Claude","Yes","No",NA,NA,"RAW2","CON1"
"2021-03_West-Coast_BOSS","130","20210309_0735-1530_TOP_0014_0001.mp4","0.01557","Glaucosomatidae","Glaucosoma","hebraicum",1,NA,NA,"-34.1213","114.83","20210309",NA,"West Coast","No-take",NA,"48.1","Claude","Yes","No",NA,NA,"RAW2","CON1"
"2021-03_West-Coast_BOSS","130","20210309_0735-1530_TOP_0014_0001.mp4","0.63814","Labridae","Coris","auricularis",2,NA,NA,"-34.1213","114.83","20210309",NA,"West Coast","No-take",NA,"48.1","Claude","Yes","No",NA,NA,"RAW2","CON1"
"2021-03_West-Coast_BOSS","130","20210309_0735-1530_TOP_0014_0001.mp4","1.27266","Labridae","Ophthalmolepis","lineolatus",3,NA,NA,"-34.1213","114.83","20210309",NA,"West Coast","No-take",NA,"48.1","Claude","Yes","No",NA,NA,"RAW2","CON1"
"2021-03_West-Coast_BOSS","130","20210309_0735-1530_TOP_0014_0001.mp4","1.57518","Labridae","Pseudolabrus","biserialis",5,NA,NA,"-34.1213","114.83","20210309",NA,"West Coast","No-take",NA,"48.1","Claude","Yes","No",NA,NA,"RAW2","CON1"
"2021-03_West-Coast_BOSS","130","20210309_0735-1530_TOP_0014_0001.mp4","0.20493","Pempherididae","Pempheris","klunzingeri",1,NA,NA,"-34.1213","114.83","20210309",NA,"West Coast","No-take",NA,"48.1","Claude","Yes","No",NA,NA,"RAW2","CON1"
"2021-03_West-Coast_BOSS","130","20210309_0735-1530_TOP_0014_0001.mp4","2.58675","Plesiopidae","Trachinops","noarlungae",81,NA,NA,"-34.1213","114.83","20210309",NA,"West Coast","No-take",NA,"48.1","Claude","Yes","No",NA,NA,"RAW2","CON1"
"2021-03_West-Coast_BOSS","130","20210309_0735-1530_TOP_0014_0001.mp4","0.55166","Pomacentridae","Chromis","klunzingeri",23,NA,NA,"-34.1213","114.83","20210309",NA,"West Coast","No-take",NA,"48.1","Claude","Yes","No",NA,NA,"RAW2","CON1"
"2021-03_West-Coast_BOSS","130","20210309_0735-1530_TOP_0014_0001.mp4","1.64943","Pomacentridae","Chromis","westaustralis",4,NA,NA,"-34.1213","114.83","20210309",NA,"West Coast","No-take",NA,"48.1","Claude","Yes","No",NA,NA,"RAW2","CON1"
"2021-03_West-Coast_BOSS","130","20210309_0735-1530_TOP_0014_0001.mp4","0.15098","Scorpididae","Neatypus","obliquus",1,NA,NA,"-34.1213","114.83","20210309",NA,"West Coast","No-take",NA,"48.1","Claude","Yes","No",NA,NA,"RAW2","CON1"
"2021-03_West-Coast_BOSS","131","20210310_0737-1601_TOP_0037.mp4","2.56451","Labridae","Suezichthys","bifurcatus",3,NA,NA,"-34.0906","114.773","20210310",NA,"West Coast","No-take",NA,"73.4","Claude","Yes","No",NA,NA,"RAW3","CON1"
"2021-03_West-Coast_BOSS","131","20210310_0737-1601_TOP_0037.mp4","2.67601","Monacanthidae","Meuschenia","scaber",1,NA,NA,"-34.0906","114.773","20210310",NA,"West Coast","No-take",NA,"73.4","Claude","Yes","No",NA,NA,"RAW3","CON1"
"2021-03_West-Coast_BOSS","131","20210310_0737-1601_TOP_0037.mp4","1.72311","Serranidae","Caesioperca","spp",4,NA,NA,"-34.0906","114.773","20210310",NA,"West Coast","No-take",NA,"73.4","Claude","Yes","No",NA,NA,"RAW3","CON1"
"2021-03_West-Coast_BOSS","132","20210311_0735-1315_TOP_0022.mp4","0.04838","Chaetodontidae","Chelmonops","curiosus",1,NA,NA,"-34.1162","114.808","20210311",NA,"West Coast","No-take",NA,"54.3","Claude","Yes","No",NA,NA,"RAW3","CON1"
"2021-03_West-Coast_BOSS","132","20210311_0735-1315_TOP_0022.mp4","1.81793","Labridae","Coris","auricularis",2,NA,NA,"-34.1162","114.808","20210311",NA,"West Coast","No-take",NA,"54.3","Claude","Yes","No",NA,NA,"RAW3","CON1"
"2021-03_West-Coast_BOSS","132","20210311_0735-1315_TOP_0022.mp4","1.98504","Labridae","Ophthalmolepis","lineolatus",5,NA,NA,"-34.1162","114.808","20210311",NA,"West Coast","No-take",NA,"54.3","Claude","Yes","No",NA,NA,"RAW3","CON1"
"2021-03_West-Coast_BOSS","132","20210311_0735-1315_TOP_0022.mp4","1.74925","Mullidae","Upeneichthys","vlamingii",1,NA,NA,"-34.1162","114.808","20210311",NA,"West Coast","No-take",NA,"54.3","Claude","Yes","No",NA,NA,"RAW3","CON1"
"2021-03_West-Coast_BOSS","132","20210311_0735-1315_TOP_0022.mp4","0.46157","Plesiopidae","Trachinops","noarlungae",10,NA,NA,"-34.1162","114.808","20210311",NA,"West Coast","No-take",NA,"54.3","Claude","Yes","No",NA,NA,"RAW3","CON1"
"2021-03_West-Coast_BOSS","132","20210311_0735-1315_TOP_0022.mp4","1.89578","Pomacentridae","Chromis","klunzingeri",2,NA,NA,"-34.1162","114.808","20210311",NA,"West Coast","No-take",NA,"54.3","Claude","Yes","No",NA,NA,"RAW3","CON1"
"2021-03_West-Coast_BOSS","132","20210311_0735-1315_TOP_0022.mp4","1.89829","Scorpididae","Neatypus","obliquus",31,NA,NA,"-34.1162","114.808","20210311",NA,"West Coast","No-take",NA,"54.3","Claude","Yes","No",NA,NA,"RAW3","CON1"
"2021-03_West-Coast_BOSS","132","20210311_0735-1315_TOP_0022.mp4","0.54833","Serranidae","Caesioperca","spp",4,NA,NA,"-34.1162","114.808","20210311",NA,"West Coast","No-take",NA,"54.3","Claude","Yes","No",NA,NA,"RAW3","CON1"
"2021-03_West-Coast_BOSS","132","20210311_0735-1315_TOP_0022.mp4","2.52002","Serranidae","Epinephelides","armatus",1,NA,NA,"-34.1162","114.808","20210311",NA,"West Coast","No-take",NA,"54.3","Claude","Yes","No",NA,NA,"RAW3","CON1"
"2021-03_West-Coast_BOSS","133","20210308_0735-1537_TOP_0038.mp4","0.34145","Carangidae","Unknown","sp10",2,NA,NA,"-34.075","114.911","20210308",NA,"West Coast","No-take",NA,"44","Claude","Yes","No",NA,NA,"RAW2","CON1"
"2021-03_West-Coast_BOSS","133","20210308_0735-1537_TOP_0038.mp4","0.62896","Cheilodactylidae","Nemadactylus","valenciennesi",1,NA,NA,"-34.075","114.911","20210308",NA,"West Coast","No-take",NA,"44","Claude","Yes","No",NA,NA,"RAW2","CON1"
"2021-03_West-Coast_BOSS","133","20210308_0735-1537_TOP_0037.mp4","0.23218","Glaucosomatidae","Glaucosoma","hebraicum",3,NA,NA,"-34.075","114.911","20210308",NA,"West Coast","No-take",NA,"44","Claude","Yes","No",NA,NA,"RAW2","CON1"
"2021-03_West-Coast_BOSS","133","20210308_0735-1537_TOP_0038.mp4","0.58531","Labridae","Choerodon","rubescens",2,NA,NA,"-34.075","114.911","20210308",NA,"West Coast","No-take",NA,"44","Claude","Yes","No",NA,NA,"RAW2","CON1"
"2021-03_West-Coast_BOSS","133","20210308_0735-1537_TOP_0038.mp4","1.26015","Labridae","Pseudolabrus","biserialis",5,NA,NA,"-34.075","114.911","20210308",NA,"West Coast","No-take",NA,"44","Claude","Yes","No",NA,NA,"RAW2","CON1"
"2021-03_West-Coast_BOSS","133","20210308_0735-1537_TOP_0037.mp4","0.07813","Pomacentridae","Chromis","klunzingeri",25,NA,NA,"-34.075","114.911","20210308",NA,"West Coast","No-take",NA,"44","Claude","Yes","No",NA,NA,"RAW2","CON1"
"2021-03_West-Coast_BOSS","133","20210308_0735-1537_TOP_0038.mp4","0.90757","Scorpididae","Neatypus","obliquus",38,NA,NA,"-34.075","114.911","20210308",NA,"West Coast","No-take",NA,"44","Claude","Yes","No",NA,NA,"RAW2","CON1"
"2021-03_West-Coast_BOSS","133","20210308_0735-1537_TOP_0038.mp4","0.40652","Scorpididae","Scorpis","georgiana",1,NA,NA,"-34.075","114.911","20210308",NA,"West Coast","No-take",NA,"44","Claude","Yes","No",NA,NA,"RAW2","CON1"
"2021-03_West-Coast_BOSS","133","20210308_0735-1537_TOP_0038.mp4","0.89562","Scorpididae","Tilodon","sexfasciatus",1,NA,NA,"-34.075","114.911","20210308",NA,"West Coast","No-take",NA,"44","Claude","Yes","No",NA,NA,"RAW2","CON1"
"2021-03_West-Coast_BOSS","133","20210308_0735-1537_TOP_0038.mp4","1.78289","Serranidae","Caesioperca","spp",2,NA,NA,"-34.075","114.911","20210308",NA,"West Coast","No-take",NA,"44","Claude","Yes","No",NA,NA,"RAW2","CON1"
"2021-03_West-Coast_BOSS","133","20210308_0735-1537_TOP_0038.mp4","0.40652","Serranidae","Epinephelides","armatus",1,NA,NA,"-34.075","114.911","20210308",NA,"West Coast","No-take",NA,"44","Claude","Yes","No",NA,NA,"RAW2","CON1"
"2021-03_West-Coast_BOSS","133","20210308_0735-1537_TOP_0038.mp4","1.11083","Sparidae","Chrysophrys","auratus",1,NA,NA,"-34.075","114.911","20210308",NA,"West Coast","No-take",NA,"44","Claude","Yes","No",NA,NA,"RAW2","CON1"
"2021-03_West-Coast_BOSS","134","20210309_0735-1530_TOP_0023_0001.mp4","1.34996","Labridae","Austrolabrus","maculatus",1,NA,NA,"-34.0631","114.857","20210309",NA,"West Coast","No-take",NA,"41.7","Claude","Yes","No",NA,NA,"RAW2","CON1"
"2021-03_West-Coast_BOSS","134","20210309_0735-1530_TOP_0023_0001.mp4","1.37916","Labridae","Ophthalmolepis","lineolatus",4,NA,NA,"-34.0631","114.857","20210309",NA,"West Coast","No-take",NA,"41.7","Claude","Yes","No",NA,NA,"RAW2","CON1"
"2021-03_West-Coast_BOSS","134","20210309_0735-1530_TOP_0023_0001.mp4","1.10388","Labridae","Pseudolabrus","biserialis",10,NA,NA,"-34.0631","114.857","20210309",NA,"West Coast","No-take",NA,"41.7","Claude","Yes","No",NA,NA,"RAW2","CON1"
"2021-03_West-Coast_BOSS","134","20210309_0735-1530_TOP_0023_0001.mp4","0.43683","Mullidae","Upeneichthys","vlamingii",1,NA,NA,"-34.0631","114.857","20210309",NA,"West Coast","No-take",NA,"41.7","Claude","Yes","No",NA,NA,"RAW2","CON1"
"2021-03_West-Coast_BOSS","134","20210309_0735-1530_TOP_0023_0001.mp4","0.88422","Scorpididae","Neatypus","obliquus",2,NA,NA,"-34.0631","114.857","20210309",NA,"West Coast","No-take",NA,"41.7","Claude","Yes","No",NA,NA,"RAW2","CON1"
"2021-03_West-Coast_BOSS","135","20210311_0735-1315_TOP_0004.mp4","2.25503","Labridae","Suezichthys","bifurcatus",3,NA,NA,"-34.0516","114.77","20210311",NA,"West Coast","No-take",NA,"64.6","Claude","Yes","No",NA,NA,"RAW3","CON1"
"2021-03_West-Coast_BOSS","135","20210311_0735-1315_TOP_0004.mp4","2.85368","Monacanthidae","Meuschenia","scaber",2,NA,NA,"-34.0516","114.77","20210311",NA,"West Coast","No-take",NA,"64.6","Claude","Yes","No",NA,NA,"RAW3","CON1"
"2021-03_West-Coast_BOSS","135","20210311_0735-1315_TOP_0004.mp4","1.79568","Mullidae","Parupeneus","chrysopleuron",1,NA,NA,"-34.0516","114.77","20210311",NA,"West Coast","No-take",NA,"64.6","Claude","Yes","No",NA,NA,"RAW3","CON1"
"2021-03_West-Coast_BOSS","135","20210311_0735-1315_TOP_0004.mp4","1.95167","Scorpididae","Neatypus","obliquus",28,NA,NA,"-34.0516","114.77","20210311",NA,"West Coast","No-take",NA,"64.6","Claude","Yes","No",NA,NA,"RAW3","CON1"
"2021-03_West-Coast_BOSS","135","20210311_0735-1315_TOP_0004.mp4","2.56923","Serranidae","Caesioperca","spp",51,NA,NA,"-34.0516","114.77","20210311",NA,"West Coast","No-take",NA,"64.6","Claude","Yes","No",NA,NA,"RAW3","CON1"
"2021-03_West-Coast_BOSS","136","20210309_0735-1530_TOP_0019_0001.mp4","2.88288","Labridae","Ophthalmolepis","lineolatus",2,NA,NA,"-34.0891","114.833","20210309",NA,"West Coast","No-take",NA,"46","Claude","Yes","No",NA,NA,"RAW2","CON1"
"2021-03_West-Coast_BOSS","136","20210309_0735-1530_TOP_0018_0001.mp4","1.44200","Labridae","Pseudolabrus","biserialis",7,NA,NA,"-34.0891","114.833","20210309",NA,"West Coast","No-take",NA,"46","Claude","Yes","No",NA,NA,"RAW2","CON1"
