"campaignid","sample","family","genus","species","maxn","id"
"2021-03_West-Coast_BOSS","113","SUS","SUS","sus",1,"2021-03_West-Coast_BOSS 113"
"2021-03_West-Coast_BOSS","114","Labridae","Austrolabrus","maculatus",1,"2021-03_West-Coast_BOSS 114"
"2021-03_West-Coast_BOSS","114","Labridae","Coris","auricularis",4,"2021-03_West-Coast_BOSS 114"
"2021-03_West-Coast_BOSS","114","Labridae","Ophthalmolepis","lineolatus",1,"2021-03_West-Coast_BOSS 114"
"2021-03_West-Coast_BOSS","114","Labridae","Pseudolabrus","biserialis",6,"2021-03_West-Coast_BOSS 114"
"2021-03_West-Coast_BOSS","114","Pomacentridae","Chromis","klunzingeri",18,"2021-03_West-Coast_BOSS 114"
"2021-03_West-Coast_BOSS","114","Scorpididae","Neatypus","obliquus",2,"2021-03_West-Coast_BOSS 114"
"2021-03_West-Coast_BOSS","114","Serranidae","Caesioperca","spp",6,"2021-03_West-Coast_BOSS 114"
"2021-03_West-Coast_BOSS","115","Labridae","Suezichthys","bifurcatus",2,"2021-03_West-Coast_BOSS 115"
"2021-03_West-Coast_BOSS","115","Monacanthidae","Meuschenia","scaber",1,"2021-03_West-Coast_BOSS 115"
"2021-03_West-Coast_BOSS","116","Glaucosomatidae","Glaucosoma","hebraicum",2,"2021-03_West-Coast_BOSS 116"
"2021-03_West-Coast_BOSS","116","Labridae","Achoerodus","gouldii",2,"2021-03_West-Coast_BOSS 116"
"2021-03_West-Coast_BOSS","116","Labridae","Austrolabrus","maculatus",2,"2021-03_West-Coast_BOSS 116"
"2021-03_West-Coast_BOSS","116","Labridae","Coris","auricularis",7,"2021-03_West-Coast_BOSS 116"
"2021-03_West-Coast_BOSS","116","Labridae","Eupetrichthys","angustipes",1,"2021-03_West-Coast_BOSS 116"
"2021-03_West-Coast_BOSS","116","Labridae","Ophthalmolepis","lineolatus",1,"2021-03_West-Coast_BOSS 116"
"2021-03_West-Coast_BOSS","116","Labridae","Pseudolabrus","biserialis",8,"2021-03_West-Coast_BOSS 116"
"2021-03_West-Coast_BOSS","116","Scorpididae","Scorpis","georgiana",1,"2021-03_West-Coast_BOSS 116"
"2021-03_West-Coast_BOSS","117","Labridae","Suezichthys","bifurcatus",1,"2021-03_West-Coast_BOSS 117"
"2021-03_West-Coast_BOSS","118","Labridae","Eupetrichthys","angustipes",1,"2021-03_West-Coast_BOSS 118"
"2021-03_West-Coast_BOSS","118","Labridae","Ophthalmolepis","lineolatus",1,"2021-03_West-Coast_BOSS 118"
"2021-03_West-Coast_BOSS","118","Labridae","Pseudolabrus","biserialis",4,"2021-03_West-Coast_BOSS 118"
"2021-03_West-Coast_BOSS","118","Mullidae","Upeneichthys","vlamingii",1,"2021-03_West-Coast_BOSS 118"
"2021-03_West-Coast_BOSS","118","Pomacentridae","Chromis","klunzingeri",12,"2021-03_West-Coast_BOSS 118"
"2021-03_West-Coast_BOSS","119","Labridae","Suezichthys","bifurcatus",4,"2021-03_West-Coast_BOSS 119"
"2021-03_West-Coast_BOSS","119","Serranidae","Caesioperca","spp",3,"2021-03_West-Coast_BOSS 119"
"2021-03_West-Coast_BOSS","12","Cheilodactylidae","Nemadactylus","valenciennesi",1,"2021-03_West-Coast_BOSS 12"
"2021-03_West-Coast_BOSS","12","Labridae","Coris","auricularis",1,"2021-03_West-Coast_BOSS 12"
"2021-03_West-Coast_BOSS","12","Labridae","Pseudolabrus","biserialis",1,"2021-03_West-Coast_BOSS 12"
"2021-03_West-Coast_BOSS","12","Pempherididae","Pempheris","klunzingeri",11,"2021-03_West-Coast_BOSS 12"
"2021-03_West-Coast_BOSS","12","Pomacentridae","Chromis","klunzingeri",8,"2021-03_West-Coast_BOSS 12"
"2021-03_West-Coast_BOSS","12","Scorpididae","Neatypus","obliquus",13,"2021-03_West-Coast_BOSS 12"
"2021-03_West-Coast_BOSS","12","Serranidae","Epinephelides","armatus",2,"2021-03_West-Coast_BOSS 12"
"2021-03_West-Coast_BOSS","12","SUS","SUS","sus",1,"2021-03_West-Coast_BOSS 12"
"2021-03_West-Coast_BOSS","120","Labridae","Eupetrichthys","angustipes",2,"2021-03_West-Coast_BOSS 120"
"2021-03_West-Coast_BOSS","120","Labridae","Ophthalmolepis","lineolatus",3,"2021-03_West-Coast_BOSS 120"
"2021-03_West-Coast_BOSS","120","Labridae","Pseudolabrus","biserialis",2,"2021-03_West-Coast_BOSS 120"
"2021-03_West-Coast_BOSS","120","Mullidae","Upeneichthys","vlamingii",1,"2021-03_West-Coast_BOSS 120"
"2021-03_West-Coast_BOSS","120","Pomacentridae","Chromis","klunzingeri",1,"2021-03_West-Coast_BOSS 120"
"2021-03_West-Coast_BOSS","121","Gerreidae","Parequula","melbournensis",1,"2021-03_West-Coast_BOSS 121"
"2021-03_West-Coast_BOSS","121","Labridae","Ophthalmolepis","lineolatus",3,"2021-03_West-Coast_BOSS 121"
"2021-03_West-Coast_BOSS","121","Labridae","Pseudolabrus","biserialis",8,"2021-03_West-Coast_BOSS 121"
"2021-03_West-Coast_BOSS","121","Pomacentridae","Chromis","klunzingeri",1,"2021-03_West-Coast_BOSS 121"
"2021-03_West-Coast_BOSS","121","Scorpididae","Neatypus","obliquus",2,"2021-03_West-Coast_BOSS 121"
"2021-03_West-Coast_BOSS","122","Serranidae","Caesioperca","spp",11,"2021-03_West-Coast_BOSS 122"
"2021-03_West-Coast_BOSS","123","Labridae","Coris","auricularis",1,"2021-03_West-Coast_BOSS 123"
"2021-03_West-Coast_BOSS","123","Labridae","Suezichthys","bifurcatus",4,"2021-03_West-Coast_BOSS 123"
"2021-03_West-Coast_BOSS","123","Mullidae","Parupeneus","chrysopleuron",1,"2021-03_West-Coast_BOSS 123"
"2021-03_West-Coast_BOSS","123","SUS","SUS","sus",2,"2021-03_West-Coast_BOSS 123"
"2021-03_West-Coast_BOSS","124","Labridae","Coris","auricularis",11,"2021-03_West-Coast_BOSS 124"
"2021-03_West-Coast_BOSS","124","Labridae","Ophthalmolepis","lineolatus",3,"2021-03_West-Coast_BOSS 124"
"2021-03_West-Coast_BOSS","124","Scorpididae","Neatypus","obliquus",3,"2021-03_West-Coast_BOSS 124"
"2021-03_West-Coast_BOSS","125","Labridae","Pseudolabrus","biserialis",11,"2021-03_West-Coast_BOSS 125"
"2021-03_West-Coast_BOSS","125","Odacidae","Siphonognathus","spp",1,"2021-03_West-Coast_BOSS 125"
"2021-03_West-Coast_BOSS","125","Pomacentridae","Chromis","klunzingeri",10,"2021-03_West-Coast_BOSS 125"
"2021-03_West-Coast_BOSS","126","Labridae","Coris","auricularis",1,"2021-03_West-Coast_BOSS 126"
"2021-03_West-Coast_BOSS","126","Labridae","Ophthalmolepis","lineolatus",3,"2021-03_West-Coast_BOSS 126"
"2021-03_West-Coast_BOSS","126","Labridae","Pseudolabrus","biserialis",4,"2021-03_West-Coast_BOSS 126"
"2021-03_West-Coast_BOSS","126","Scorpididae","Neatypus","obliquus",1,"2021-03_West-Coast_BOSS 126"
"2021-03_West-Coast_BOSS","127","Chaetodontidae","Chelmonops","curiosus",1,"2021-03_West-Coast_BOSS 127"
"2021-03_West-Coast_BOSS","127","Glaucosomatidae","Glaucosoma","hebraicum",1,"2021-03_West-Coast_BOSS 127"
"2021-03_West-Coast_BOSS","127","Labridae","Coris","auricularis",1,"2021-03_West-Coast_BOSS 127"
"2021-03_West-Coast_BOSS","127","Labridae","Ophthalmolepis","lineolatus",2,"2021-03_West-Coast_BOSS 127"
"2021-03_West-Coast_BOSS","127","Labridae","Pseudolabrus","biserialis",4,"2021-03_West-Coast_BOSS 127"
"2021-03_West-Coast_BOSS","127","Pomacentridae","Chromis","klunzingeri",11,"2021-03_West-Coast_BOSS 127"
"2021-03_West-Coast_BOSS","127","Pomacentridae","Parma","bicolor",2,"2021-03_West-Coast_BOSS 127"
"2021-03_West-Coast_BOSS","127","Scorpididae","Neatypus","obliquus",10,"2021-03_West-Coast_BOSS 127"
"2021-03_West-Coast_BOSS","127","Scorpididae","Scorpis","aequipinnis",1,"2021-03_West-Coast_BOSS 127"
"2021-03_West-Coast_BOSS","127","Scorpididae","Scorpis","georgiana",2,"2021-03_West-Coast_BOSS 127"
"2021-03_West-Coast_BOSS","127","Serranidae","Caesioperca","spp",39,"2021-03_West-Coast_BOSS 127"
"2021-03_West-Coast_BOSS","128","Labridae","Coris","auricularis",56,"2021-03_West-Coast_BOSS 128"
"2021-03_West-Coast_BOSS","128","Labridae","Ophthalmolepis","lineolatus",1,"2021-03_West-Coast_BOSS 128"
"2021-03_West-Coast_BOSS","128","Labridae","Pseudolabrus","biserialis",6,"2021-03_West-Coast_BOSS 128"
"2021-03_West-Coast_BOSS","128","Pomacentridae","Chromis","klunzingeri",1,"2021-03_West-Coast_BOSS 128"
"2021-03_West-Coast_BOSS","129","Labridae","Suezichthys","bifurcatus",2,"2021-03_West-Coast_BOSS 129"
"2021-03_West-Coast_BOSS","129","Monacanthidae","Meuschenia","scaber",2,"2021-03_West-Coast_BOSS 129"
"2021-03_West-Coast_BOSS","129","Serranidae","Caesioperca","spp",44,"2021-03_West-Coast_BOSS 129"
"2021-03_West-Coast_BOSS","13","Labridae","Coris","auricularis",1,"2021-03_West-Coast_BOSS 13"
"2021-03_West-Coast_BOSS","13","Labridae","Ophthalmolepis","lineolatus",1,"2021-03_West-Coast_BOSS 13"
"2021-03_West-Coast_BOSS","13","Labridae","Pseudolabrus","biserialis",4,"2021-03_West-Coast_BOSS 13"
"2021-03_West-Coast_BOSS","13","Odacidae","Siphonognathus","spp",1,"2021-03_West-Coast_BOSS 13"
"2021-03_West-Coast_BOSS","13","Scorpididae","Neatypus","obliquus",2,"2021-03_West-Coast_BOSS 13"
"2021-03_West-Coast_BOSS","130","Callanthiidae","Callanthias","australis",1,"2021-03_West-Coast_BOSS 130"
"2021-03_West-Coast_BOSS","130","Glaucosomatidae","Glaucosoma","hebraicum",1,"2021-03_West-Coast_BOSS 130"
"2021-03_West-Coast_BOSS","130","Labridae","Coris","auricularis",2,"2021-03_West-Coast_BOSS 130"
"2021-03_West-Coast_BOSS","130","Labridae","Ophthalmolepis","lineolatus",3,"2021-03_West-Coast_BOSS 130"
"2021-03_West-Coast_BOSS","130","Labridae","Pseudolabrus","biserialis",5,"2021-03_West-Coast_BOSS 130"
"2021-03_West-Coast_BOSS","130","Pempherididae","Pempheris","klunzingeri",1,"2021-03_West-Coast_BOSS 130"
"2021-03_West-Coast_BOSS","130","Plesiopidae","Trachinops","noarlungae",81,"2021-03_West-Coast_BOSS 130"
"2021-03_West-Coast_BOSS","130","Pomacentridae","Chromis","klunzingeri",23,"2021-03_West-Coast_BOSS 130"
"2021-03_West-Coast_BOSS","130","Pomacentridae","Chromis","westaustralis",4,"2021-03_West-Coast_BOSS 130"
"2021-03_West-Coast_BOSS","130","Scorpididae","Neatypus","obliquus",1,"2021-03_West-Coast_BOSS 130"
"2021-03_West-Coast_BOSS","131","Labridae","Suezichthys","bifurcatus",3,"2021-03_West-Coast_BOSS 131"
"2021-03_West-Coast_BOSS","131","Monacanthidae","Meuschenia","scaber",1,"2021-03_West-Coast_BOSS 131"
"2021-03_West-Coast_BOSS","131","Serranidae","Caesioperca","spp",4,"2021-03_West-Coast_BOSS 131"
"2021-03_West-Coast_BOSS","132","Chaetodontidae","Chelmonops","curiosus",1,"2021-03_West-Coast_BOSS 132"
"2021-03_West-Coast_BOSS","132","Labridae","Coris","auricularis",2,"2021-03_West-Coast_BOSS 132"
"2021-03_West-Coast_BOSS","132","Labridae","Ophthalmolepis","lineolatus",5,"2021-03_West-Coast_BOSS 132"
"2021-03_West-Coast_BOSS","132","Mullidae","Upeneichthys","vlamingii",1,"2021-03_West-Coast_BOSS 132"
"2021-03_West-Coast_BOSS","132","Plesiopidae","Trachinops","noarlungae",10,"2021-03_West-Coast_BOSS 132"
"2021-03_West-Coast_BOSS","132","Pomacentridae","Chromis","klunzingeri",2,"2021-03_West-Coast_BOSS 132"
"2021-03_West-Coast_BOSS","132","Scorpididae","Neatypus","obliquus",31,"2021-03_West-Coast_BOSS 132"
"2021-03_West-Coast_BOSS","132","Serranidae","Caesioperca","spp",4,"2021-03_West-Coast_BOSS 132"
"2021-03_West-Coast_BOSS","132","Serranidae","Epinephelides","armatus",1,"2021-03_West-Coast_BOSS 132"
"2021-03_West-Coast_BOSS","133","Acanthuridae","Naso","tuberosus",1,"2021-03_West-Coast_BOSS 133"
"2021-03_West-Coast_BOSS","133","Carangidae","Unknown","sp10",2,"2021-03_West-Coast_BOSS 133"
"2021-03_West-Coast_BOSS","133","Cheilodactylidae","Nemadactylus","valenciennesi",1,"2021-03_West-Coast_BOSS 133"
"2021-03_West-Coast_BOSS","133","Glaucosomatidae","Glaucosoma","hebraicum",3,"2021-03_West-Coast_BOSS 133"
"2021-03_West-Coast_BOSS","133","Labridae","Choerodon","rubescens",2,"2021-03_West-Coast_BOSS 133"
"2021-03_West-Coast_BOSS","133","Labridae","Pseudolabrus","biserialis",5,"2021-03_West-Coast_BOSS 133"
"2021-03_West-Coast_BOSS","133","Pomacentridae","Chromis","klunzingeri",25,"2021-03_West-Coast_BOSS 133"
"2021-03_West-Coast_BOSS","133","Scorpididae","Neatypus","obliquus",38,"2021-03_West-Coast_BOSS 133"
"2021-03_West-Coast_BOSS","133","Scorpididae","Scorpis","georgiana",1,"2021-03_West-Coast_BOSS 133"
"2021-03_West-Coast_BOSS","133","Scorpididae","Tilodon","sexfasciatus",1,"2021-03_West-Coast_BOSS 133"
"2021-03_West-Coast_BOSS","133","Serranidae","Caesioperca","spp",2,"2021-03_West-Coast_BOSS 133"
"2021-03_West-Coast_BOSS","133","Serranidae","Epinephelides","armatus",1,"2021-03_West-Coast_BOSS 133"
"2021-03_West-Coast_BOSS","133","Sparidae","Chrysophrys","auratus",1,"2021-03_West-Coast_BOSS 133"
"2021-03_West-Coast_BOSS","134","Labridae","Austrolabrus","maculatus",1,"2021-03_West-Coast_BOSS 134"
"2021-03_West-Coast_BOSS","134","Labridae","Ophthalmolepis","lineolatus",4,"2021-03_West-Coast_BOSS 134"
"2021-03_West-Coast_BOSS","134","Labridae","Pseudolabrus","biserialis",10,"2021-03_West-Coast_BOSS 134"
"2021-03_West-Coast_BOSS","134","Mullidae","Upeneichthys","vlamingii",1,"2021-03_West-Coast_BOSS 134"
"2021-03_West-Coast_BOSS","134","Scorpididae","Neatypus","obliquus",2,"2021-03_West-Coast_BOSS 134"
"2021-03_West-Coast_BOSS","135","Labridae","Suezichthys","bifurcatus",3,"2021-03_West-Coast_BOSS 135"
"2021-03_West-Coast_BOSS","135","Monacanthidae","Meuschenia","scaber",2,"2021-03_West-Coast_BOSS 135"
"2021-03_West-Coast_BOSS","135","Mullidae","Parupeneus","chrysopleuron",1,"2021-03_West-Coast_BOSS 135"
"2021-03_West-Coast_BOSS","135","Scorpididae","Neatypus","obliquus",28,"2021-03_West-Coast_BOSS 135"
"2021-03_West-Coast_BOSS","135","Serranidae","Caesioperca","spp",51,"2021-03_West-Coast_BOSS 135"
"2021-03_West-Coast_BOSS","136","Labridae","Ophthalmolepis","lineolatus",2,"2021-03_West-Coast_BOSS 136"
"2021-03_West-Coast_BOSS","136","Labridae","Pseudolabrus","biserialis",7,"2021-03_West-Coast_BOSS 136"
"2021-03_West-Coast_BOSS","136","Pomacentridae","Chromis","klunzingeri",3,"2021-03_West-Coast_BOSS 136"
"2021-03_West-Coast_BOSS","136","Scorpididae","Neatypus","obliquus",5,"2021-03_West-Coast_BOSS 136"
"2021-03_West-Coast_BOSS","136","Serranidae","Caesioperca","spp",4,"2021-03_West-Coast_BOSS 136"
"2021-03_West-Coast_BOSS","137","Cheilodactylidae","Nemadactylus","valenciennesi",2,"2021-03_West-Coast_BOSS 137"
"2021-03_West-Coast_BOSS","137","Labridae","Austrolabrus","maculatus",1,"2021-03_West-Coast_BOSS 137"
"2021-03_West-Coast_BOSS","137","Labridae","Coris","auricularis",23,"2021-03_West-Coast_BOSS 137"
"2021-03_West-Coast_BOSS","137","Labridae","Ophthalmolepis","lineolatus",1,"2021-03_West-Coast_BOSS 137"
"2021-03_West-Coast_BOSS","137","Labridae","Pseudolabrus","biserialis",1,"2021-03_West-Coast_BOSS 137"
"2021-03_West-Coast_BOSS","138","Labridae","Ophthalmolepis","lineolatus",2,"2021-03_West-Coast_BOSS 138"
"2021-03_West-Coast_BOSS","138","Labridae","Pseudolabrus","biserialis",7,"2021-03_West-Coast_BOSS 138"
"2021-03_West-Coast_BOSS","138","Parascylliidae","Parascyllium","variolatum",1,"2021-03_West-Coast_BOSS 138"
"2021-03_West-Coast_BOSS","138","Pempheridae","Parapriacanthus","elongatus",254,"2021-03_West-Coast_BOSS 138"
"2021-03_West-Coast_BOSS","138","Scorpididae","Tilodon","sexfasciatus",1,"2021-03_West-Coast_BOSS 138"
"2021-03_West-Coast_BOSS","139","Labridae","Pseudolabrus","biserialis",1,"2021-03_West-Coast_BOSS 139"
"2021-03_West-Coast_BOSS","139","Scorpididae","Neatypus","obliquus",2,"2021-03_West-Coast_BOSS 139"
"2021-03_West-Coast_BOSS","14","Labridae","Austrolabrus","maculatus",4,"2021-03_West-Coast_BOSS 14"
"2021-03_West-Coast_BOSS","14","Labridae","Coris","auricularis",1,"2021-03_West-Coast_BOSS 14"
"2021-03_West-Coast_BOSS","14","Labridae","Eupetrichthys","angustipes",1,"2021-03_West-Coast_BOSS 14"
"2021-03_West-Coast_BOSS","14","Labridae","Pseudolabrus","biserialis",2,"2021-03_West-Coast_BOSS 14"
"2021-03_West-Coast_BOSS","14","Pentacerotidae","Pentaceropsis","recurvirostris",1,"2021-03_West-Coast_BOSS 14"
"2021-03_West-Coast_BOSS","14","Pomacentridae","Chromis","klunzingeri",1,"2021-03_West-Coast_BOSS 14"
"2021-03_West-Coast_BOSS","14","Scorpididae","Neatypus","obliquus",2,"2021-03_West-Coast_BOSS 14"
"2021-03_West-Coast_BOSS","140","Labridae","Coris","auricularis",1,"2021-03_West-Coast_BOSS 140"
"2021-03_West-Coast_BOSS","140","Monacanthidae","Unknown","spp",1,"2021-03_West-Coast_BOSS 140"
"2021-03_West-Coast_BOSS","140","Serranidae","Caesioperca","spp",10,"2021-03_West-Coast_BOSS 140"
"2021-03_West-Coast_BOSS","142","Labridae","Coris","auricularis",1,"2021-03_West-Coast_BOSS 142"
"2021-03_West-Coast_BOSS","142","Labridae","Ophthalmolepis","lineolatus",2,"2021-03_West-Coast_BOSS 142"
"2021-03_West-Coast_BOSS","142","Labridae","Pseudolabrus","biserialis",5,"2021-03_West-Coast_BOSS 142"
"2021-03_West-Coast_BOSS","142","Ostraciidae","Aracana","aurita",1,"2021-03_West-Coast_BOSS 142"
"2021-03_West-Coast_BOSS","142","Pomacentridae","Chromis","klunzingeri",6,"2021-03_West-Coast_BOSS 142"
"2021-03_West-Coast_BOSS","142","Scorpididae","Neatypus","obliquus",1,"2021-03_West-Coast_BOSS 142"
"2021-03_West-Coast_BOSS","142","Serranidae","Caesioperca","spp",6,"2021-03_West-Coast_BOSS 142"
"2021-03_West-Coast_BOSS","142","SUS","SUS","sus",1,"2021-03_West-Coast_BOSS 142"
"2021-03_West-Coast_BOSS","143","Labridae","Coris","auricularis",3,"2021-03_West-Coast_BOSS 143"
"2021-03_West-Coast_BOSS","143","Labridae","Suezichthys","bifurcatus",2,"2021-03_West-Coast_BOSS 143"
"2021-03_West-Coast_BOSS","143","Scorpididae","Neatypus","obliquus",16,"2021-03_West-Coast_BOSS 143"
"2021-03_West-Coast_BOSS","143","Scorpididae","Scorpis","aequipinnis",1,"2021-03_West-Coast_BOSS 143"
"2021-03_West-Coast_BOSS","143","Serranidae","Caesioperca","spp",37,"2021-03_West-Coast_BOSS 143"
"2021-03_West-Coast_BOSS","144","Labridae","Coris","auricularis",1,"2021-03_West-Coast_BOSS 144"
"2021-03_West-Coast_BOSS","144","Labridae","Ophthalmolepis","lineolatus",1,"2021-03_West-Coast_BOSS 144"
"2021-03_West-Coast_BOSS","144","Labridae","Pseudolabrus","biserialis",3,"2021-03_West-Coast_BOSS 144"
"2021-03_West-Coast_BOSS","144","Mullidae","Upeneichthys","vlamingii",1,"2021-03_West-Coast_BOSS 144"
"2021-03_West-Coast_BOSS","144","Pomacentridae","Chromis","klunzingeri",45,"2021-03_West-Coast_BOSS 144"
"2021-03_West-Coast_BOSS","144","Scorpididae","Neatypus","obliquus",1,"2021-03_West-Coast_BOSS 144"
"2021-03_West-Coast_BOSS","144","Serranidae","Caesioperca","spp",9,"2021-03_West-Coast_BOSS 144"
"2021-03_West-Coast_BOSS","146","Labridae","Coris","auricularis",1,"2021-03_West-Coast_BOSS 146"
"2021-03_West-Coast_BOSS","146","Labridae","Pseudolabrus","biserialis",1,"2021-03_West-Coast_BOSS 146"
"2021-03_West-Coast_BOSS","146","Labridae","Suezichthys","bifurcatus",3,"2021-03_West-Coast_BOSS 146"
"2021-03_West-Coast_BOSS","146","Mullidae","Parupeneus","chrysopleuron",1,"2021-03_West-Coast_BOSS 146"
"2021-03_West-Coast_BOSS","146","Serranidae","Caesioperca","spp",28,"2021-03_West-Coast_BOSS 146"
"2021-03_West-Coast_BOSS","147","Labridae","Austrolabrus","maculatus",1,"2021-03_West-Coast_BOSS 147"
"2021-03_West-Coast_BOSS","147","Labridae","Ophthalmolepis","lineolatus",1,"2021-03_West-Coast_BOSS 147"
"2021-03_West-Coast_BOSS","147","Serranidae","Caesioperca","spp",1,"2021-03_West-Coast_BOSS 147"
"2021-03_West-Coast_BOSS","148","Carangidae","Pseudocaranx","spp",1,"2021-03_West-Coast_BOSS 148"
"2021-03_West-Coast_BOSS","148","Labridae","Choerodon","rubescens",2,"2021-03_West-Coast_BOSS 148"
"2021-03_West-Coast_BOSS","148","Scorpididae","Neatypus","obliquus",7,"2021-03_West-Coast_BOSS 148"
"2021-03_West-Coast_BOSS","148","Scorpididae","Scorpis","aequipinnis",1,"2021-03_West-Coast_BOSS 148"
"2021-03_West-Coast_BOSS","148","Scorpididae","Tilodon","sexfasciatus",1,"2021-03_West-Coast_BOSS 148"
"2021-03_West-Coast_BOSS","149","Labridae","Austrolabrus","maculatus",2,"2021-03_West-Coast_BOSS 149"
"2021-03_West-Coast_BOSS","149","Labridae","Coris","auricularis",15,"2021-03_West-Coast_BOSS 149"
"2021-03_West-Coast_BOSS","149","Labridae","Eupetrichthys","angustipes",1,"2021-03_West-Coast_BOSS 149"
"2021-03_West-Coast_BOSS","149","Labridae","Ophthalmolepis","lineolatus",5,"2021-03_West-Coast_BOSS 149"
"2021-03_West-Coast_BOSS","149","Labridae","Pseudolabrus","biserialis",8,"2021-03_West-Coast_BOSS 149"
"2021-03_West-Coast_BOSS","15","Labridae","Suezichthys","bifurcatus",5,"2021-03_West-Coast_BOSS 15"
"2021-03_West-Coast_BOSS","15","Scorpididae","Neatypus","obliquus",10,"2021-03_West-Coast_BOSS 15"
"2021-03_West-Coast_BOSS","150","Labridae","Pseudolabrus","biserialis",5,"2021-03_West-Coast_BOSS 150"
"2021-03_West-Coast_BOSS","150","Scorpididae","Neatypus","obliquus",2,"2021-03_West-Coast_BOSS 150"
"2021-03_West-Coast_BOSS","16","Carangidae","Pseudocaranx","spp",2,"2021-03_West-Coast_BOSS 16"
"2021-03_West-Coast_BOSS","16","Chaetodontidae","Chelmonops","curiosus",1,"2021-03_West-Coast_BOSS 16"
"2021-03_West-Coast_BOSS","16","Labridae","Austrolabrus","maculatus",1,"2021-03_West-Coast_BOSS 16"
"2021-03_West-Coast_BOSS","16","Labridae","Pseudolabrus","biserialis",2,"2021-03_West-Coast_BOSS 16"
"2021-03_West-Coast_BOSS","16","Pempheridae","Parapriacanthus","elongatus",150,"2021-03_West-Coast_BOSS 16"
"2021-03_West-Coast_BOSS","16","Scorpididae","Neatypus","obliquus",1,"2021-03_West-Coast_BOSS 16"
"2021-03_West-Coast_BOSS","17","SUS","SUS","sus",1,"2021-03_West-Coast_BOSS 17"
"2021-03_West-Coast_BOSS","18","Labridae","Coris","auricularis",6,"2021-03_West-Coast_BOSS 18"
"2021-03_West-Coast_BOSS","18","Labridae","Suezichthys","bifurcatus",5,"2021-03_West-Coast_BOSS 18"
"2021-03_West-Coast_BOSS","18","Monacanthidae","Meuschenia","scaber",1,"2021-03_West-Coast_BOSS 18"
"2021-03_West-Coast_BOSS","18","Mullidae","Parupeneus","chrysopleuron",1,"2021-03_West-Coast_BOSS 18"
"2021-03_West-Coast_BOSS","18","Serranidae","Caesioperca","spp",33,"2021-03_West-Coast_BOSS 18"
"2021-03_West-Coast_BOSS","19","Chaetodontidae","Chelmonops","curiosus",2,"2021-03_West-Coast_BOSS 19"
"2021-03_West-Coast_BOSS","19","Cheilodactylidae","Nemadactylus","valenciennesi",1,"2021-03_West-Coast_BOSS 19"
"2021-03_West-Coast_BOSS","19","Labridae","Bodianus","frenchii",1,"2021-03_West-Coast_BOSS 19"
"2021-03_West-Coast_BOSS","19","Labridae","Coris","auricularis",2,"2021-03_West-Coast_BOSS 19"
"2021-03_West-Coast_BOSS","19","Labridae","Ophthalmolepis","lineolatus",1,"2021-03_West-Coast_BOSS 19"
"2021-03_West-Coast_BOSS","19","Labridae","Pseudolabrus","biserialis",3,"2021-03_West-Coast_BOSS 19"
"2021-03_West-Coast_BOSS","19","Pempheridae","Parapriacanthus","elongatus",110,"2021-03_West-Coast_BOSS 19"
"2021-03_West-Coast_BOSS","19","Pempherididae","Pempheris","klunzingeri",87,"2021-03_West-Coast_BOSS 19"
"2021-03_West-Coast_BOSS","19","Pomacentridae","Parma","bicolor",1,"2021-03_West-Coast_BOSS 19"
"2021-03_West-Coast_BOSS","19","Scorpididae","Neatypus","obliquus",13,"2021-03_West-Coast_BOSS 19"
"2021-03_West-Coast_BOSS","2","Labridae","Coris","auricularis",1,"2021-03_West-Coast_BOSS 2"
"2021-03_West-Coast_BOSS","2","Labridae","Ophthalmolepis","lineolatus",1,"2021-03_West-Coast_BOSS 2"
"2021-03_West-Coast_BOSS","2","Labridae","Pseudolabrus","biserialis",3,"2021-03_West-Coast_BOSS 2"
"2021-03_West-Coast_BOSS","2","Labridae","Unknown","spp",1,"2021-03_West-Coast_BOSS 2"
"2021-03_West-Coast_BOSS","2","Pomacentridae","Chromis","klunzingeri",6,"2021-03_West-Coast_BOSS 2"
"2021-03_West-Coast_BOSS","2","Serranidae","Caesioperca","spp",1,"2021-03_West-Coast_BOSS 2"
"2021-03_West-Coast_BOSS","2","SUS","SUS","sus",18,"2021-03_West-Coast_BOSS 2"
"2021-03_West-Coast_BOSS","20","Labridae","Coris","auricularis",1,"2021-03_West-Coast_BOSS 20"
"2021-03_West-Coast_BOSS","20","Labridae","Pseudolabrus","biserialis",6,"2021-03_West-Coast_BOSS 20"
"2021-03_West-Coast_BOSS","20","Scorpididae","Neatypus","obliquus",4,"2021-03_West-Coast_BOSS 20"
"2021-03_West-Coast_BOSS","20","Serranidae","Caesioperca","spp",21,"2021-03_West-Coast_BOSS 20"
"2021-03_West-Coast_BOSS","21","Labridae","Bodianus","frenchii",3,"2021-03_West-Coast_BOSS 21"
"2021-03_West-Coast_BOSS","21","Labridae","Coris","auricularis",2,"2021-03_West-Coast_BOSS 21"
"2021-03_West-Coast_BOSS","21","Labridae","Pseudolabrus","biserialis",5,"2021-03_West-Coast_BOSS 21"
"2021-03_West-Coast_BOSS","21","Labridae","Suezichthys","bifurcatus",1,"2021-03_West-Coast_BOSS 21"
"2021-03_West-Coast_BOSS","21","Oplegnathidae","Oplegnathus","woodwardi",1,"2021-03_West-Coast_BOSS 21"
"2021-03_West-Coast_BOSS","21","Pomacentridae","Chromis","klunzingeri",2,"2021-03_West-Coast_BOSS 21"
