"sample","latitude","longitude","date","time","site","location","successful.count"
"34",-34.131334,114.866053,20200603,12:18:00,"c5","South-west","Yes"
"35",-34.134801,114.869348,20200603,12:23:00,"c5","South-west","Yes"
