"sample","latitude","longitude","date","time","site","location","successful.count","fov.Facing Up","fov.Open","broad.Consolidated","broad.Hydroids","broad.Macroalgae","broad.Seagrasses","broad.Sponges","broad.Stony corals","broad.Unconsolidated"
"J18",34.128679,114.924078,20201119,09:18:36,"MBH","June Sites","Y",12.1546961325967,87.8453038674033,2.06896551724138,0,89.6551724137931,3.44827586206897,2.75862068965517,0,2.06896551724138
"J19",34.122542,114.927818,20201119,11:11:13,"MBH","June Sites","Y",6.73575129533679,93.2642487046632,13.8364779874214,0,72.9559748427673,5.0314465408805,6.28930817610063,0,1.88679245283019
"J20",34.130219,114.820233,20201119,12:23:27,"MBH","June Sites","Y",0,100,40.1234567901235,0,40.1234567901235,4.93827160493827,9.25925925925926,0,5.55555555555556
"J21",34.128151,114.817448,20201119,11:18:42,"MBH","June Sites","Y",0,100,14.6067415730337,0,62.9213483146067,6.17977528089888,1.68539325842697,0,14.6067415730337
"J22",34.126271,114.819552,20201119,11:26:32,"MBH","June Sites","Y",20.1058201058201,79.8941798941799,23.0769230769231,0,69.2307692307692,0.699300699300699,3.4965034965035,0,3.4965034965035
"J24",34.118739,114.826402,20201119,09:28:14,"MBH","June Sites","Y",0,100,7.33333333333333,0,54,2.66666666666667,1.33333333333333,0,34.6666666666667
"J25",34.116829,114.828432,20201119,09:43:40,"MBH","June Sites","Y",0,100,2.42424242424242,0,66.6666666666667,21.8181818181818,1.21212121212121,0,7.87878787878788
"J26",34.120881,114.828907,20201119,09:35:38,"MBH","June Sites","Y",0,100,3.79746835443038,0,78.4810126582278,6.9620253164557,6.32911392405063,0,4.43037974683544
"J27",34.121824,114.832898,20201119,10:31:14,"MBH","June Sites","Y",0,100,0,0,91.358024691358,4.93827160493827,3.08641975308642,0,0.617283950617284
"J28",34.112916,114.852137,20201119,10:09:12,"MBH","June Sites","Y",0,100,0.581395348837209,0,71.5116279069768,11.6279069767442,10.4651162790698,0,5.81395348837209
"J29",34.111084,114.855648,20201119,10:16:30,"MBH","June Sites","Y",0,100,2.18579234972678,0,51.9125683060109,19.672131147541,2.73224043715847,0,23.4972677595628
"J30",34.112094,114.85946,20201119,10:01:46,"MBH","June Sites","Y",0.625,99.375,5.46448087431694,0,62.2950819672131,25.6830601092896,4.37158469945355,1.63934426229508,0.546448087431694
"J31",34.116007,114.860738,20201119,10:24:15,"MBH","June Sites","Y",0,100,7.78443113772455,0,56.2874251497006,25.748502994012,5.38922155688623,0,4.79041916167665
"J32",34.130076,114.86109,20201119,09:54:43,"MBH","June Sites","Y",0,100,6.4327485380117,0,66.6666666666667,16.9590643274854,0,0,9.94152046783626
"J33",34.133067,114.8627,20201119,11:57:39,"MBH","June Sites","Y",9.55056179775281,90.4494382022472,17.9487179487179,0,66.6666666666667,3.2051282051282,4.48717948717949,0,7.69230769230769
"J34",34.131334,114.866053,20201119,11:34:05,"MBH","June Sites","Y",4.25531914893617,95.7446808510638,14.6739130434783,0,72.8260869565217,4.34782608695652,3.80434782608696,0,4.34782608695652
"J35",34.134801,114.869348,20201119,11:49:38,"MBH","June Sites","Y",3.86740331491713,96.1325966850829,32.7586206896552,0,40.8045977011494,1.72413793103448,2.8735632183908,0.574712643678161,21.264367816092
"J36",34.130484,114.878263,20201119,11:41:09,"MBH","June Sites","Y",6.91489361702128,93.0851063829787,27.6729559748428,0,64.7798742138365,2.51572327044025,2.51572327044025,0,2.51572327044025
"J37",34.126354,114.878937,20201119,12:12:46,"MBH","June Sites","Y",0,100,14.3646408839779,0,40.8839779005525,0,3.31491712707182,0,41.4364640883978
"J38",34.127912,114.883938,20201119,12:04:47,"MBH","June Sites","Y",1.61290322580645,98.3870967741936,0,0,36.144578313253,0,1.80722891566265,0,62.0481927710843
