"Date","Sample","Time.bottom","Time.end","Depth","Raw.hdd.number","Con.hdd.number","Longitude","Latitude","Comment","Forwards.habitat.exported","Downwards.habitat.exported","Forwards.habitat.completed","Downwards.habitat.completed","Habitat.notes","Site","Location","Status","Observer","Successful.count","Successful.length","Video.notes","Maxn.analyst","Maxn.complete.yyyymmdd","Maxn.checker","Length.analyst","Length.complete.date.yyyymmdd","Notes","forwards.habitat.north.exported","forwards.habitat.north.annotated","forwards.habitat.east.exported","forwards.habitat.east.annotated","forwards.habitat.south.exported","forwards.habitat.south.annotated","forwards.habitat.west.exported","forwards.habitat.west.annotated"
20201104,"308","11:08:18","11:11",125,"BU4","CON1",114.7189,-34.1087,"","Y","Y",NA,"Y","",NA,NA,NA,"Claude","Y",NA,"","Claude",20210315,"Rachel",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201104,"333","11:20:14","11:23",125,"BU4","CON1",114.7289,-34.1112,"","Y","Y",NA,"","",NA,NA,NA,"Claude","Y",NA,"","Claude",20210315,"Rachel",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201104,"307","12:18:00","12:21",119,"BU4","CON1",114.7251,-34.113,"says 95 but it's 307 -Battery change","Y","Y",NA,"Y","",NA,NA,NA,"Claude","Y",NA,"","Claude",20210315,"Rachel",NA,NA,"no fish","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201104,"95","12:33:38","12:36",127,"BU4","CON1",114.7264,-34.1187,"","Y","Y",NA,"","",NA,NA,NA,"Claude","Y",NA,"","Claude",20210315,"Rachel",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201104,"98","12:50:15","12:53",128,"BU4","CON1",114.7339,-34.1262,"","Y","Y",NA,"","",NA,NA,NA,"Claude","Y",NA,"","Claude",20210315,"Rachel",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201104,"110","13:03:23","13:06",129,"BU4","CON1",114.7314,-34.1337,"","Y","Y",NA,"Y","",NA,NA,NA,"Claude","Y",NA,"","Claude",20210315,"Rachel",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201104,"96","13:16:25","13:28",126,"BU4","CON1",114.7289,-34.1412,"","Y","Y",NA,"","",NA,NA,NA,"Claude","Y",NA,"","Claude",20210315,"Rachel",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201104,"377","13:36:50","13:39",115,"BU4","CON1",114.7364,-34.1362,"","Y","Y",NA,"","",NA,NA,NA,"Claude","Y",NA,"","Claude",20210315,"Rachel",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201104,"59","13:49:33","13:52",110,"BU4","CON1",114.7589,-34.1387,"","Y","Y",NA,"","",NA,NA,NA,"Claude","Y",NA,"","Claude",20210315,"Rachel",NA,NA,"no fish","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201104,"58","14:02:50","14:05",94.3,"BU4","CON1",114.7664,-34.1412,"","Y","Y",NA,"","",NA,NA,NA,"Claude","Y",NA,"","Claude",20210315,"Rachel",NA,NA,"no fish","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201104,"62","14:13:05","14:16",108,"BU4","CON1",114.7739,-34.1362,"Checked Cameras - 418 off","Y","Y",NA,"","",NA,NA,NA,"Claude","Y",NA,"","Claude",20210315,"Rachel",NA,NA,"no fish","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201104,"297","14:33:05","14:36",115,"BU4","CON1",114.7664,-34.1337,"297 not 314","Y","Y",NA,"Y","",NA,NA,NA,"Claude","Y",NA,"","Claude",20210315,"Rachel",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201104,"295","14:43:23","14:46",112,"BU4","CON1",114.7489,-34.1062,"","Y","Y",NA,"Y","very blurry",NA,NA,NA,"Claude","Y",NA,"","Claude",20210315,"Rachel",NA,NA,"no fish","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201104,"331","14:53:29","14:56",111,"BU4","CON1",114.7539,-34.1037,"","Y","Y",NA,"","",NA,NA,NA,"Claude","Y",NA,"","Claude",20210315,"Rachel",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201104,"313","15:04","15:07",105,"BU4","CON1",114.7501,-34.0984,"Sth light off when back on board","Y","Y",NA,"Y","",NA,NA,NA,"Claude","Y",NA,"","Claude",20210315,"Rachel",NA,NA,"tinies fish ever","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201107,"282","06:52:16","06:55",147,"BU4","",114.7339,-34.1262,"Lost BRUV site, No sign of floats, checked 422","Y","Y",NA,"Y","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201107,"265","07:07:03","07:10",148,"BU4","",114.5439,-34.1462,"","Y","Y",NA,"Y","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201107,"340","07:21:23","07:24",148,"BU4","",114.5364,-34.1487,"","Y","Y",NA,"","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201107,"281","07:34:00","07:37",147,"BU4","",114.5378,-34.143,"","Y","Y",NA,"","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201107,"283","07:44:40","07:47",149,"BU4","",114.5414,-34.1387,"","Y","Y",NA,"Y","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201107,"342","08:22:30","08:25",229,"BU4","",114.5364,-34.1387,"Checked 425- Hapuka","Y","Y",NA,"","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201107,"288","08:39:29","08:42",201,"BU4","",114.4752,-34.0958,"Hapuka and nanni","Y","Y",NA,"Y","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201107,"274","08:51:59","08:55",218,"BU4","",114.4814,-34.0912,"Kye - need to redo N and E habitat","Y","Y",NA,"","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201107,"287","09:00:00","09:00:00",NA,"BU4","",114.4764,-34.0912,"Too Deep Did not Deploy- 300m","","",NA,"","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA
20201107,"286","09:13:10","09:17",203,"BU4","",114.4739,-34.0787,"","Y","Y",NA,"Y","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201107,"285","09:26:10","09:29",215,"BU4","",114.4789,-34.0787,"","Y","Y",NA,"Y","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201107,"341","09:39:17","09:42",215,"BU4","",114.4764,-34.0737,"Changed All Batteries","Y","Y",NA,"","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201107,"284","10:33:35","10:36",230,"BU4","CON1",114.4776,-34.0725,"Kye - need to redo N and E habitat","Y","Y",NA,"Y","",NA,NA,NA,"Claude","Y",NA,"","Claude",20210318,"Rachel",NA,NA,"sharkies","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201107,"321","10:54:39","10:57",242,"BU4","CON1",114.4764,-34.0662,"","Y","Y",NA,"","",NA,NA,NA,"Claude","Y",NA,"","Claude",20210318,"Rachel",NA,NA,"drops onto school of callanthias, some unknowns at the end","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201107,"358","11:08:35","11:11",213,"BU4","CON1",114.4681,-34.0482,"","Y","Y",NA,"","",NA,NA,NA,"Claude","Y",NA,"","Claude",20210318,"Rachel",NA,NA,"ayraud chasing boss up","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201107,"360","11:22:49","11:25",255,"BU4","CON1",114.4764,-34.0462,"","Y","Y",NA,"","",NA,NA,NA,"Claude","Y",NA,"","Claude",20210318,"Rachel",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201107,"248","11:36","11:39",154,"BU4","CON1",114.4714,-34.0437,"Time in not accurate","Y","Y",NA,"Y","",NA,NA,NA,"Claude","Y",NA,"","Claude",20210318,"Rachel",NA,NA,"tiny boi","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201107,"135","11:51:47","11:54",170,"BU4","CON1",114.4889,-34.0362,"","Y","Y",NA,"Y","",NA,NA,NA,"Claude","Y",NA,"","Claude",20210318,"Rachel",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201107,"247","12:03:22","12:06",197,"BU4","CON1",114.4839,-34.0337,"","Y","Y",NA,"Y","",NA,NA,NA,"Claude","Y",NA,"","Claude",20210318,"Rachel",NA,NA,"weird fish","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201107,"136","12:16:17","12:19",180,"BU4","CON1",114.4789,-34.0337,"Checked Cameras - West light off","Y","Y",NA,"Y","",NA,NA,NA,"Claude","Y",NA,"","Claude",20210318,"Rachel",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201107,"76","12:33:47","12:36",233,"BU4","CON1",114.4789,-34.0287,"Kye - need to redo N habitat","Y","Y",NA,"","",NA,NA,NA,"Claude","Y",NA,"","Claude",20210318,"Rachel",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201107,"78","12:49:14","12:52",219,"BU4","CON1",114.4689,-34.0237,"","Y","Y",NA,"","",NA,NA,NA,"Claude","Y",NA,"","Claude",20210318,"Rachel",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201107,"63","13:02:42","13:05",203,"BU4","CON1",114.4689,-34.0162,"","Y","Y",NA,"","",NA,NA,NA,"Claude","Y",NA,"","Claude",20210318,"Rachel",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201107,"77","13:16:24","13:19",221,"BU4","CON1",114.4739,-34.0112,"Changed 426 Battery","Y","Y",NA,"","",NA,NA,NA,"Claude","Y",NA,"","Claude",20210318,"Rachel",NA,NA,"far off grubfish, probably naevosa","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201107,"347","13:44:04","13:47",146,"BU4","",114.4664,-34.0112,"","Y","Y",NA,"","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201107,"322","13:56:13","13:59",145,"BU4","",114.5414,-34.0287,"","Y","Y",NA,"Y","epiphyte macroalgae growing on sponge",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201107,"346","14:08","14:11",145,"BU4","",114.5439,-34.0327,"Time in not accurate","Y","Y",NA,"","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201107,"345","14:17:40","14:20",146,"BU4","",114.5464,-34.0262,"","Y","Y",NA,"","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201108,"49","07:03:31","07:06",130,"BU5","CON1",114.5514,-34.0287,"Cameras turned on at 6:30AM","Y","Y",NA,"","",NA,NA,NA,"Rachel","y",NA,"","Rachel",20210310,"Claude",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201108,"47","07:14:14","07:14",127,"BU5","CON1",114.7064,-34.0612,"","Y","Y",NA,"","",NA,NA,NA,"Rachel","y",NA,"","Rachel",20210310,"Claude",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201108,"46","07:25:59","07:29",125,"BU5","CON1",114.7114,-34.0637,"Sponge garden","Y","Y",NA,"","",NA,NA,NA,"Rachel","y",NA,"","Rachel",20210310,"Claude",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201108,"290","07:38:01","07:41",124,"BU5","CON1",114.7114,-34.0687,"","Y","Y",NA,"Y","very blurry",NA,NA,NA,"Rachel","y",NA,"","Rachel",20210311,"Claude",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201108,"302","07:48:30","07:51",122,"BU5","CON1",114.7189,-34.0687,"","Y","Y",NA,"Y","very blurry",NA,NA,NA,"Rachel","y",NA,"","Rachel",20210311,"Claude",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201108,"329","07:59:37","08:02",118,"BU5","CON1",114.7239,-34.0712,"Fish on Sounder","Y","Y",NA,"","",NA,NA,NA,"Rachel","y",NA,"","Rachel",20210311,"Claude",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201108,"117","08:11:19","08:14",112,"BU5","CON1",114.7266,-34.0648,"","Y","Y",NA,"Y","",NA,NA,NA,"Rachel","y",NA,"","Rachel",20210311,"Claude",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201108,"113","08:21:39","08:24",111,"BU5","CON1",114.7389,-34.0637,"","Y","Y",NA,"Y","",NA,NA,NA,"Rachel","y",NA,"","Rachel",20210311,"Claude",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201108,"115","08:31:25","08:34",111,"BU5","CON1",114.7389,-34.0587,"Checked Cameras","Y","Y",NA,"Y","",NA,NA,NA,"Rachel","y",NA,"","Rachel",20210311,"Claude",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201108,"4","08:57:56","09:01",60,"BU5","CON1",114.7364,-34.0537,"","Y","Y",NA,"","",NA,NA,NA,"Rachel","y",NA,"","Rachel",20210311,"Claude",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201108,"5","09:07:02","09:10",66,"BU5","CON1",114.7814,-34.0912,"","Y","Y",NA,"","",NA,NA,NA,"Rachel","y",NA,"","Rachel",20210315,"Claude",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201108,"1","09:18:31","09:21",62.6,"BU5","CON1",114.7764,-34.0887,"Facing upwards","Y","Y",NA,"","",NA,NA,NA,"Rachel","y",NA,"","Rachel",20210315,"Claude",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201108,"3","09:29:21","09:32",61.4,"BU5","CON1",114.7839,-34.0762,"","Y","Y",NA,"","",NA,NA,NA,"Rachel","y",NA,"","Rachel",20210315,"Claude",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201108,"335","09:40:59","09:41",54.9,"BU5","CON1",114.794,-34.0669,"","Y","Y",NA,"","",NA,NA,NA,"Rachel","y",NA,"","Rachel",20210315,"Claude",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201108,"206","09:49:23","09:52",58.2,"BU5","CON1",114.7914,-34.0637,"","Y","Y",NA,"Y","",NA,NA,NA,"Rachel","y",NA,"","Rachel",20210315,"Claude",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201108,"204","09:59:09","10:02",60.6,"BU5","CON1",114.7864,-34.0662,"Checked Cameras","Y","Y",NA,"Y","",NA,NA,NA,"Rachel","y",NA,"","Rachel",20210315,"Claude",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201108,"207","10:08:10","10:11",60.2,"BU5","CON1",114.7864,-34.0612,"","Y","Y",NA,"Y","",NA,NA,NA,"Rachel","y",NA,"","Rachel",20210315,"Claude",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201108,"312","10:20:56","10:23",65.2,"BU5","CON1",114.7788721,-34.05868897,"","Y","Y",NA,"","",NA,NA,NA,"Rachel","y",NA,"","Rachel",20210316,"Claude",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201108,"334","10:29:33","10:32",63,"BU5","CON1",114.7754,-34.0616,"","Y","Y",NA,"","",NA,NA,NA,"Rachel","y",NA,"","Rachel",20210316,"Claude",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201108,"310","10:37:49","10:40",64.1,"BU5","CON1",114.7739,-34.0587,"","Y","Y",NA,"Y","",NA,NA,NA,"Rachel","y",NA,"","Rachel",20210316,"Claude",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201108,"311","10:47:06","10:50",67.2,"BU5","CON1",114.7689,-34.0562,"Changed all camera batteries","Y","Y",NA,"Y","rock covered in weird fluffy stuff",NA,NA,NA,"Rachel","y",NA,"","Rachel",20210316,"Claude",NA,NA,"check maculatus - claude not convinced either","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201108,"327","11:34:53","11:37",64.9,"BU5","CON1",114.7624,-34.0295,"","Y","Y",NA,"","",NA,NA,NA,"Rachel","y",NA,"","Rachel",20210316,"Claude",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201108,"267","11:42:58","11:45",62.7,"BU5","CON1",114.7639,-34.0262,"","Y","Y",NA,"Y","",NA,NA,NA,"Claude","Y",NA,"","Claude",20210316,"Rachel",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201108,"365","11:54:40","11:57",72,"BU5","CON1",114.7539,-34.0237,"","Y","Y",NA,"","",NA,NA,NA,"Claude","Y",NA,"","Claude",20210316,"Rachel",NA,NA,"check scaber","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201108,"266","12:03:40","12:06",67.3,"BU5","CON1",114.7589,-34.0212,"","Y","Y",NA,"Y","",NA,NA,NA,"Claude","Y",NA,"","Claude",20210316,"Rachel",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201108,"325","12:21:33","12:24",82.4,"BU5","CON1",114.7443,-33.9918,"Ledge- good ground","Y","Y",NA,"","",NA,NA,NA,"Claude","Y",NA,"","Claude",20210316,"Rachel",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201108,"361","12:30:37","12:33",84.3,"BU5","CON1",114.7414,-33.9887,"","Y","Y",NA,"","",NA,NA,NA,"Claude","Y",NA,"","Claude",20210316,"Rachel",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201108,"374","12:39:45","12:42",74.8,"BU5","CON1",114.7464,-33.9862,"","Y","Y",NA,"","",NA,NA,NA,"Claude","Y",NA,"","Claude",20210316,"Rachel",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201108,"363","12:48:25","12:51",65.6,"BU5","CON1",114.7514,-33.9862,"","Y","Y",NA,"","",NA,NA,NA,"Claude","Y",NA,"","Claude",20210316,"Rachel",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201108,"227","13:05:40","13:08",54.1,"BU5","CON1",114.7839,-33.9987,"","Y","Y",NA,"Y","",NA,NA,NA,"Claude","Y",NA,"","Claude",20210316,"Rachel",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201108,"229","13:14:36","13:17",52.5,"BU5","CON1",114.7864,-33.9937,"","Y","Y",NA,"","",NA,NA,NA,"Claude","Y",NA,"","Claude",20210316,"Rachel",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201108,"241","13:22:31","13:25",51.3,"BU5","CON1",114.7914,-33.9937,"","Y","Y",NA,"Y","",NA,NA,NA,"Claude","Y",NA,"","Claude",20210316,"Rachel",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201108,"228","13:32:47","13:35",50.6,"BU5","CON1",114.7939,-34.0037,"","Y","Y",NA,"Y","",NA,NA,NA,"Claude","Y",NA,"","Claude",20210316,"Rachel",NA,NA,"unknown wrasse","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201111,"278REDO","07:18:57","07:21",140,"BU5","CON1",114.8789,-34.0087,"","Y","Y",NA,"Y","",NA,NA,NA,"Claude","Y",NA,"was NA in lat long, added same lat long as 278","Claude",20210316,"Rachel",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201111,"277","07:30:06","07:33",139,"BU5","CON1",114.6464,-34.1062,"","Y","Y",NA,"Y","",NA,NA,NA,"Claude","Y",NA,"","Claude",20210316,"Rachel",NA,NA,"no fish","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201111,"343","07:41:11","07:44",140,"BU5","CON1",114.6407,-34.1026,"Skippy spot of Deans, heaps of fish! can see mysetery object in distance N","Y","Y",NA,"","",NA,NA,NA,"Claude","Y",NA,"","Claude",20210316,"Rachel",NA,NA,"sea cube cube bust ups","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201111,"276","07:53","07:56",141,"BU5","CON1",114.6364,-34.1012,"","Y","Y",NA,"Y","",NA,NA,NA,"Claude","Y",NA,"","Claude",20210316,"Rachel",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201111,"275","08:04:11","08:07",139,"BU5","CON1",114.6464,-34.0987,"","Y","Y",NA,"Y","",NA,NA,NA,"Claude","Y",NA,"","Claude",20210316,"Rachel",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201111,"280","08:20:04","08:23",138,"BU5","",114.6739,-34.0887,"423 corrupt memory card","Y","Y",NA,"Y","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201111,"344","08:29:59","08:33",138,"BU5","",114.6744,-34.0844,"","Y","Y",NA,"","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201111,"299","08:39:36","08:32",138,"BU5","",114.6764,-34.0812,"","Y","Y",NA,"Y","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201111,"298","08:50:46","08:53",136,"BU5","",114.6714,-34.0762,"Checked cameras changed 427 battery","Y","Y",NA,"Y","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201111,"352","09:22:42","09:25",140,"BU5","",114.5989,-34.0362,"","Y","Y",NA,"","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201111,"323","09:33:24","09:36",142,"BU5","",114.6001,-34.031,"","Y","Y",NA,"","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201111,"351","09:43:30","09:46",141,"BU5","",114.5964,-34.0312,"","Y","Y",NA,"","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201111,"369","09:54:08","09:57",134,"BU5","",114.5914,-34.0287,"","Y","Y",NA,"","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201111,"349","10:05:20","10:08",134,"BU5","",114.5964,-34.0237,"","Y","Y",NA,"","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201111,"350","10:15:42","10:18",142,"BU5","",114.6039,-34.0262,"Changed all batteries","Y","Y",NA,"","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201111,"372","10:56:54","10:59",134,"BU5","CON1",114.6439,-34.0062,"","Y","Y",NA,"","",NA,NA,NA,"Rachel","y",NA,"","Rachel",20210205,"Claude",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201111,"324","11:09:27","11:12",142,"BU5","CON1",114.6406,-33.9984,"","Y","Y",NA,"","",NA,NA,NA,"Rachel","y",NA,"","Rachel",20210205,"Claude",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201111,"378","11:19:31","11:22",142,"BU5","CON1",114.6389,-33.9937,"","Y","Y",NA,"","",NA,NA,NA,"Rachel","y",NA,"","Rachel",20210205,"Claude",NA,NA,"2 unknown, possibly callanthias australis? ","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201111,"370","11:29:48","11:32",141,"BU5","CON1",114.6464,-33.9962,"","Y","Y",NA,"","",NA,NA,NA,"Rachel","y",NA,"","Rachel",20210205,"Claude",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201111,"191","11:44:55","11:48",136,"BU5","CON1",114.6714,-33.9987,"","Y","Y",NA,"Y","",NA,NA,NA,"Rachel","y",NA,"","Rachel",20210205,"Claude",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201111,"194","11:57:09","12:00",137,"BU5","CON1",114.6639,-33.9962,"","Y","Y",NA,"Y","",NA,NA,NA,"Rachel","y",NA,"","Rachel",20210205,"Claude",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201111,"189","12:08:49","12:11",138,"BU5","CON1",114.6639,-33.9887,"","Y","Y",NA,"Y","",NA,NA,NA,"Rachel","y",NA,"","Rachel",20210205,"Claude",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201111,"192","12:19:02","12:22",138,"BU5","CON1",114.6689,-33.9862,"","Y","Y",NA,"Y","",NA,NA,NA,"Rachel","y",NA,"","Rachel",20210205,"Claude",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201111,"326","12:36:42","12:39",129,"BU5","CON1",114.6893,-34.0043,"Sponge garden","Y","Y",NA,"","",NA,NA,NA,"Rachel","y",NA,"","Rachel",20210208,"Claude",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201111,"364","12:46:27","12:49",131,"BU5","CON1",114.6889,-34.0087,"","Y","Y",NA,"","",NA,NA,NA,"Rachel","y",NA,"","Rachel",20210208,"Claude",NA,NA,"no fish, watched twice","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201111,"252","12:55:36","12:58",129,"BU5","CON1",114.6939,-34.0087,"","Y","Y",NA,"Y","",NA,NA,NA,"Rachel","y",NA,"","Rachel",20210208,"Claude",NA,NA,"no fish","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201111,"250","13:06:10","13:09",130,"BU5","CON1",114.6939,-34.0137,"Checked Cameras","Y","Y",NA,"Y","",NA,NA,NA,"Rachel","y",NA,"","Rachel",20210309,"Claude",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
